am_sid,sciname,reviewed,iucn_sid,popn_trend,popn_category,category_score,spp_group,id_no,spatial_source,name_verified,area_total,area_am,area_iucn,area_overlap,sm_perc,sm_range,area_ratio,lg_area_pct,spp_group_text,occurcells,n_spp,quad
Fis-61707,Sphoeroides rosenblatti,NA,183587,Unknown,LC,0,PUFFERFISH,183587,iucn,TRUE,817687.2,662316.5,270983.9,115613.143560929,42.664,IUCN,40.915,0.179,Pufferfish,8,113,q4
Fis-61706,Sphoeroides lispus,NA,183607,Unknown,LC,0,PUFFERFISH,183607,iucn,TRUE,598389.2,423177.4,385488.7,210276.841462569,54.548,IUCN,91.094,0.114,Pufferfish,18,113,q3
Fis-24694,Blennius gentilis,NA,183611,Unknown,LC,0,COMBTOOTHBLENNIES,183611,iucn,TRUE,1536526.7,1228483.2,619958.4,311914.927874393,50.312,IUCN,50.465,0.332,Combtooth Blennies,64,263,q4
Fis-26939,Bodianus diplotaenia,NA,183624,Stable,LC,0,WRASSE,183624,iucn,TRUE,2497299.5,1401731.8,2002966.3,907398.602597659,64.734,AM,69.983,0.541,Wrasses,132,462,q1
Fis-35549,Prionurus punctatus,NA,183646,Stable,LC,0,SURGEONFISH_TANGS_UNICORNFISH,183646,iucn,TRUE,931080.7,439261.6,705864.8,214045.74875804,48.729,AM,62.23,0.191,Surgeons/Tangs/Unicornfish,37,76,q3
Fis-24999,Sphoeroides annulatus,NA,183652,Unknown,LC,0,PUFFERFISH,183652,iucn,TRUE,2204151.4,1042800.9,2126527.3,965176.748143786,92.556,AM,49.038,0.574,Pufferfish,199,113,q2
Fis-32748,Chromis atrilobata,NA,183653,Unknown,LC,0,DAMSELFISH,183653,iucn,TRUE,2062843.2,1186764.5,1710338.6,834260.00275198,70.297,AM,69.388,0.462,Damselfish,78,48,q1
Fis-61194,Scartichthys variolatus,NA,183725,Stable,LC,0,COMBTOOTHBLENNIES,183725,iucn,TRUE,212304.6,8084.8,212304.6,8084.75193236499,100,AM,3.808,0.057,Combtooth Blennies,5,263,q2
Fis-28996,Halichoeres melanotis,NA,183731,Stable,LC,0,WRASSE,183731,iucn,TRUE,1490709.4,519618.9,1375600,404509.558581261,77.847,AM,37.774,0.371,Wrasses,28,462,q2
Fis-28529,Stegastes flavilatus,1,183747,Unknown,LC,0,DAMSELFISH,183747,iucn,TRUE,1676905,605146.7,1538945.1,467186.759115287,77.202,AM,39.322,0.415,Damselfish,108,48,q2
Fis-140176,Xyrichtys mundiceps,NA,183754,Unknown,LC,0,WRASSE,183754,iucn,TRUE,1041674.8,809833,369945,138103.181940495,37.331,IUCN,45.682,0.219,Wrasses,6,462,q4
Fis-28994,Halichoeres adustus,NA,183771,Unknown,VU,0.4,WRASSE,183771,iucn,TRUE,309200.8,21130,291132.7,3061.88835966155,14.491,AM,7.258,0.079,Wrasses,3,462,q4
Fis-34870,Azurina hirundo,NA,183774,Unknown,NT,0.2,DAMSELFISH,183774,iucn,TRUE,507570.8,243889.1,298446.6,34764.9101054832,14.254,AM,81.72,0.081,Damselfish,7,48,q3
Fis-28522,Nexilosus latifrons,NA,183789,Unknown,LC,0,DAMSELFISH,183789,iucn,TRUE,1255763.7,392750.1,1161899,298885.38523552,76.101,AM,33.802,0.314,Damselfish,32,48,q2
Fis-34878,Chromis intercrusma,NA,183793,Unknown,LC,0,DAMSELFISH,183793,iucn,TRUE,1454255.6,353864.7,1415649.7,315258.781284066,89.09,AM,24.997,0.382,Damselfish,6,48,q2
Fis-29028,Nicholsina denticulata,NA,183813,Unknown,LC,0,WRASSE,183813,iucn,TRUE,2012752.1,896365.8,1708938.3,592551.969137165,66.106,AM,52.452,0.461,Wrasses,61,462,q2
Fis-24662,Halichoeres semicinctus,NA,183817,Stable,LC,0,WRASSE,183817,iucn,TRUE,610388.9,310602.2,574580.2,274793.495097234,88.471,AM,54.057,0.155,Wrasses,52,462,q2
Fis-26904,Halichoeres dispilus,NA,183822,Stable,LC,0,WRASSE,183822,iucn,TRUE,2218280.2,1267454.6,1857876.6,907051.072381092,71.565,AM,68.221,0.502,Wrasses,127,462,q1
Fis-28516,Microspathodon dorsalis,NA,183825,Unknown,LC,0,DAMSELFISH,183825,iucn,TRUE,4047623.5,3271745.6,1274171.8,498293.847827511,39.107,IUCN,38.945,0.883,Damselfish,109,48,q4
Fis-32807,Scarus perrico,NA,183839,Stable,LC,0,WRASSE,183839,iucn,TRUE,1879295.1,1154887.8,1318183.4,593776.041685457,51.414,AM,87.612,0.356,Wrasses,79,462,q3
Fis-34874,Chromis alta,NA,183870,Unknown,LC,0,DAMSELFISH,183870,iucn,TRUE,1498455,553326.9,1211917.1,266788.899184227,48.215,AM,45.657,0.327,Damselfish,9,48,q4
Fis-113684,Entomacrodus chiostictus,1,183886,Unknown,LC,0,COMBTOOTHBLENNIES,183886,iucn,TRUE,1451065.5,601004.9,1326675.3,476614.720713842,79.303,AM,45.302,0.358,Combtooth Blennies,60,263,q2
Fis-35652,Decodon melasma,NA,183923,Unknown,LC,0,WRASSE,183923,iucn,TRUE,1595684.4,884508.5,1471865.4,760689.524659157,86.001,AM,60.094,0.397,Wrasses,52,462,q1
Fis-28684,Sphoeroides angusticeps,NA,183925,Unknown,LC,0,PUFFERFISH,183925,iucn,TRUE,156683.1,46155.8,128989.8,18462.5071339847,40,AM,35.783,0.035,Pufferfish,6,113,q4
Fis-150883,Stegastes leucorus,NA,183963,Unknown,VU,0.4,DAMSELFISH,183963,iucn,TRUE,760153.7,422731.8,505937.4,168515.442257849,39.863,AM,83.554,0.137,Damselfish,12,48,q3
Fis-118500,Plagiotremus azaleus,NA,183980,Stable,LC,0,COMBTOOTHBLENNIES,183980,iucn,TRUE,2436575.1,1050117.9,2043045.9,656588.690587937,62.525,AM,51.4,0.551,Combtooth Blennies,104,263,q4
Fis-35647,Thalassoma grammaticum,NA,183985,Stable,LC,0,WRASSE,183985,iucn,TRUE,14378855.9,13533516.3,1452137.5,606797.918467591,41.787,IUCN,10.73,3.653,Wrasses,37,462,q4
Fis-25736,Thalassoma lutescens,NA,183985,Stable,LC,0,WRASSE,183985,iucn,TRUE,14378855.9,13533516.3,1452137.5,606797.918467591,41.787,IUCN,10.73,3.653,Wrasses,200,462,q4
Fis-34869,Azurina eupalama,NA,184017,Unknown,CR,0.8,DAMSELFISH,184017,iucn,TRUE,64607.8,27694.2,52299.1,15385.5002038628,55.555,AM,52.954,0.014,Damselfish,6,48,q4
Fis-35756,Sphoeroides sechurae,NA,184034,Unknown,LC,0,PUFFERFISH,184034,iucn,TRUE,1458770.3,602105.9,1359946.1,503281.746470433,83.587,AM,44.274,0.367,Pufferfish,19,113,q2
Fis-28997,Halichoeres nicholsi,NA,184035,Stable,LC,0,WRASSE,184035,iucn,TRUE,1596913,838242.5,1316452.1,557781.600146869,66.542,AM,63.674,0.355,Wrasses,95,462,q1
Fis-29936,Elops affinis,NA,184047,Unknown,DD,NA,BONEFISH_TARPONS,184047,iucn,TRUE,2408330.3,1256135.5,2074228.1,922033.330745491,73.402,AM,60.559,0.56,Bonefish/Tarpon,73,12,q1
SLB-170297,Galearctus rapanus,NA,184986,Unknown,DD,NA,LOBSTERS,184986,iucn,TRUE,562432,529655.3,32776.7,0,0,IUCN,6.188,0.143,Lobsters,3,161,q4
SLB-184918,Galearctus umbilicatus,NA,184988,Unknown,DD,NA,LOBSTERS,184988,iucn,TRUE,679964.7,578866.2,198147.1,97048.6603370404,48.978,IUCN,34.23,0.156,Lobsters,13,161,q4
SLB-184903,Eduarctus lewinsohni,NA,184995,Unknown,DD,NA,LOBSTERS,184995,iucn,TRUE,1611819.8,1348162.8,625245,361588.098988229,57.831,IUCN,46.378,0.364,Lobsters,7,161,q4
SLB-155871,Stereomastis panglao,NA,184996,Unknown,LC,0,LOBSTERS,184996,iucn,TRUE,10742377.9,10720960,64045,42627.1333180485,66.558,IUCN,0.597,2.894,Lobsters,5,161,q2
SLB-184906,Eduarctus modestus,NA,184997,Unknown,LC,0,LOBSTERS,184997,iucn,TRUE,1335796.7,1024335.2,446383.9,134922.293723848,30.226,IUCN,43.578,0.277,Lobsters,7,161,q4
SLB-184953,Ibacus pubescens,NA,185002,Unknown,DD,NA,LOBSTERS,185002,iucn,TRUE,13000727.6,8807028.3,7395366.1,3201666.8293387,43.293,IUCN,83.971,2.377,Lobsters,11,161,q3
SLB-184834,Stereomastis polita,NA,185003,Unknown,LC,0,LOBSTERS,185003,iucn,TRUE,11103087.3,10413186.4,1151899.1,461998.163870806,40.108,IUCN,11.062,2.811,Lobsters,4,161,q4
SLB-170292,Enoplometopus gracilipes,NA,185005,Unknown,DD,NA,LOBSTERS,185005,iucn,TRUE,2073384.1,1596872.1,732137.9,255625.931193239,34.915,IUCN,45.848,0.431,Lobsters,7,161,q4
ITS-660116,Polycheles sculptus,NA,185012,Stable,LC,0,LOBSTERS,185012,iucn,TRUE,54948212,30908866.1,34228720.2,10189374.3795243,32.966,AM,90.301,9.239,Lobsters,21,161,q3
SLB-184954,Petrarctus demani,NA,185017,Stable,LC,0,LOBSTERS,185017,iucn,TRUE,11673806.8,11491791.9,1454678.7,1272663.80085084,87.488,IUCN,12.658,3.102,Lobsters,6,161,q2
SLB-184796,Pentacheles gibbus,NA,185018,Unknown,LC,0,LOBSTERS,185018,iucn,TRUE,4714533.6,2889823.7,2139767.8,315057.900693434,14.724,IUCN,74.045,0.78,Lobsters,10,161,q3
SLB-184672,Polycheles enthrix,NA,185019,Unknown,LC,0,LOBSTERS,185019,iucn,TRUE,7671505.2,6483765.4,2810689.9,1622950.07726346,57.742,IUCN,43.35,1.75,Lobsters,31,161,q4
SLB-184899,Crenarctus crenatus,NA,185020,Unknown,LC,0,LOBSTERS,185020,iucn,TRUE,3996083.1,3928666.9,495806,428389.826153808,86.403,IUCN,12.62,1.06,Lobsters,18,161,q2
SLB-184838,Stereomastis surda,NA,185023,Unknown,LC,0,LOBSTERS,185023,iucn,TRUE,118971165.2,21464121.4,107803509.8,10296466.0867102,47.971,AM,19.91,29.1,Lobsters,38,161,q4
ITS-677530,Enoplometopus holthuisi,NA,185024,Unknown,DD,NA,LOBSTERS,185024,iucn,TRUE,13770697.4,7875305.4,7842004.4,1946612.30466524,24.823,IUCN,99.577,2.126,Lobsters,8,161,q3
SLB-170315,Nupalirus vericeli,NA,185025,Unknown,DD,NA,LOBSTERS,185025,iucn,TRUE,5332678.3,5063674.7,412298,143294.449768276,34.755,IUCN,8.142,1.367,Lobsters,9,161,q4
ITS-97688,Polycheles typhlops,NA,185026,Stable,LC,0,LOBSTERS,185026,iucn,TRUE,65517825.9,36812663.1,53744548.2,25039385.4304181,68.018,AM,68.496,14.507,Lobsters,188,161,q1
SLB-184636,Thaumastocheles dochmiodon,NA,185029,Unknown,LC,0,LOBSTERS,185029,iucn,TRUE,11060186.1,6210678.7,6652493.8,1802986.43500349,29.03,AM,93.359,1.796,Lobsters,5,161,q3
SLB-184850,Acantharctus ornatus,NA,185031,Unknown,LC,0,LOBSTERS,185031,iucn,TRUE,5542834.3,4115271.3,2957907.3,1530344.27026281,51.737,IUCN,71.876,1.111,Lobsters,9,161,q3
SLB-184799,Polycheles amemiyai,NA,185034,Unknown,LC,0,LOBSTERS,185034,iucn,TRUE,1545097.6,972300.6,745668.9,172871.929223912,23.183,IUCN,76.691,0.262,Lobsters,4,161,q3
SLB-184862,Bathyarctus rubens,NA,185035,Unknown,LC,0,LOBSTERS,185035,iucn,TRUE,15194608.1,11616478.1,6747218.9,3169089.00004787,46.969,IUCN,58.083,3.136,Lobsters,26,161,q3
SLB-184836,Stereomastis suhmi,NA,185036,Unknown,LC,0,LOBSTERS,185036,iucn,TRUE,137906697.9,10447214.6,132215510.3,4756026.92469791,45.524,AM,7.902,35.689,Lobsters,18,161,q4
ITS-660110,Pentacheles laevis,NA,185038,Stable,LC,0,LOBSTERS,185038,iucn,TRUE,77340942,64517851.7,24210531.9,11387441.7095931,47.035,IUCN,37.525,17.415,Lobsters,114,161,q4
SLB-184828,Stereomastis helleri,NA,185040,Unknown,LC,0,LOBSTERS,185040,iucn,TRUE,26374242.9,16189878.1,12609602.4,2425237.52224112,19.233,IUCN,77.886,4.37,Lobsters,9,161,q3
Chn-8fd42244-81ae-418b-9e7d-1a07d933db73,Chelarctus aureus,NA,185041,Unknown,LC,0,LOBSTERS,185041,iucn,TRUE,6090080.7,5673839.9,817528.7,401287.932124812,49.085,IUCN,14.409,1.532,Lobsters,15,161,q4
SLB-184803,Polycheles martini,NA,185049,Unknown,LC,0,LOBSTERS,185049,iucn,TRUE,4057531.1,3607389.3,486375.9,36234.0303330216,7.45,IUCN,13.483,0.974,Lobsters,5,161,q4
SLB-155867,Enoplometopus crosnieri,NA,185051,Unknown,DD,NA,LOBSTERS,185051,iucn,TRUE,9397089.9,7885014.1,2383461.9,871386.10754209,36.56,IUCN,30.228,2.128,Lobsters,10,161,q4
ITS-677526,Enoplometopus occidentalis,NA,185060,Unknown,LC,0,LOBSTERS,185060,iucn,TRUE,16183351.7,9765751.6,9707701,3290100.87451458,33.892,IUCN,99.406,2.636,Lobsters,17,161,q3
ITS-660111,Pentacheles snyderi,NA,185061,Unknown,LC,0,LOBSTERS,185061,iucn,TRUE,18297338.7,17539033.6,1525642.7,767337.62569116,50.296,IUCN,8.699,4.734,Lobsters,5,161,q4
SLB-184916,Galearctus timidus,NA,185062,Unknown,LC,0,LOBSTERS,185062,iucn,TRUE,11825406.1,8801059.4,5324842.8,2300496.03437942,43.203,IUCN,60.502,2.376,Lobsters,28,161,q3
SLB-173556,Stereomastis auriculata,NA,185064,Unknown,LC,0,LOBSTERS,185064,iucn,TRUE,21777596.3,15644352.1,9074912.9,2941668.66429179,32.415,IUCN,58.008,4.223,Lobsters,21,161,q3
SLB-184635,Nephropsis serrata,NA,185065,Unknown,DD,NA,LOBSTERS,185065,iucn,TRUE,32062186.5,31642497.2,1333581,913891.67133248,68.529,IUCN,4.215,8.541,Lobsters,29,161,q2
SLB-155564,Polycheles coccifer,NA,185066,Unknown,LC,0,LOBSTERS,185066,iucn,TRUE,10974878.9,8986933,4604518.4,2616572.51442625,56.826,IUCN,51.236,2.426,Lobsters,27,161,q4
SLB-184805,Polycheles tanneri,NA,185067,Unknown,LC,0,LOBSTERS,185067,iucn,TRUE,5822659.8,3064320.7,3154513.9,396174.728409688,12.929,AM,97.141,0.852,Lobsters,8,161,q3
SLB-173560,Stereomastis galil,NA,185069,Unknown,LC,0,LOBSTERS,185069,iucn,TRUE,12686955.2,9390890.4,5717660.4,2421595.58825423,42.353,IUCN,60.885,2.535,Lobsters,27,161,q3
SLB-165894,Petrarctus holthuisi,NA,185070,Unknown,LC,0,LOBSTERS,185070,iucn,TRUE,4261654,3999345.2,907333.1,645024.311392814,71.09,IUCN,22.687,1.08,Lobsters,9,161,q2
SLB-184832,Stereomastis phosphorus,NA,185072,Unknown,LC,0,LOBSTERS,185072,iucn,TRUE,11440532.1,10020097.6,2055267.6,634833.044533458,30.888,IUCN,20.511,2.705,Lobsters,6,161,q4
SLB-130612,Polycheles aculeatus,NA,185073,Unknown,LC,0,LOBSTERS,185073,iucn,TRUE,12387116.9,10927577.1,3022605,1563065.09482411,51.713,IUCN,27.66,2.95,Lobsters,21,161,q4
SLB-170329,Stereomastis aculeata,NA,185073,Unknown,LC,0,LOBSTERS,185073,iucn,TRUE,12387116.9,10927577.1,3022605,1563065.09482411,51.713,IUCN,27.66,2.95,Lobsters,19,161,q4
Chn-f255ce49-bed7-4937-998b-cf930cedf3a6,Galearctus kitanoviriosus,NA,185074,Unknown,LC,0,LOBSTERS,185074,iucn,TRUE,9467065.6,7418314.1,2930556.2,881804.653866549,30.09,IUCN,39.504,2.002,Lobsters,5,161,q4
SLB-184912,Galearctus aurora,NA,185076,Unknown,LC,0,LOBSTERS,185076,iucn,TRUE,10628119.2,8743172.2,2692194,807247.002477938,29.985,IUCN,30.792,2.36,Lobsters,18,161,q4
SLB-184857,Bathyarctus faxoni,NA,185077,Unknown,LC,0,LOBSTERS,185077,iucn,TRUE,5471593.7,4198636.9,2275283.6,1002326.78112192,44.053,IUCN,54.191,1.133,Lobsters,38,161,q4
Chn-27d923b5-53c3-4d53-aa10-1f02bea6dd01,Chelarctus cultrifer,NA,185080,Unknown,LC,0,LOBSTERS,185080,iucn,TRUE,20560658.6,10759382.7,13741483,3940207.10754802,36.621,AM,78.299,3.709,Lobsters,36,161,q3
SLB-184677,Willemoesia pacifica,NA,185082,Unknown,DD,NA,LOBSTERS,185082,iucn,TRUE,18492128.8,16923938.4,1627841.6,59651.2447305228,3.664,IUCN,9.619,4.568,Lobsters,6,161,q4
SLB-173558,Polycheles baccatus,NA,185083,Unknown,LC,0,LOBSTERS,185083,iucn,TRUE,14635748.1,9542619.8,6502035.4,1408907.04902189,21.669,IUCN,68.137,2.576,Lobsters,12,161,q3
SLB-184911,Eduarctus reticulatus,NA,185088,Unknown,LC,0,LOBSTERS,185088,iucn,TRUE,6205900.2,5843035.2,412677,49811.94905393,12.07,IUCN,7.063,1.577,Lobsters,3,161,q4
SLB-184866,Biarctus pumilus,NA,185089,Unknown,LC,0,LOBSTERS,185089,iucn,TRUE,3375840.8,2372142.3,1849321.7,845623.187326372,45.726,IUCN,77.96,0.64,Lobsters,5,161,q3
SLB-184797,Pentacheles obscurus,NA,185091,Unknown,LC,0,LOBSTERS,185091,iucn,TRUE,39854583.9,38356491.5,3239501.9,1741409.5084408,53.755,IUCN,8.446,10.354,Lobsters,15,161,q4
SLB-184897,Crenarctus bicuspidatus,NA,185093,Unknown,LC,0,LOBSTERS,185093,iucn,TRUE,23261121.1,15641085.5,17086345.7,9466310.03762567,60.522,AM,91.541,4.612,Lobsters,15,161,q3
SLB-184902,Eduarctus aesopius,NA,185096,Unknown,LC,0,LOBSTERS,185096,iucn,TRUE,6821728.7,6527107.4,1075193.4,780572.067464952,72.598,IUCN,16.473,1.762,Lobsters,6,161,q2
Fis-29304,Blennius ocellaris,NA,185126,Stable,LC,0,COMBTOOTHBLENNIES,185126,iucn,TRUE,3562006.7,2822982.9,2476114.6,1737090.81265441,70.154,IUCN,87.713,0.762,Combtooth Blennies,129,263,q1
Fis-22731,Parablennius gattorugine,NA,185128,Stable,LC,0,COMBTOOTHBLENNIES,185128,iucn,TRUE,3835095.1,2144930.5,2908944.5,1218779.87934668,56.821,AM,73.736,0.785,Combtooth Blennies,198,263,q3
Fis-52186,Spaniblennius riodourensis,NA,185131,Unknown,DD,NA,COMBTOOTHBLENNIES,185131,iucn,TRUE,285648.5,215469.8,197457.9,127279.160484029,64.459,IUCN,91.641,0.058,Combtooth Blennies,3,263,q1
Fis-125999,Parablennius salensis,NA,185136,Unknown,LC,0,COMBTOOTHBLENNIES,185136,iucn,TRUE,218835.6,29665.9,218835.6,29665.863453522,100,AM,13.556,0.059,Combtooth Blennies,4,263,q2
Fis-143808,Parablennius dialloi,NA,185138,Unknown,LC,0,COMBTOOTHBLENNIES,185138,iucn,TRUE,1446435,615154.8,1388761.5,557481.272327809,90.625,AM,44.295,0.375,Combtooth Blennies,5,263,q2
Fis-143809,Parablennius sierraensis,NA,185140,Unknown,LC,0,COMBTOOTHBLENNIES,185140,iucn,TRUE,773075.2,682489.6,280863.3,190277.740247553,67.747,IUCN,41.153,0.184,Combtooth Blennies,3,263,q2
Fis-52218,Parablennius verryckeni,NA,185145,Unknown,DD,NA,COMBTOOTHBLENNIES,185145,iucn,TRUE,577352.2,510341.5,70066.8,3056.0797702497,4.362,IUCN,13.729,0.138,Combtooth Blennies,9,263,q4
Fis-127090,Hypleurochilus fissicornis,NA,185149,Unknown,LC,0,COMBTOOTHBLENNIES,185149,iucn,TRUE,1905753.7,1466425.1,856314.6,416985.952787103,48.695,IUCN,58.395,0.396,Combtooth Blennies,19,263,q3
Fis-52206,Parablennius goreensis,NA,185153,Unknown,LC,0,COMBTOOTHBLENNIES,185153,iucn,TRUE,544094.3,440949.9,225969,122824.544515672,54.355,IUCN,51.246,0.119,Combtooth Blennies,5,263,q4
Fis-167765,Microlipophrys canevae,NA,185156,Stable,LC,0,COMBTOOTHBLENNIES,185156,iucn,TRUE,2241570.1,1046681.6,2164464.1,969575.542656539,92.633,AM,48.358,0.584,Combtooth Blennies,34,263,q2
Fis-49060,Lipophrys canevae,1,185156,Stable,LC,0,COMBTOOTHBLENNIES,185156,iucn,TRUE,2241570.1,1046681.6,2164464.1,969575.542656539,92.633,AM,48.358,0.584,Combtooth Blennies,23,263,q2
Fis-49149,Parablennius ruber,NA,185162,Stable,LC,0,COMBTOOTHBLENNIES,185162,iucn,TRUE,1213486.1,641474.1,820926.2,248914.18572029,38.803,AM,78.14,0.222,Combtooth Blennies,24,263,q3
Fis-26624,Coryphoblennius galerita,NA,185165,Stable,LC,0,COMBTOOTHBLENNIES,185165,iucn,TRUE,3633164.3,1874215.6,3187088.9,1428140.2411677,76.199,AM,58.807,0.86,Combtooth Blennies,82,263,q1
Fis-59174,Aidablennius sphynx,NA,185168,Stable,LC,0,COMBTOOTHBLENNIES,185168,iucn,TRUE,2760065.2,1418981.8,2458620.8,1117537.38333511,78.756,AM,57.715,0.664,Combtooth Blennies,41,263,q1
Fis-27546,Hypleurochilus langi,NA,185170,Unknown,LC,0,COMBTOOTHBLENNIES,185170,iucn,TRUE,1138684,597349.1,986715.4,445380.506504869,74.56,AM,60.539,0.266,Combtooth Blennies,9,263,q1
Fis-117893,Salaria pavo,NA,185175,Stable,LC,0,COMBTOOTHBLENNIES,185175,iucn,TRUE,3199078.5,1866771.7,2740133.1,1407826.3639779,75.415,AM,68.127,0.74,Combtooth Blennies,64,263,q1
Fis-52180,Bathyblennius antholops,NA,185178,Unknown,DD,NA,COMBTOOTHBLENNIES,185178,iucn,TRUE,302949,296813.4,21466.9,15331.2942343741,71.418,IUCN,7.232,0.08,Combtooth Blennies,3,263,q2
Fis-49127,Parablennius incognitus,NA,185181,Stable,LC,0,COMBTOOTHBLENNIES,185181,iucn,TRUE,3388418.2,1879847.1,2713802.5,1205231.33468378,64.113,AM,69.27,0.733,Combtooth Blennies,45,263,q1
Fis-31232,Blennius normani,NA,185183,Stable,LC,0,COMBTOOTHBLENNIES,185183,iucn,TRUE,1362948.6,835770.2,1242967.8,715789.368092661,85.644,AM,67.24,0.336,Combtooth Blennies,102,263,q1
Fis-23709,Parablennius tentacularis,NA,185185,Stable,LC,0,COMBTOOTHBLENNIES,185185,iucn,TRUE,3425411,2108030.1,2704442.1,1387061.18510512,65.799,AM,77.947,0.73,Combtooth Blennies,72,263,q1
Fis-158435,Ophioblennius trinitatis,NA,185191,Unknown,LC,0,COMBTOOTHBLENNIES,185191,iucn,TRUE,928821,441954.9,798752.8,311886.77949286,70.57,AM,55.331,0.216,Combtooth Blennies,8,263,q1
Fis-23708,Parablennius sanguinolentus,NA,185193,Stable,LC,0,COMBTOOTHBLENNIES,185193,iucn,TRUE,3124197.5,1560441.2,2853078.4,1289322.05383285,82.625,AM,54.693,0.77,Combtooth Blennies,74,263,q1
Fis-26619,Acantholabrus palloni,NA,186106,Unknown,LC,0,WRASSE,186106,iucn,TRUE,5910724.3,2863451,4481331.3,1434057.91417918,50.081,AM,63.897,1.21,Wrasses,37,462,q3
Fis-161650,Bodianus dictynna,NA,187368,Unknown,LC,0,WRASSE,187368,iucn,TRUE,18925337,11124457.3,14278021.3,6477141.65495127,58.224,AM,77.913,3.854,Wrasses,33,462,q3
Fis-142162,Halichoeres pardaleocephalus,NA,187370,Unknown,LC,0,WRASSE,187370,iucn,TRUE,5002393.3,4490045,970695.2,458346.946269779,47.218,IUCN,21.619,1.212,Wrasses,6,462,q4
Fis-142115,Choerodon margaritiferus,NA,187371,Unknown,LC,0,WRASSE,187371,iucn,TRUE,6051824.9,5354713.9,1369441.7,672330.730701644,49.095,IUCN,25.575,1.445,Wrasses,3,462,q4
Fis-113146,Coris nigrotaenia,NA,187372,Unknown,DD,NA,WRASSE,187372,iucn,TRUE,812168.1,704769.7,211836.1,104437.763512245,49.301,IUCN,30.057,0.19,Wrasses,4,462,q4
Fis-25725,Hemigymnus fasciatus,NA,187373,Unknown,LC,0,WRASSE,187373,iucn,TRUE,30228041.3,13306765.3,26480522.9,9559246.88009935,71.837,AM,50.251,7.148,Wrasses,172,462,q2
Fis-59762,Leptojulis lambdastigma,NA,187375,Unknown,DD,NA,WRASSE,187375,iucn,TRUE,2396713.4,2007055.7,670849.8,281192.129567532,41.916,IUCN,33.425,0.542,Wrasses,9,462,q4
Fis-58702,Bodianus opercularis,1,187378,Unknown,LC,0,WRASSE,187378,iucn,TRUE,3470915.4,2594853,1650596.2,774533.780184709,46.924,IUCN,63.61,0.7,Wrasses,11,462,q3
Fis-25651,Coris variegata,NA,187379,Unknown,LC,0,WRASSE,187379,iucn,TRUE,2009612.9,1702144,628160,320691.141023976,51.052,IUCN,36.904,0.459,Wrasses,10,462,q4
Fis-126019,Labrus viridis,NA,187381,Stable,LC,0,WRASSE,187381,iucn,TRUE,30174306,14375060.6,26944345.3,11145099.9040365,77.531,AM,53.351,7.273,Wrasses,49,462,q2
Fis-25735,Thalassoma lunare,1,187381,Stable,LC,0,WRASSE,187381,iucn,TRUE,30174306,14375060.6,26944345.3,11145099.9040365,77.531,AM,53.351,7.273,Wrasses,291,462,q2
Fis-25718,Cheilio inermis,1,187383,Unknown,LC,0,WRASSE,187383,iucn,TRUE,29351125.6,13269621.7,26383638.7,10302134.7448997,77.637,AM,50.295,7.122,Wrasses,168,462,q2
Fis-25705,Cheilinus chlorourus,1,187384,Unknown,LC,0,WRASSE,187384,iucn,TRUE,27002080.5,12428204.7,23716634.3,9142758.45470254,73.565,AM,52.403,6.402,Wrasses,192,462,q2
Fis-145587,Cirrhilabrus tonozukai,NA,187389,Unknown,DD,NA,WRASSE,187389,iucn,TRUE,1429788.5,330214.7,1188770.2,89196.4313291479,27.012,AM,27.778,0.321,Wrasses,4,462,q4
Fis-149115,Suezichthys caudavittatus,NA,187390,Unknown,LC,0,WRASSE,187390,iucn,TRUE,2269444.9,1309102.9,1856996,896654.020993425,68.494,AM,70.496,0.501,Wrasses,4,462,q1
Fis-53990,Bodianus thoracotaeniatus,NA,187391,Unknown,DD,NA,WRASSE,187391,iucn,TRUE,216213.9,131342,84871.8,0,0,IUCN,64.619,0.035,Wrasses,3,462,q3
Fis-31472,Coris aygula,NA,187392,Decreasing,VU,0.4,WRASSE,187392,iucn,TRUE,10528751.4,10287906.6,265066.5,24221.7314515689,9.138,IUCN,2.576,2.777,Wrasses,138,462,q4
Fis-31113,Paracheilinus mccoskeri,NA,187393,Unknown,LC,0,WRASSE,187393,iucn,TRUE,12570499.8,11740400.4,1409005.8,578906.378140275,41.086,IUCN,12.001,3.169,Wrasses,22,462,q4
Fis-31238,Coris pictoides,NA,187394,Unknown,LC,0,WRASSE,187394,iucn,TRUE,11400634.2,8797884,5532678.1,2929927.92379015,52.957,IUCN,62.886,2.375,Wrasses,35,462,q3
Fis-146180,Iniistius aneitensis,NA,187395,Unknown,LC,0,WRASSE,187395,iucn,TRUE,16361212,6710442.6,13605913.3,3955143.86530078,58.94,AM,49.32,3.673,Wrasses,24,462,q4
Fis-25637,Labroides dimidiatus,1,187396,Unknown,LC,0,WRASSE,187396,iucn,TRUE,31567465.1,13947964,30151232.2,12531731.1720533,89.846,AM,46.26,8.139,Wrasses,407,462,q2
Fis-3208,Labrus mixtus,NA,187397,Stable,LC,0,WRASSE,187397,iucn,TRUE,6196526.6,4679940.1,4992636.6,3476050.11662953,74.276,AM,93.737,1.348,Wrasses,266,462,q1
