"am_sid","sciname","reviewed","iucn_sid","popn_trend","popn_category","spp_group","id_no","spatial_source","total_area","am_area","iucn_area","perc","am_perc","iucn_perc","sm_perc","sm_range","log_total_area","area_ratio","lg_area_pct","spp_group_text","occurcells"
"W-Hol-174115","Bathyplotes moseleyi",NA,180515,"Unknown","DD","SEACUCUMBERS",180515,"iucn",1643529.5,1643529.5,0,0,100,0,NA,"IUCN",14.312,0,0.444,"Sea Cucumbers",8
"W-Hol-208947","Actinopyga echinites",NA,180518,"Decreasing","VU","SEACUCUMBERS",180518,"iucn",27575949.2,15124627.8,20814619,29.981,25.168,44.852,0,"AM",17.132,72.663,5.619,"Sea Cucumbers",61
"W-Hol-367868","Isostichopus badionotus",NA,180519,"Unknown","LC","SEACUCUMBERS",180519,"iucn",5476168.7,1790837.6,5115291.7,26.38,6.741,66.879,0,"AM",15.516,35.009,1.381,"Sea Cucumbers",5
"W-Hol-732377","Holothuria pervicax",NA,180525,"Unknown","LC","SEACUCUMBERS",180525,"iucn",27046918.6,2174501.5,26963943.9,7.668,0.31,92.023,0,"AM",17.113,8.064,7.278,"Sea Cucumbers",3
"W-Hol-242106","Actinopyga caerulea",NA,180530,"Unknown","DD","SEACUCUMBERS",180530,"iucn",10116877,10116877,0,0,100,0,NA,"IUCN",16.13,0,2.731,"Sea Cucumbers",7
"W-Hol-732701","Holothuria inhabilis",NA,180534,"Unknown","LC","SEACUCUMBERS",180534,"iucn",26574141.4,10998336.8,25055648.1,35.301,5.958,58.741,0,"AM",17.095,43.896,6.763,"Sea Cucumbers",8
"W-Hol-210768","Bohadschia argus",NA,180541,"Stable","LC","SEACUCUMBERS",180541,"iucn",26747573.8,14313986.5,21301326,32.806,21.075,46.12,0,"AM",17.102,67.198,5.75,"Sea Cucumbers",62
"Fis-31165","Elops lacerta",1,182549,"Unknown","LC","BONEFISH_TARPONS",182549,"iucn",1470878.1,808710.4,1335274.8,45.661,9.504,44.835,0,"AM",14.201,60.565,0.36,"Bonefish/Tarpons",94
"Fis-61198","Scartichthys viridis",NA,183260,"Stable","LC","COMBTOOTHBLENNIES",183260,"iucn",1131675.9,623040.2,702225.1,16.274,40.094,43.632,0,"AM",13.939,88.724,0.19,"Blenniidae",12
"Fis-28917","Scartichthys gigas",NA,183275,"Unknown","LC","COMBTOOTHBLENNIES",183275,"iucn",1145146.8,467304.5,1036112.4,31.139,9.114,59.747,0,"AM",13.951,45.102,0.28,"Blenniidae",31
"Fis-25000","Sphoeroides lobatus",NA,183276,"Unknown","LC","PUFFERFISH",183276,"iucn",3369349.7,2050056.8,2427108.7,32.874,28.055,39.071,0,"AM",15.03,84.465,0.655,"Pufferfish",106
"Fis-32760","Ophioblennius steindachneri",1,183308,"Stable","LC","COMBTOOTHBLENNIES",183308,"iucn",1757500.3,780705.7,1580817.2,34.622,10.084,55.294,0,"AM",14.379,49.386,0.427,"Blenniidae",157
"Fis-35548","Prionurus laticlavius",1,183310,"Stable","LC","SURGEONFISH_TANGS_UNICORNFISH",183310,"iucn",1292225.4,187805,1238571.6,10.209,4.176,85.615,0,"AM",14.072,15.163,0.334,"Acanthuridae",38
"Fis-28657","Semicossyphus darwini",NA,183327,"Unknown","DD","WRASSE",183327,"iucn",451196.5,451196.5,0,0,100,0,NA,"IUCN",13.02,0,0.122,NA,34
"Fis-29078","Canthigaster punctatissima",NA,183341,"Unknown","LC","PUFFERFISH",183341,"iucn",4136770,3317241.7,1279648.3,11.28,68.908,19.812,0,"IUCN",15.235,38.576,0.895,"Pufferfish",100
"Fis-24701","Hypsypops rubicundus",NA,183367,"Unknown","LC","DAMSELFISH",183367,"iucn",699669.2,128566.8,691944.8,17.49,1.141,81.369,0,"AM",13.458,18.58,0.187,"Damselfish",25
"Fis-35654","Halichoeres chierchiae",NA,183378,"Stable","LC","WRASSE",183378,"iucn",1820359.8,877003.5,1472918.3,29.63,19.646,50.725,0,"AM",14.415,59.542,0.398,NA,50
"Fis-26922","Abudefduf troschelii",1,183397,"Unknown","LC","DAMSELFISH",183397,"iucn",2194650.5,907662.2,2043748.6,34.35,6.764,58.886,0,"AM",14.602,44.412,0.552,"Damselfish",139
"Fis-26938","Hypsoblennius brevipinnis",NA,183425,"Unknown","LC","COMBTOOTHBLENNIES",183425,"iucn",2077585.6,1119239.1,1567415.1,29.303,25.178,45.519,0,"AM",14.547,71.407,0.423,"Blenniidae",98
"Fis-28527","Stegastes acapulcoensis",1,183431,"Unknown","LC","DAMSELFISH",183431,"iucn",1610572.8,825640.7,1292393.7,31.136,20.879,47.985,0,"AM",14.292,63.885,0.349,"Damselfish",73
"Fis-34881","Chromis limbaughi",NA,183452,"Unknown","LC","DAMSELFISH",183452,"iucn",570195,336899.6,396620.6,28.922,30.882,40.196,0,"AM",13.254,84.943,0.107,"Damselfish",11
"Fis-136667","Abudefduf declivifrons",NA,183460,"Unknown","LC","DAMSELFISH",183460,"iucn",879323.1,445182.7,733886,34.106,16.225,49.669,0,"AM",13.687,60.661,0.198,"Damselfish",38
"Fis-138530","Stegastes beebei",NA,183462,"Unknown","VU","DAMSELFISH",183462,"iucn",306711.9,150466.2,186926.3,10,39,51,0,"AM",12.634,80.495,0.05,"Damselfish",24
"Fis-29029","Scarus compressus",NA,183468,"Stable","LC","WRASSE",183468,"iucn",1411265.7,689064.1,1058096.8,24.059,25.523,50.418,0,"AM",14.16,65.123,0.286,NA,11
"Fis-28514","Microspathodon bairdii",NA,183472,"Unknown","LC","DAMSELFISH",183472,"iucn",1490034.3,786952.7,1164887.2,30.891,22.574,46.535,0,"AM",14.214,67.556,0.314,"Damselfish",76
"Fis-28205","Abudefduf concolor",NA,183483,"Unknown","LC","DAMSELFISH",183483,"iucn",1349397.9,890778.4,812299.2,25.778,40.889,33.333,0,"IUCN",14.115,91.19,0.24,"Damselfish",63
"Fis-35653","Halichoeres aestuaricola",NA,183529,"Unknown","DD","WRASSE",183529,"iucn",406522.1,406522.1,0,0,100,0,NA,"IUCN",12.915,0,0.11,NA,17
"Fis-28528","Stegastes arcifrons",1,183530,"Unknown","LC","DAMSELFISH",183530,"iucn",328482.6,82981.1,288547.7,13.084,12.15,74.766,0,"AM",12.702,28.758,0.078,"Damselfish",32
"Fis-28533","Stegastes redemptus",NA,183567,"Unknown","VU","DAMSELFISH",183567,"iucn",197185.8,51704.6,148320.5,1.449,24.638,73.913,0,"AM",12.192,34.86,0.04,"Damselfish",3
"Fis-28532","Stegastes rectifraenum",NA,183586,"Unknown","LC","DAMSELFISH",183586,"iucn",778627.3,320962.3,706404.7,32.616,9.319,58.065,0,"AM",13.565,45.436,0.191,"Damselfish",45
"Fis-61707","Sphoeroides rosenblatti",NA,183587,"Unknown","LC","PUFFERFISH",183587,"iucn",817687.2,662316.5,270983.9,13.971,67.279,18.75,0,"IUCN",13.614,40.915,0.179,"Pufferfish",8
"Fis-61706","Sphoeroides lispus",NA,183607,"Unknown","LC","PUFFERFISH",183607,"iucn",598389.2,423177.4,385488.7,35,36.364,28.636,0,"IUCN",13.302,91.094,0.114,"Pufferfish",18
"Fis-24694","Hypsoblennius gentilis",NA,183611,"Unknown","LC","COMBTOOTHBLENNIES",183611,"iucn",1536526.7,1228483.2,619958.4,21.363,57.643,20.994,0,"IUCN",14.245,50.465,0.332,"Blenniidae",64
"Fis-26939","Bodianus diplotaenia",NA,183624,"Stable","LC","WRASSE",183624,"iucn",2497299.5,1401731.8,2002966.3,36.268,20.423,43.31,0,"AM",14.731,69.983,0.541,NA,132
"Fis-35549","Prionurus punctatus",NA,183646,"Stable","LC","SURGEONFISH_TANGS_UNICORNFISH",183646,"iucn",931080.7,439261.6,705864.8,23.148,24.383,52.469,0,"AM",13.744,62.23,0.191,"Acanthuridae",37
"Fis-24999","Sphoeroides annulatus",NA,183652,"Unknown","LC","PUFFERFISH",183652,"iucn",2204151.4,1042800.9,2126527.3,43.742,3.426,52.833,0,"AM",14.606,49.038,0.574,"Pufferfish",199
"Fis-32748","Chromis atrilobata",NA,183653,"Unknown","LC","DAMSELFISH",183653,"iucn",2062843.2,1186764.5,1710338.6,40.598,17.094,42.308,0,"AM",14.54,69.388,0.462,"Damselfish",78
"Fis-61194","Scartichthys variolatus",NA,183725,"Stable","LC","COMBTOOTHBLENNIES",183725,"iucn",212304.6,8084.8,212304.6,3.704,0,96.296,0,"AM",12.266,3.808,0.057,"Blenniidae",5
"Fis-28996","Halichoeres melanotis",NA,183731,"Stable","LC","WRASSE",183731,"iucn",1490709.4,519618.9,1375600,27.273,7.708,65.02,0,"AM",14.215,37.774,0.371,NA,28
"Fis-28529","Stegastes flavilatus",1,183747,"Unknown","LC","DAMSELFISH",183747,"iucn",1676905,605146.7,1538945.1,27.993,8.451,63.556,0,"AM",14.332,39.322,0.415,"Damselfish",108
"Fis-140176","Xyrichtys mundiceps",NA,183754,"Unknown","LC","WRASSE",183754,"iucn",1041674.8,809833,369945,13.521,63.944,22.535,0,"IUCN",13.856,45.682,0.219,NA,6
"Fis-28994","Halichoeres adustus",NA,183771,"Unknown","VU","WRASSE",183771,"iucn",309200.8,21130,291132.7,0.962,5.769,93.269,0,"AM",12.642,7.258,0.079,NA,3
"Fis-34870","Azurina hirundo",NA,183774,"Unknown","NT","DAMSELFISH",183774,"iucn",507570.8,243889.1,298446.6,7.065,40.217,52.717,0,"AM",13.137,81.72,0.081,"Damselfish",7
"Fis-28522","Nexilosus latifrons",NA,183789,"Unknown","LC","DAMSELFISH",183789,"iucn",1255763.7,392750.1,1161899,23.934,8.057,68.009,0,"AM",14.043,33.802,0.314,"Damselfish",32
"Fis-34878","Chromis intercrusma",NA,183793,"Unknown","LC","DAMSELFISH",183793,"iucn",1454255.6,353864.7,1415649.7,18.136,2.163,79.7,0,"AM",14.19,24.997,0.382,"Damselfish",6
"Fis-29028","Nicholsina denticulata",NA,183813,"Unknown","LC","WRASSE",183813,"iucn",2012752.1,896365.8,1708938.3,29.582,15.152,55.267,0,"AM",14.515,52.452,0.461,NA,61
"Fis-24662","Halichoeres semicinctus",NA,183817,"Stable","LC","WRASSE",183817,"iucn",610388.9,310602.2,574580.2,44.934,5.727,49.339,0,"AM",13.322,54.057,0.155,NA,52
"Fis-26904","Halichoeres dispilus",NA,183822,"Stable","LC","WRASSE",183822,"iucn",2218280.2,1267454.6,1857876.6,41.114,16.446,42.44,0,"AM",14.612,68.221,0.502,NA,127
"Fis-28516","Microspathodon dorsalis",NA,183825,"Unknown","LC","DAMSELFISH",183825,"iucn",4047623.5,3271745.6,1274171.8,12.5,68.195,19.305,0,"IUCN",15.214,38.945,0.883,"Damselfish",109
"Fis-32807","Scarus perrico",NA,183839,"Stable","LC","WRASSE",183839,"iucn",1879295.1,1154887.8,1318183.4,31.612,30.36,38.028,0,"AM",14.446,87.612,0.356,NA,79
"Fis-34874","Chromis alta",NA,183870,"Unknown","LC","DAMSELFISH",183870,"iucn",1498455,553326.9,1211917.1,17.782,18.356,63.862,0,"AM",14.22,45.657,0.327,"Damselfish",9
"Fis-35652","Decodon melasma",NA,183923,"Unknown","LC","WRASSE",183923,"iucn",1595684.4,884508.5,1471865.4,47.858,8.007,44.134,0,"AM",14.283,60.094,0.397,NA,52
"Fis-28684","Sphoeroides angusticeps",NA,183925,"Unknown","LC","PUFFERFISH",183925,"iucn",156683.1,46155.8,128989.8,11.765,17.647,70.588,0,"AM",11.962,35.783,0.035,"Pufferfish",6
"Fis-150883","Stegastes leucorus",NA,183963,"Unknown","VU","DAMSELFISH",183963,"iucn",760153.7,422731.8,505937.4,22.472,32.584,44.944,0,"AM",13.541,83.554,0.137,"Damselfish",12
"Fis-118500","Plagiotremus azaleus",NA,183980,"Stable","LC","COMBTOOTHBLENNIES",183980,"iucn",2436575.1,1050117.9,2043045.9,26.803,16.466,56.731,0,"AM",14.706,51.4,0.551,"Blenniidae",104
"Fis-35647","Thalassoma grammaticum",NA,183985,"Stable","LC","WRASSE",183985,"iucn",1601617.7,582396.1,1452137.5,27.138,9.48,63.383,0,"AM",14.287,40.106,0.392,NA,37
"Fis-34869","Azurina eupalama",NA,184017,"Unknown","CR","DAMSELFISH",184017,"iucn",64607.8,27694.2,52299.1,23.81,19.048,57.143,0,"AM",11.076,52.954,0.014,"Damselfish",6
"Fis-35756","Sphoeroides sechurae",NA,184034,"Unknown","LC","PUFFERFISH",184034,"iucn",1458770.3,602105.9,1359946.1,34.141,6.667,59.192,0,"AM",14.193,44.274,0.367,"Pufferfish",19
"Fis-28997","Halichoeres nicholsi",NA,184035,"Stable","LC","WRASSE",184035,"iucn",1596913,838242.5,1316452.1,35.294,18.015,46.691,0,"AM",14.284,63.674,0.355,NA,95
"Fis-29936","Elops affinis",NA,184047,"Unknown","DD","BONEFISH_TARPONS",184047,"iucn",1256135.5,1256135.5,0,0,100,0,NA,"IUCN",14.044,0,0.339,"Bonefish/Tarpons",73
"SLB-170297","Galearctus rapanus",NA,184986,"Unknown","DD","LOBSTERS",184986,"iucn",529655.3,529655.3,0,0,100,0,NA,"IUCN",13.18,0,0.143,"Lobsters",3
"SLB-184918","Galearctus umbilicatus",NA,184988,"Unknown","DD","LOBSTERS",184988,"iucn",578866.2,578866.2,0,0,100,0,NA,"IUCN",13.269,0,0.156,"Lobsters",13
"SLB-184903","Eduarctus lewinsohni",NA,184995,"Unknown","DD","LOBSTERS",184995,"iucn",1348162.8,1348162.8,0,0,100,0,NA,"IUCN",14.114,0,0.364,"Lobsters",7
"SLB-155871","Stereomastis panglao",NA,184996,"Unknown","LC","LOBSTERS",184996,"iucn",10742377.9,10720960,64045,0.364,99.455,0.182,0,"IUCN",16.19,0.597,2.894,"Lobsters",5
"SLB-184906","Eduarctus modestus",NA,184997,"Unknown","LC","LOBSTERS",184997,"iucn",1335796.7,1024335.2,446383.9,10.11,66.593,23.297,0,"IUCN",14.105,43.578,0.277,"Lobsters",7
"SLB-184953","Ibacus pubescens",NA,185002,"Unknown","DD","LOBSTERS",185002,"iucn",8807028.3,8807028.3,0,0,100,0,NA,"IUCN",15.991,0,2.377,"Lobsters",11
"SLB-184834","Stereomastis polita",NA,185003,"Unknown","LC","LOBSTERS",185003,"iucn",11103087.3,10413186.4,1151899.1,3.792,90.569,5.639,0,"IUCN",16.223,11.062,2.811,"Lobsters",4
"SLB-170292","Enoplometopus gracilipes",NA,185005,"Unknown","DD","LOBSTERS",185005,"iucn",1596872.1,1596872.1,0,0,100,0,NA,"IUCN",14.284,0,0.431,"Lobsters",7
"SLB-184954","Petrarctus demani",NA,185017,"Stable","LC","LOBSTERS",185017,"iucn",11673806.8,11491791.9,1454678.7,10.941,87.506,1.552,0,"IUCN",16.273,12.658,3.102,"Lobsters",6
"SLB-184796","Pentacheles gibbus",NA,185018,"Unknown","LC","LOBSTERS",185018,"iucn",4714533.6,2889823.7,2139767.8,6.572,55.283,38.145,0,"IUCN",15.366,74.045,0.78,"Lobsters",10
"SLB-184672","Polycheles enthrix",NA,185019,"Unknown","LC","LOBSTERS",185019,"iucn",7671505.2,6483765.4,2810689.9,19.865,65.236,14.899,0,"IUCN",15.853,43.35,1.75,"Lobsters",31
"SLB-184899","Crenarctus crenatus",NA,185020,"Unknown","LC","LOBSTERS",185020,"iucn",3996083.1,3928666.9,495806,10.371,87.981,1.648,0,"IUCN",15.201,12.62,1.06,"Lobsters",18
"SLB-184838","Stereomastis surda",NA,185023,"Unknown","LC","LOBSTERS",185023,"iucn",118971165.2,21464121.4,107803509.8,8.125,8.19,83.685,0,"AM",18.594,19.91,29.1,"Lobsters",38
"ITS-677530","Enoplometopus holthuisi",NA,185024,"Unknown","DD","LOBSTERS",185024,"iucn",7875305.4,7875305.4,0,0,100,0,NA,"IUCN",15.879,0,2.126,"Lobsters",8
"SLB-170315","Nupalirus vericeli",NA,185025,"Unknown","DD","LOBSTERS",185025,"iucn",5063674.7,5063674.7,0,0,100,0,NA,"IUCN",15.438,0,1.367,"Lobsters",9
"ITS-97688","Polycheles typhlops",NA,185026,"Stable","LC","LOBSTERS",185026,"iucn",65517825.9,36812663.1,53744548.2,37.2,20.178,42.623,0,"AM",17.998,68.496,14.507,"Lobsters",188
"SLB-184636","Thaumastocheles dochmiodon",NA,185029,"Unknown","LC","LOBSTERS",185029,"iucn",11060186.1,6210678.7,6652493.8,15.724,42.242,42.034,0,"IUCN",16.219,93.359,1.796,"Lobsters",5
"SLB-184850","Acantharctus ornatus",NA,185031,"Unknown","LC","LOBSTERS",185031,"iucn",5542834.3,4115271.3,2957907.3,27.979,45.669,26.352,0,"IUCN",15.528,71.876,1.111,"Lobsters",9
"SLB-184799","Polycheles amemiyai",NA,185034,"Unknown","LC","LOBSTERS",185034,"iucn",1545097.6,972300.6,745668.9,11.073,49.574,39.353,0,"IUCN",14.251,76.691,0.262,"Lobsters",4
"SLB-184862","Bathyarctus rubens",NA,185035,"Unknown","LC","LOBSTERS",185035,"iucn",15194608.1,11616478.1,6747218.9,20.733,55.573,23.694,0,"IUCN",16.536,58.083,3.136,"Lobsters",26
"SLB-184836","Stereomastis suhmi",NA,185036,"Unknown","LC","LOBSTERS",185036,"iucn",137906697.9,10447214.6,132215510.3,3.034,2.957,94.009,0,"AM",18.742,7.902,35.689,"Lobsters",18
"ITS-660110","Pentacheles laevis",NA,185038,"Stable","LC","LOBSTERS",185038,"iucn",77340942,64517851.7,24210531.9,12.946,72.42,14.634,0,"IUCN",18.164,37.525,17.415,"Lobsters",114
"SLB-184828","Stereomastis helleri",NA,185040,"Unknown","LC","LOBSTERS",185040,"iucn",26374242.9,16189878.1,12609602.4,8.589,54.273,37.138,0,"IUCN",17.088,77.886,4.37,"Lobsters",9
"Chn-8fd42244-81ae-418b-9e7d-1a07d933db73","Chelarctus aureus",NA,185041,"Unknown","LC","LOBSTERS",185041,"iucn",6090080.7,5673839.9,817528.7,6.584,86.584,6.832,0,"IUCN",15.622,14.409,1.532,"Lobsters",15
"SLB-184803","Polycheles martini",NA,185049,"Unknown","LC","LOBSTERS",185049,"iucn",4057531.1,3607389.3,486375.9,0.891,88.348,10.761,0,"IUCN",15.216,13.483,0.974,"Lobsters",5
"SLB-155867","Enoplometopus crosnieri",NA,185051,"Unknown","DD","LOBSTERS",185051,"iucn",7885014.1,7885014.1,0,0,100,0,NA,"IUCN",15.88,0,2.128,"Lobsters",10
"ITS-677526","Enoplometopus occidentalis",NA,185060,"Unknown","LC","LOBSTERS",185060,"iucn",16183351.7,9765751.6,9707701,20.137,39.174,40.689,0,"AM",16.599,99.406,2.636,"Lobsters",17
"ITS-660111","Pentacheles snyderi",NA,185061,"Unknown","LC","LOBSTERS",185061,"iucn",18297338.7,17539033.6,1525642.7,3.679,92.405,3.916,0,"IUCN",16.722,8.699,4.734,"Lobsters",5
"SLB-184916","Galearctus timidus",NA,185062,"Unknown","LC","LOBSTERS",185062,"iucn",11825406.1,8801059.4,5324842.8,19.733,53.18,27.087,0,"IUCN",16.286,60.502,2.376,"Lobsters",28
"SLB-173556","Stereomastis auriculata",NA,185064,"Unknown","LC","LOBSTERS",185064,"iucn",21777596.3,15644352.1,9074912.9,12.77,59.561,27.669,0,"IUCN",16.896,58.008,4.223,"Lobsters",21
"SLB-184635","Nephropsis serrata",NA,185065,"Unknown","DD","LOBSTERS",185065,"iucn",31642497.2,31642497.2,0,0,100,0,NA,"IUCN",17.27,0,8.541,"Lobsters",29
"SLB-155564","Polycheles coccifer",NA,185066,"Unknown","LC","LOBSTERS",185066,"iucn",10974878.9,8986933,4604518.4,23.669,58.094,18.237,0,"IUCN",16.211,51.236,2.426,"Lobsters",27
"SLB-184805","Polycheles tanneri",NA,185067,"Unknown","LC","LOBSTERS",185067,"iucn",5822659.8,3064320.7,3154513.9,6.46,48.072,45.468,0,"IUCN",15.577,97.141,0.852,"Lobsters",8
"SLB-173560","Stereomastis galil",NA,185069,"Unknown","LC","LOBSTERS",185069,"iucn",12686955.2,9390890.4,5717660.4,19.531,53.471,26.997,0,"IUCN",16.356,60.885,2.535,"Lobsters",27
"SLB-165894","Petrarctus holthuisi",NA,185070,"Unknown","LC","LOBSTERS",185070,"iucn",4261654,3999345.2,907333.1,15.281,78.536,6.183,0,"IUCN",15.265,22.687,1.08,"Lobsters",9
"SLB-184832","Stereomastis phosphorus",NA,185072,"Unknown","LC","LOBSTERS",185072,"iucn",11440532.1,10020097.6,2055267.6,5.497,82.147,12.356,0,"IUCN",16.253,20.511,2.705,"Lobsters",6
"SLB-170329","Stereomastis aculeata",NA,185073,"Unknown","LC","LOBSTERS",185073,"iucn",9487695,8000526.8,3022605,16.61,67.404,15.986,0,"IUCN",16.066,37.78,2.16,"Lobsters",19
"Chn-f255ce49-bed7-4937-998b-cf930cedf3a6","Galearctus kitanoviriosus",NA,185074,"Unknown","LC","LOBSTERS",185074,"iucn",9467065.6,7418314.1,2930556.2,9.886,65.878,24.236,0,"IUCN",16.063,39.504,2.002,"Lobsters",5
"SLB-184912","Galearctus aurora",NA,185076,"Unknown","LC","LOBSTERS",185076,"iucn",10628119.2,8743172.2,2692194,8.089,72.72,19.191,0,"IUCN",16.179,30.792,2.36,"Lobsters",18
"SLB-184857","Bathyarctus faxoni",NA,185077,"Unknown","LC","LOBSTERS",185077,"iucn",5471593.7,4198636.9,2275283.6,18.22,58.639,23.141,0,"IUCN",15.515,54.191,1.133,"Lobsters",38
"Chn-27d923b5-53c3-4d53-aa10-1f02bea6dd01","Chelarctus cultrifer",NA,185080,"Unknown","LC","LOBSTERS",185080,"iucn",20560658.6,10759382.7,13741483,19.037,33.233,47.729,0,"AM",16.839,78.299,3.709,"Lobsters",36
"SLB-184677","Willemoesia pacifica",NA,185082,"Unknown","DD","LOBSTERS",185082,"iucn",16923938.4,16923938.4,0,0,100,0,NA,"IUCN",16.644,0,4.568,"Lobsters",6
"SLB-173558","Polycheles baccatus",NA,185083,"Unknown","LC","LOBSTERS",185083,"iucn",14635748.1,9542619.8,6502035.4,9.086,57.581,33.333,0,"IUCN",16.499,68.137,2.576,"Lobsters",12
"SLB-184911","Eduarctus reticulatus",NA,185088,"Unknown","LC","LOBSTERS",185088,"iucn",6205900.2,5843035.2,412677,0.809,93.292,5.899,0,"IUCN",15.641,7.063,1.577,"Lobsters",3
"SLB-184866","Biarctus pumilus",NA,185089,"Unknown","LC","LOBSTERS",185089,"iucn",3375840.8,2372142.3,1849321.7,25.13,45.061,29.809,0,"IUCN",15.032,77.96,0.64,"Lobsters",5
"SLB-184797","Pentacheles obscurus",NA,185091,"Unknown","LC","LOBSTERS",185091,"iucn",39854583.9,38356491.5,3239501.9,3.969,92.643,3.389,0,"IUCN",17.501,8.446,10.354,"Lobsters",15
"SLB-184897","Crenarctus bicuspidatus",NA,185093,"Unknown","LC","LOBSTERS",185093,"iucn",23261121.1,15641085.5,17086345.7,39.804,27.19,33.006,0,"AM",16.962,91.541,4.612,"Lobsters",15
"SLB-184902","Eduarctus aesopius",NA,185096,"Unknown","LC","LOBSTERS",185096,"iucn",6821728.7,6527107.4,1075193.4,11.351,84.338,4.311,0,"IUCN",15.736,16.473,1.762,"Lobsters",6
"Fis-29304","Blennius ocellaris",NA,185126,"Stable","LC","COMBTOOTHBLENNIES",185126,"iucn",3562006.7,2822982.9,2476114.6,49.632,29.498,20.87,0,"IUCN",15.086,87.713,0.762,"Blenniidae",129
"Fis-49074","Lipophrys trigloides",1,185127,"Stable","LC","COMBTOOTHBLENNIES",185127,"iucn",2966779,1691408.4,2477275.4,41.326,15.303,43.372,0,"AM",14.903,68.277,0.669,"Blenniidae",51
"Fis-22731","Parablennius gattorugine",NA,185128,"Stable","LC","COMBTOOTHBLENNIES",185128,"iucn",3835095.1,2144930.5,2908944.5,30.059,27.941,42,0,"AM",15.16,73.736,0.785,"Blenniidae",198
"Fis-52186","Spaniblennius riodourensis",NA,185131,"Unknown","DD","COMBTOOTHBLENNIES",185131,"iucn",215469.8,215469.8,0,0,100,0,NA,"IUCN",12.281,0,0.058,"Blenniidae",3
"Fis-125999","Parablennius salensis",NA,185136,"Unknown","LC","COMBTOOTHBLENNIES",185136,"iucn",218835.6,29665.9,218835.6,13.514,0,86.486,0,"AM",12.296,13.556,0.059,"Blenniidae",4
"Fis-143808","Parablennius dialloi",NA,185138,"Unknown","LC","COMBTOOTHBLENNIES",185138,"iucn",1446435,615154.8,1388761.5,38.365,3.983,57.652,0,"AM",14.185,44.295,0.375,"Blenniidae",5
"Fis-143809","Parablennius sierraensis",NA,185140,"Unknown","LC","COMBTOOTHBLENNIES",185140,"iucn",773075.2,682489.6,280863.3,24.706,63.529,11.765,0,"IUCN",13.558,41.153,0.184,"Blenniidae",3
"Fis-24687","Hypleurochilus aequipinnis",NA,185141,"Unknown","LC","COMBTOOTHBLENNIES",185141,"iucn",3526939,3201462.9,567815.3,6.717,84.131,9.152,0,"IUCN",15.076,17.736,0.864,"Blenniidae",49
"Fis-52218","Parablennius verryckeni",NA,185145,"Unknown","DD","COMBTOOTHBLENNIES",185145,"iucn",510341.5,510341.5,0,0,100,0,NA,"IUCN",13.143,0,0.138,"Blenniidae",9
"Fis-127090","Hypleurochilus fissicornis",NA,185149,"Unknown","LC","COMBTOOTHBLENNIES",185149,"iucn",1905753.7,1466425.1,856314.6,19.419,59.841,20.74,0,"IUCN",14.46,58.395,0.396,"Blenniidae",19
"Fis-52206","Parablennius goreensis",NA,185153,"Unknown","LC","COMBTOOTHBLENNIES",185153,"iucn",544094.3,440949.9,225969,22.527,58.242,19.231,0,"IUCN",13.207,51.246,0.119,"Blenniidae",5
"Fis-167765","Microlipophrys canevae",NA,185156,"Stable","LC","COMBTOOTHBLENNIES",185156,"iucn",2225805.4,991118.3,2164464.1,42.362,2.709,54.93,0,"AM",14.616,45.79,0.584,"Blenniidae",34
"Fis-49149","Parablennius ruber",NA,185162,"Stable","LC","COMBTOOTHBLENNIES",185162,"iucn",1213486.1,641474.1,820926.2,21.93,31.754,46.316,0,"AM",14.009,78.14,0.222,"Blenniidae",24
"Fis-26624","Coryphoblennius galerita",NA,185165,"Stable","LC","COMBTOOTHBLENNIES",185165,"iucn",3633164.3,1874215.6,3187088.9,39.562,11.727,48.711,0,"AM",15.106,58.807,0.86,"Blenniidae",82
"Fis-59174","Aidablennius sphynx",NA,185168,"Stable","LC","COMBTOOTHBLENNIES",185168,"iucn",2760065.2,1418981.8,2458620.8,40.87,10.783,48.348,0,"AM",14.831,57.715,0.664,"Blenniidae",41
"Fis-27546","Hypleurochilus langi",NA,185170,"Unknown","LC","COMBTOOTHBLENNIES",185170,"iucn",1138684,597349.1,986715.4,39.142,13.405,47.453,0,"AM",13.945,60.539,0.266,"Blenniidae",9
"Fis-117893","Salaria pavo",NA,185175,"Stable","LC","COMBTOOTHBLENNIES",185175,"iucn",3199078.5,1866771.7,2740133.1,44.461,13.623,41.916,0,"AM",14.978,68.127,0.74,"Blenniidae",64
"Fis-52180","Bathyblennius antholops",NA,185178,"Unknown","DD","COMBTOOTHBLENNIES",185178,"iucn",296813.4,296813.4,0,0,100,0,NA,"IUCN",12.601,0,0.08,"Blenniidae",3
"Fis-27330","Lipophrys pholis",1,185180,"Unknown","LC","COMBTOOTHBLENNIES",185180,"iucn",2046731,1320635.4,1278525.7,28.093,35.396,36.511,0,"AM",14.532,96.811,0.356,"Blenniidae",154
"Fis-49127","Parablennius incognitus",NA,185181,"Stable","LC","COMBTOOTHBLENNIES",185181,"iucn",3388418.2,1879847.1,2713802.5,36.548,18.637,44.815,0,"AM",15.036,69.27,0.733,"Blenniidae",45
"Fis-31232","Blennius normani",NA,185183,"Stable","LC","COMBTOOTHBLENNIES",185183,"iucn",1362948.6,835770.2,1242967.8,52.222,9.111,38.667,0,"AM",14.125,67.24,0.336,"Blenniidae",102
