am_sid,am_category,reviewed,sciname,name_verified
W-Oph-572090,NA,null,Amphioplus euryaspis,TRUE
W-Oph-242683,NA,null,Amphiodia urtica,TRUE
W-Oph-242670,NA,null,Amphiodia periercta,TRUE
W-Oph-242666,NA,null,Amphiodia occidentalis,TRUE
W-Hol-529363,LC,null,Apostichopus californicus,TRUE
SLB-156675,EN,null,Isostichopus fuscus,TRUE
W-Hol-124454,NA,null,Euapta lappa,TRUE
SLB-65694,NA,null,Hymenaster perissonatus,TRUE
SLB-65695,NA,null,Hymenaster quadrispinosus,TRUE
W-Ase-369041,NA,null,Pteraster marsippus,TRUE
W-Ase-369053,NA,null,Pteraster tesselatus,TRUE
W-Ase-382131,NA,null,Patiria miniata,TRUE
W-Ase-240771,NA,null,Dermasterias imbricata,TRUE
W-Ase-369117,NA,null,Henricia leviuscula,TRUE
W-Ase-240757,NA,null,Pisaster brevispinus,TRUE
W-Ase-240755,NA,null,Pisaster ochraceus,TRUE
W-Ase-240758,NA,null,Pisaster giganteus,TRUE
W-Ase-255048,NA,null,Orthasterias koehleri,TRUE
W-Ase-255062,NA,null,Stylasterias forreri,TRUE
W-Ase-240764,NA,null,Pycnopodia helianthoides,TRUE
W-Ase-255116,NA,null,Pedicellaster magister,TRUE
W-Ase-254842,NA,null,Ampheraster marianus,TRUE
W-Ase-292869,NA,null,Astrocles actinodetus,TRUE
SLB-65492,NA,null,Craterobrisingia synaptoma,TRUE
W-Ase-292882,NA,null,Freyella microplax,TRUE
W-Ase-368510,NA,null,Astrolirus panamensis,TRUE
W-Ase-368527,NA,null,Freyellaster fecundus,TRUE
W-Oph-244043,NA,null,Ophioscolex corynetes,TRUE
W-Oph-243863,NA,null,Ophiomyxa flaccida,TRUE
W-Oph-382690,NA,null,Asteroschema sublaeve,TRUE
W-Oph-124969,NA,null,Gorgonocephalus eucnemis,TRUE
W-Oph-243214,NA,null,Astrophyton muricatum,TRUE
W-Oph-245742,NA,null,Amphiophiura ponderosa,TRUE
W-Oph-124854,NA,null,Ophiocten hastatum,TRUE
W-Oph-244260,NA,null,Ophiura bathybia,TRUE
W-Oph-244266,NA,null,Ophiura cryptolepis,TRUE
W-Oph-124918,NA,null,Ophiura flagellata,TRUE
SLB-66452,NA,null,Ophiura irrorata,TRUE
W-Oph-244279,NA,null,Ophiura leptoctenia,TRUE
W-Oph-244282,NA,null,Ophiura luetkenii,TRUE
W-Oph-124913,NA,null,Ophiura albida,TRUE
SLB-189282,NA,null,Ophiosphalma jolliense,TRUE
W-Oph-243641,NA,null,Ophioderma panamensis,TRUE
W-Oph-245673,NA,null,Ophioderma variegatum,TRUE
W-Oph-158073,NA,null,Ophioderma brevispina,TRUE
W-Oph-243327,NA,null,Ophiacantha bathybia,TRUE
W-Oph-243405,NA,null,Ophiacantha rhachophora,TRUE
W-Oph-243420,NA,null,Ophiacantha trachybactra,TRUE
SLB-158312,NA,null,Mycale contarenii,TRUE
W-Oph-243318,NA,null,Ophiacantha abyssa,TRUE
W-Oph-243431,NA,null,Ophiacanthella acontophora,TRUE
W-Hol-225807,NA,null,Cucumaria miniata,TRUE
W-Hol-529459,NA,null,Cucumaria piperata,TRUE
W-Hol-174060,NA,null,Pseudocnus laevigatus,TRUE
W-Hol-174061,NA,null,Pseudocnus perrieri,TRUE
W-Hol-732217,DD,null,Holothuria arenicola,TRUE
SLB-66233,NA,null,Amphioplus macraspis,TRUE
W-Oph-242906,NA,null,Amphiura carchara,TRUE
SLB-66246,NA,null,Amphiura chiajei,TRUE
W-Oph-125080,NA,null,Amphiura filiformis,TRUE
W-Hol-152565,DD,null,Pseudostichopus mollis,TRUE
W-Hol-174115,DD,null,Bathyplotes moseleyi,TRUE
W-Hol-422542,NA,null,Synaptula hydriformis,TRUE
W-Oph-244870,NA,null,Ophiothrix suensoni,TRUE
W-Oph-212432,NA,null,Ophiomaza cacaotica,TRUE
W-Ech-396741,NA,null,Eucidaris tribuloides,TRUE
W-Ech-513266,NA,null,Eucidaris thouarsii,TRUE
W-Ech-220659,NA,null,Sperosoma biseriatum,TRUE
W-Ech-513165,NA,null,Centrostephanus coronatus,TRUE
SLB-65811,NA,null,Arbacia incisa,TRUE
W-Ech-367850,NA,null,Lytechinus variegatus,TRUE
W-Ech-513378,NA,null,Lytechinus pictus,TRUE
W-Ech-422490,NA,null,Tripneustes ventricosus,TRUE
W-Ech-124277,NA,null,Echinus acutus,TRUE
W-Ech-124287,NT,null,Echinus esculentus,TRUE
W-Ech-213380,NA,null,Echinometra lucunter,TRUE
W-Ech-422493,NA,null,Echinometra viridis,TRUE
W-Ech-569742,NA,null,Strongylocentrotus fragilis,TRUE
W-Ech-568594,NA,null,Cystechinus loveni,TRUE
W-Ech-513143,NA,null,Brisaster latifrons,TRUE
W-Ech-158067,NA,null,Moira atropos,TRUE
W-Ech-422516,NA,null,Agassizia excentrica,TRUE
W-Ech-513094,NA,null,Aeropsis fulva,TRUE
W-Ech-367846,NA,null,Meoma ventricosa,TRUE
W-Ech-422510,NA,null,Brissopsis elongata,TRUE
W-Ech-124373,NA,null,Brissopsis lyrifera,TRUE
W-Ech-124380,NA,null,Brissus unicolor,TRUE
W-Ech-124418,NA,null,Spatangus purpureus,TRUE
W-Ech-513372,NA,null,Lovenia cordiformis,TRUE
W-Hol-225808,NA,null,Psolus chitinoides,TRUE
SLB-66157,NA,null,Psolus squamatus,TRUE
W-Hol-529305,NA,null,Eupentacta quinquesemita,TRUE
W-Hol-732363,LC,null,Holothuria mexicana,TRUE
W-Hol-422538,NA,null,Chiridota rotifera,TRUE
W-Hol-124801,NA,null,Molpadia musculus,TRUE
W-Por-164164,NA,null,Eilhardia schulzei,TRUE
W-Hol-225804,NA,null,Paracaudina chilensis,TRUE
ITS-158550,NA,null,Comactinia echinoptera,TRUE
ITS-158580,NA,null,Florometra serratissima,TRUE
ITS-158582,NA,null,Florometra asperrima,TRUE
ITS-158597,NA,null,Psathyrometra fragilis,TRUE
ITS-158600,NA,null,Retiometra alascana,TRUE
SLB-66024,LC,null,Holothuria tubulosa,TRUE
W-Hol-208952,DD,null,Actinopyga lecanora,TRUE
W-Oph-124929,NA,null,Ophiura ophiura,TRUE
W-Oph-125057,NA,null,Amphilepis norvegica,TRUE
W-Oph-125109,NA,null,Ophiactis abyssicola,TRUE
W-Oph-236130,NA,null,Acrocnida brachiata,TRUE
W-Ase-213177,NA,null,Asteropsis carinifera,TRUE
SLB-65566,NA,null,Cheiraster dawsoni,TRUE
W-Hol-241776,EN,null,Apostichopus japonicus,TRUE
W-Ase-255123,NA,null,Tarsaster alaskanus,TRUE
W-Por-133938,NA,null,Plakortis simplex,TRUE
W-Por-134106,NA,null,Thenea muricata,TRUE
W-Por-134083,NA,null,Poecillastra compressa,TRUE
SLB-85734,NA,null,Clathrina primordialis,TRUE
W-Por-236331,NA,null,Haliclona simulans,TRUE
SLB-131468,NA,null,Clathria armata,TRUE
W-Por-134326,NA,null,Timea hallezi,TRUE
W-Bry-111067,NA,null,Aetea truncata,TRUE
W-Bry-111066,NA,null,Aetea sica,TRUE
W-Por-134360,NA,null,Tetilla cranium,TRUE
W-Por-164219,NA,null,Leucilla nuttingi,TRUE
W-Por-164479,NA,null,Anamixilla irregularis,TRUE
W-Por-164480,NA,null,Anamixilla torresi,TRUE
W-Por-164324,NA,null,Leucandra heathi,TRUE
W-Por-190818,NA,null,Dendya prolifera,TRUE
W-Por-174278,NA,null,Leucetta floridana,TRUE
SLB-85736,NA,null,Leucaltis bathybia,TRUE
W-Por-164532,NA,null,Leucosolenia lucasi,TRUE
W-Por-404078,NA,null,Tedania ignis,TRUE
W-Por-133107,NA,null,Eurypon clavatum,TRUE
W-Por-168021,NA,null,Ectyoplasia ferox,TRUE
W-Por-181118,NA,null,Endectyon fruticosum,TRUE
W-Por-193203,NA,null,Raspailia nuda,TRUE
W-Bry-396716,NA,null,Bugula californica,TRUE
W-Por-607212,NA,null,Lissodendoryx sigmata,TRUE
W-Por-169017,NA,null,Monanchora clathrata,TRUE
W-Por-169018,NA,null,Monanchora dianchora,TRUE
SLB-157822,NA,null,Mycale parishi,TRUE
SLB-67618,NA,null,Diaperoecia californica,TRUE
SLB-67642,NA,null,Heteropora pacifica,TRUE
SLB-87217,NA,null,Rhabdocalyptus dawsoni,TRUE
W-Por-193820,NA,null,Spongia tubulifera,TRUE
W-Por-165312,NA,null,Dactylospongia elegans,TRUE
SLB-86197,NA,null,Ircinia campana,TRUE
W-Por-165051,NA,null,Ircinia strobilina,TRUE
W-Por-169648,NA,null,Aplysina fistularis,TRUE
W-Por-164941,NA,null,Dysidea etheria,TRUE
W-Por-236120,NA,null,Aplysilla sulfurea,TRUE
W-Por-132300,NA,null,Chelonaplysilla erecta,TRUE
SLB-67415,NA,null,Scruparia ambigua,TRUE
W-Bry-396730,NA,null,Jellyella tuberculata,TRUE
SLB-67444,NA,null,Scrupocellaria bertholetti,TRUE
W-Por-157391,NA,null,Haliclona permollis,TRUE
W-Bry-111700,NA,null,Crisia occidentalis,TRUE
W-Bry-111307,NA,null,Cleidochasma porcellanum,TRUE
W-Bry-422368,NA,null,Stylopoma spongites,TRUE
SLB-67333,NA,null,Escharina pesanseris,TRUE
W-Por-166894,NA,null,Xestospongia muta,TRUE
W-Por-190264,NA,null,Callyspongia fallax,TRUE
W-Por-166923,NA,null,Aka siphona,TRUE
W-Por-345565,NA,null,Haliclona caerulea,TRUE
W-Por-410893,NA,null,Clathria cervicornis,TRUE
W-Por-190596,NA,null,Clathria fasciculata,TRUE
W-Por-410159,NA,null,Clathria eurypa,TRUE
W-Por-408723,NA,null,Ophlitaspongia pennata,TRUE
W-Por-166776,NA,null,Niphates erecta,TRUE
W-Por-167343,NA,null,Acarnus erithacus,TRUE
W-Por-178287,NA,null,Hymenamphiastra cyanocrypta,TRUE
W-Por-168323,NA,null,Neofibularia nolitangere,TRUE
W-Por-168166,NA,null,Thrinacophora cervicornis,TRUE
W-Por-191437,NA,null,Halichondria melanadocia,TRUE
SLB-86409,NA,null,Halichondria magniconulosa,TRUE
W-Por-132652,NA,null,Hymeniacidon heliophila,TRUE
W-Por-170705,NA,null,Spirastrella coccinea,TRUE
W-Por-170485,NA,null,Cliona varians,TRUE
W-Por-134307,NA,null,Terpios fugax,TRUE
W-Por-134257,NA,null,Pseudosuberites montiniger,TRUE
W-Por-170653,NA,null,Polymastia pacifica,TRUE
W-Por-170611,NA,null,Placospongia carinata,TRUE
W-Por-170615,NA,null,Placospongia melobesioides,TRUE
W-Por-134131,NA,null,Cliona lobata,TRUE
W-Por-157411,NA,null,Pione vastifica,TRUE
W-Por-170932,NA,null,Tethya actinia,TRUE
W-Por-134311,NA,null,Tethya aurantium,TRUE
W-Por-169953,NA,null,Stelletta kallitetilla,TRUE
W-Por-170126,NA,null,Geodia gibberosa,TRUE
W-Por-170220,NA,null,Sidonops neptuni,TRUE
W-Por-171217,NA,null,Discodermia emarginata,TRUE
W-Por-171228,NA,null,Discodermia panoplia,TRUE
W-Por-171229,NA,null,Discodermia papillata,TRUE
W-Por-169914,NA,null,Stelletta clarella,TRUE
W-Por-170014,NA,null,Stelletta validissima,TRUE
W-Por-134110,NA,null,Chondrilla nucula,TRUE
SLB-86155,NA,null,Chondrosia collectrix,TRUE
SLB-67653,NA,null,Lichenopora radiata,TRUE
W-Bry-111663,NA,null,Amathia vidovici,TRUE
W-Bry-470797,NA,null,Diplosolen obelium,TRUE
SLB-67684,NA,null,Stomatopora granulata,TRUE
URM-2-2182,NA,null,Didemnum lacertosum,TRUE
W-Bry-111218,NA,null,Parellisina curvirostris,TRUE
SLB-66824,NA,null,Microporina borealis,TRUE
W-Bry-422298,NA,null,Steginoporella magnilabris,TRUE
W-Bry-111158,NA,null,Bugula neritina,TRUE
W-Bry-111360,NA,null,Synnotum aegyptiacum,TRUE
W-Bry-111400,NA,null,Hippothoa flagellum,TRUE
SLB-67342,NA,null,Hippodiplosia insculpta,TRUE
W-Bry-111418,NA,null,Fenestrulina malusii,TRUE
W-Bry-471070,NA,null,Arachnopusia monoceros,TRUE
SLB-66860,NA,null,Cellepora pumicosa,TRUE
W-Bry-111512,NA,null,Savignyella lafontii,TRUE
W-Bry-422386,NA,null,Mamillopora cupula,TRUE
W-Bry-394867,NA,null,Celleporaria albirostris,TRUE
URM-2-2085,NA,null,Rhopalaea circula,TRUE
URM-2-2107,NA,null,Didemnum albopunctatum,TRUE
URM-2-2121,NA,null,Didemnum biglutinum,TRUE
URM-2-2125,NA,null,Didemnum caesium,TRUE
URM-2-2142,NA,null,Didemnum cuculliferum,TRUE
W-Bry-111071,NA,null,Beania magellanica,TRUE
W-Bry-111339,NA,null,Puellina radiata,TRUE
W-Bry-111548,NA,null,Parasmittina tropica,TRUE
SLB-66876,NA,null,Galeopsis pentagonus,TRUE
W-Bry-111070,NA,null,Beania hirtissima,TRUE
URM-2-2052,NA,null,Corynascidia cubare,TRUE
URM-2-2055,NA,null,Corynascidia lambertae,TRUE
URM-2-2061,NA,null,Xenobranchion insigne,TRUE
URM-2-2071,NA,null,Diazona chinensis,TRUE
URM-2-2009,NA,null,Clavelina meridionalis,TRUE
URM-2-2026,NA,null,Clavelina robusta,TRUE
URM-2-2161,NA,null,Didemnum fragile,TRUE
URM-2-2171,NA,null,Didemnum guttatum,TRUE
URM-2-2174,NA,null,Didemnum hiopaa,TRUE
URM-2-2179,NA,null,Didemnum jedanense,TRUE
URM-2-1797,NA,null,Fritillaria haplostoma,TRUE
URM-2-1818,NA,null,Megalocercus huxleyi,TRUE
URM-2-1848,NA,null,Adagnesia antarctica,TRUE
URM-2-1852,NA,null,Adagnesia henriquei,TRUE
URM-2-1857,NA,null,Adagnesia weddelli,TRUE
URM-2-1859,NA,null,Agnezia abyssa,TRUE
URM-2-1869,NA,null,Agnezia tenue,TRUE
URM-2-1890,NA,null,Ascidia capillata,TRUE
URM-2-1901,NA,null,Ascidia decepta,TRUE
URM-2-1907,NA,null,Ascidia gemmata,TRUE
URM-2-1908,NA,null,Ascidia glabra,TRUE
URM-2-1935,NA,null,Ascidia paratropa,TRUE
URM-2-1949,NA,null,Ascidia tapuni,TRUE
URM-2-1953,NA,null,Ascidia tritonis,TRUE
URM-2-1962,NA,null,Phallusia arabica,TRUE
URM-2-1985,NA,null,Clavelina arafurensis,TRUE
URM-2-2219,NA,null,Didemnum obscurum,TRUE
URM-2-2220,NA,null,Didemnum ossium,TRUE
URM-2-2225,NA,null,Didemnum parau,TRUE
URM-2-2231,NA,null,Didemnum perplexum,TRUE
URM-2-2243,NA,null,Didemnum rodriguesi,TRUE
URM-2-2247,NA,null,Didemnum rubeum,TRUE
URM-2-2251,NA,null,Didemnum sordidum,TRUE
URM-2-2257,NA,null,Didemnum stragulum,TRUE
URM-2-2259,NA,null,Didemnum subflavum,TRUE
URM-2-2261,NA,null,Didemnum tabulatum,TRUE
URM-2-2262,NA,null,Didemnum tenue,TRUE
URM-2-2274,NA,null,Didemnum uturoa,TRUE
URM-2-2275,NA,null,Didemnum vahatuio,TRUE
URM-2-2312,NA,null,Diplosoma translucidum,TRUE
URM-2-2315,NA,null,Diplosoma versicolor,TRUE
URM-2-2317,NA,null,Leptoclinides aciculus,TRUE
URM-2-2335,NA,null,Leptoclinides cuspidatus,TRUE
URM-2-2342,NA,null,Leptoclinides durus,TRUE
URM-2-2352,NA,null,Leptoclinides kerguelenensis,TRUE
URM-2-2359,NA,null,Leptoclinides madara,TRUE
URM-2-2371,NA,null,Leptoclinides reticulatus,TRUE
URM-2-2374,NA,null,Leptoclinides rufus,TRUE
URM-2-2379,NA,null,Leptoclinides sulawesii,TRUE
URM-2-2385,NA,null,Lissoclinum abdominale,TRUE
URM-2-2388,NA,null,Lissoclinum badium,TRUE
URM-2-2417,NA,null,Lissoclinum punctatum,TRUE
URM-2-2423,NA,null,Lissoclinum sente,TRUE
URM-2-2426,NA,null,Lissoclinum taratara,TRUE
URM-2-2453,NA,null,Polysyncraton chondrilla,TRUE
URM-2-2478,NA,null,Polysyncraton millepore,TRUE
URM-2-2488,NA,null,Polysyncraton otuetue,TRUE
URM-2-2496,NA,null,Polysyncraton pontoniae,TRUE
URM-2-2501,NA,null,Polysyncraton purou,TRUE
URM-2-2526,NA,null,Trididemnum auriculatum,TRUE
URM-2-2531,NA,null,Trididemnum clinides,TRUE
URM-2-2545,NA,null,Trididemnum miniatum,TRUE
URM-2-2549,NA,null,Trididemnum nubilum,TRUE
URM-2-2564,NA,null,Trididemnum sibogae,TRUE
URM-2-2569,NA,null,Trididemnum strigosum,TRUE
URM-2-2573,NA,null,Trididemnum tomarahi,TRUE
URM-2-2578,NA,null,Dimeatus attenuatus,TRUE
URM-2-2583,NA,null,Euherdmania digitata,TRUE
URM-2-2599,NA,null,Distaplia concreta,TRUE
URM-2-2600,NA,null,Distaplia corolla,TRUE
SLB-37494,NA,null,Distaplia megathorax,TRUE
URM-2-2611,NA,null,Distaplia mikropnoa,TRUE
URM-2-2622,NA,null,Distaplia smithi,TRUE
URM-2-2660,NA,null,Sigillina signifera,TRUE
URM-2-2678,NA,null,Cibacapsa gulosa,TRUE
URM-2-2691,NA,null,Octacnemus kottae,TRUE
URM-2-2693,NA,null,Polyoctacnemus patagoniensis,TRUE
URM-2-2695,NA,null,Situla galeata,TRUE
URM-2-2698,NA,null,Situla multitentaculata,TRUE
URM-2-2700,NA,null,Situla rebainsi,TRUE
SLB-95658,NA,null,Megalodicopia rineharti,TRUE
URM-2-2706,NA,null,Ecteinascidia diaphanis,TRUE
URM-2-2713,NA,null,Ecteinascidia imperfecta,TRUE
URM-2-2720,NA,null,Ecteinascidia styeloides,TRUE
URM-2-2721,NA,null,Ecteinascidia thurstoni,TRUE
SLB-97072,NA,null,Ecteinascidia minuta,TRUE
URM-2-2730,NA,null,Perophora hutchisoni,TRUE
URM-2-2738,NA,null,Perophora namei,TRUE
URM-2-2746,NA,null,Microgastra granosa,TRUE
URM-2-2749,NA,null,Plurella kottae,TRUE
URM-2-2766,NA,null,Cystodytes luteus,TRUE
URM-2-2771,NA,null,Cystodytes solitus,TRUE
URM-2-2772,NA,null,Cystodytes violatinctus,TRUE
URM-2-2773,NA,null,Eucoelium coronaria,TRUE
URM-2-2781,NA,null,Eudistoma album,TRUE
URM-2-2787,NA,null,Eudistoma australe,TRUE
URM-2-2796,NA,null,Eudistoma clarum,TRUE
URM-2-2805,NA,null,Eudistoma gilboviride,TRUE
URM-2-2807,NA,null,Eudistoma glaucum,TRUE
URM-2-2811,NA,null,Eudistoma hospitale,TRUE
URM-2-2820,NA,null,Eudistoma laysani,TRUE
URM-2-2829,NA,null,Eudistoma molle,TRUE
URM-2-2837,NA,null,Eudistoma ovatum,TRUE
URM-2-2848,NA,null,Eudistoma pyriforme,TRUE
SLB-95513,NA,null,Eudistoma toealense,FALSE
URM-2-2867,NA,null,Eudistoma viride,TRUE
URM-2-Syn-259,NA,null,Exostoma ianthinum,TRUE
URM-2-2877,NA,null,Polycitor circes,TRUE
URM-2-2891,NA,null,Polycitor translucidus,TRUE
URM-2-2910,NA,null,Aplidiopsis pyriformis,TRUE
URM-2-2916,NA,null,Aplidium abyssum,TRUE
URM-2-2917,NA,null,Aplidium acropodium,TRUE
URM-2-2939,NA,null,Aplidium caelestis,TRUE
URM-2-2947,NA,null,Aplidium clivosum,TRUE
URM-2-2951,NA,null,Aplidium coniferum,TRUE
URM-2-2953,NA,null,Aplidium controversum,TRUE
URM-2-2961,NA,null,Aplidium didemniformis,TRUE
URM-2-2974,NA,null,Aplidium flavolineatum,TRUE
URM-2-2991,NA,null,Aplidium hians,TRUE
URM-2-3006,NA,null,Aplidium leviventer,TRUE
URM-2-3012,NA,null,Aplidium longithorax,TRUE
URM-2-3022,NA,null,Aplidium mernooensis,TRUE
URM-2-3030,NA,null,Aplidium multiplicatum,TRUE
URM-2-3032,NA,null,Aplidium nadaense,TRUE
URM-2-3042,NA,null,Aplidium paessleri,TRUE
URM-2-3049,NA,null,Aplidium pellucidum,TRUE
URM-2-3051,NA,null,Aplidium peresi,TRUE
URM-2-3063,NA,null,Aplidium pseudoradiatum,TRUE
URM-2-3066,NA,null,Aplidium quadriversum,TRUE
URM-2-3071,NA,null,Aplidium ritteri,TRUE
URM-2-3100,NA,null,Aplidium uteute,TRUE
URM-2-3104,NA,null,Aplidium vexillum,TRUE
URM-2-3123,NA,null,Placentela translucida,TRUE
URM-2-3153,NA,null,Polyclinum sluiteri,TRUE
URM-2-3157,NA,null,Polyclinum tsutsuii,TRUE
URM-2-3159,NA,null,Ritterella dispar,TRUE
URM-2-3163,NA,null,Ritterella mirifica,TRUE
URM-2-3182,NA,null,Synoicum arenaceum,TRUE
URM-2-3189,NA,null,Synoicum castellatum,TRUE
URM-2-3207,NA,null,Synoicum intercedens,TRUE
URM-2-3226,NA,null,Synoicum polygyna,TRUE
URM-2-3235,NA,null,Synoicum salivum,TRUE
URM-2-3247,NA,null,Condominium areolatum,TRUE
URM-2-3260,NA,null,Pseudodistoma aureum,TRUE
URM-2-3287,NA,null,Pycnoclavella diminuta,TRUE
URM-2-3295,NA,null,Pycnoclavella stanleyi,TRUE
URM-2-3298,NA,null,Dumus areniferus,TRUE
URM-2-3303,NA,null,Ritterella chetvergovi,TRUE
URM-2-3315,NA,null,Asajirus ledanoisi,TRUE
URM-2-3318,NA,null,Oligotrema psammatodes,TRUE
URM-2-3319,NA,null,Oligotrema psammites,TRUE
SLB-185198,NA,null,Bostrichobranchus septum,TRUE
SLB-185073,NA,null,Pareugyrioides vannamei,TRUE
URM-2-3351,NA,null,Gamaster vallatum,TRUE
URM-2-3386,NA,null,Molgula estadosi,TRUE
URM-2-3402,NA,null,Molgula incidata,TRUE
URM-2-3424,NA,null,Molgula pigafettae,TRUE
URM-2-3455,NA,null,Molgula sphaera,TRUE
URM-2-3462,NA,null,Molgula variazizi,TRUE
URM-2-3469,NA,null,Molguloides crinibus,TRUE
URM-2-3470,NA,null,Molguloides cyclocarpa,TRUE
URM-2-3471,NA,null,Molguloides glans,TRUE
URM-2-3477,NA,null,Molguloides sphaeroidea,TRUE
URM-2-3481,NA,null,Molguloides vitrea,TRUE
URM-2-3483,NA,null,Paramolgula canioi,TRUE
URM-2-3502,NA,null,Bathypera goreaui,TRUE
URM-2-3541,NA,null,Culeolus likae,TRUE
URM-2-3547,NA,null,Culeolus pyramidalis,TRUE
URM-2-3580,NA,null,Herdmania insolita,TRUE
URM-2-3599,NA,null,Microcosmus curvus,TRUE
URM-2-3619,NA,null,Microcosmus savignyi,TRUE
URM-2-3624,NA,null,Microcosmus vulgaris,TRUE
URM-2-3636,NA,null,Pyura chilensis,TRUE
URM-2-3640,NA,null,Pyura curvigona,TRUE
URM-2-3652,NA,null,Pyura irregularis,TRUE
URM-2-3664,NA,null,Pyura multiruga,TRUE
URM-2-3674,NA,null,Pyura praeputialis,TRUE
URM-2-3686,NA,null,Pyura stubenrauchi,TRUE
URM-2-3694,NA,null,Pyura viarecta,TRUE
URM-2-3697,NA,null,Alloeocarpa bacca,TRUE
URM-2-3699,NA,null,Alloeocarpa bridgesi,TRUE
URM-2-3727,NA,null,Botryllus firmus,TRUE
URM-2-3737,NA,null,Botryllus niger,TRUE
URM-2-3749,NA,null,Botryllus stewartensis,TRUE
URM-2-3771,NA,null,Cnemidocarpa effracta,TRUE
URM-2-3772,NA,null,Cnemidocarpa eposi,TRUE
URM-2-3775,NA,null,Cnemidocarpa floccosa,TRUE
URM-2-3803,NA,null,Cnemidocarpa robinsoni,TRUE
URM-2-3813,NA,null,Cnemidocarpa victoriae,TRUE
URM-2-3825,NA,null,Dicarpa cornicula,TRUE
URM-2-3843,NA,null,Eusynstyela hartmeyeri,TRUE
SLB-38902,NA,null,Dextrocarpa misanthropos,TRUE
URM-2-3855,NA,null,Metandrocarpa dura,TRUE
URM-2-3875,NA,null,Polyandrocarpa anguinea,TRUE
URM-2-3890,NA,null,Polyandrocarpa rollandi,TRUE
URM-2-3905,NA,null,Polycarpa argentata,TRUE
URM-2-3916,NA,null,Polycarpa cartilaginea,TRUE
URM-2-3918,NA,null,Polycarpa clavata,TRUE
URM-2-3921,NA,null,Polycarpa contecta,TRUE
URM-2-3923,NA,null,Polycarpa decipiens,TRUE
URM-2-3933,NA,null,Polycarpa gradata,TRUE
URM-2-3949,NA,null,Polycarpa mytiligera,TRUE
URM-2-3962,NA,null,Polycarpa pedunculata,TRUE
URM-2-3976,NA,null,Polycarpa reviviscens,TRUE
URM-2-3984,NA,null,Polycarpa stirpes,TRUE
URM-2-3991,NA,null,Polycarpa tumida,TRUE
URM-2-3998,NA,null,Polyzoa minor,TRUE
URM-2-4017,NA,null,Stolonica duploplicata,TRUE
URM-2-4023,NA,null,Stolonica multitestis,TRUE
URM-2-4048,NA,null,Styela clavata,TRUE
URM-2-4061,NA,null,Styela mallei,TRUE
URM-2-4083,NA,null,Styela talpina,TRUE
URM-2-4094,NA,null,Symplegma bahraini,TRUE
URM-2-4098,NA,null,Symplegma reptans,TRUE
URM-2-834,NA,null,Nymphon macilentum,TRUE
URM-2-848,NA,null,Nymphon microgracilipes,TRUE
URM-2-851,NA,null,Nymphon micropedes,TRUE
URM-2-853,NA,null,Nymphon microsetosum,TRUE
URM-2-855,NA,null,Nymphon molleri,TRUE
URM-2-856,NA,null,Nymphon molum,TRUE
URM-2-865,NA,null,Nymphon novaehollandiae,TRUE
URM-2-872,NA,null,Nymphon ortmanni,TRUE
URM-2-884,NA,null,Nymphon pilosum,TRUE
URM-2-885,NA,null,Nymphon pixellae,TRUE
URM-2-892,NA,null,Nymphon profundum,TRUE
SLB-174674,NA,null,Nymphon pseudogracilipes,TRUE
URM-2-897,NA,null,Nymphon pumillum,TRUE
URM-2-906,NA,null,Nymphon sandersi,TRUE
URM-2-908,NA,null,Nymphon schimkewitschi,TRUE
URM-2-912,NA,null,Nymphon serratum,TRUE
URM-2-917,NA,null,Nymphon simulatum,TRUE
URM-2-918,NA,null,Nymphon singulare,TRUE
URM-2-919,NA,null,Nymphon sluiteri,TRUE
URM-2-4175,NA,null,Brooksia rostrata,TRUE
URM-2-4181,NA,null,Cyclosalpa pinnata,TRUE
URM-2-933,NA,null,Nymphon tenellum,TRUE
URM-2-940,NA,null,Nymphon unguiculatum,TRUE
URM-2-953,NA,null,Anoplodactylus aculeatus,TRUE
URM-2-958,NA,null,Anoplodactylus arcuatus,TRUE
URM-2-962,NA,null,Anoplodactylus bahamensis,TRUE
URM-2-977,NA,null,Anoplodactylus chamorrus,TRUE
URM-2-984,NA,null,Anoplodactylus dauphinus,TRUE
URM-2-993,NA,null,Anoplodactylus excelsus,TRUE
URM-2-996,NA,null,Anoplodactylus gestiens,TRUE
URM-2-998,NA,null,Anoplodactylus glandulifer,TRUE
URM-2-1002,NA,null,Anoplodactylus imperialis,TRUE
URM-2-1008,NA,null,Anoplodactylus jonesi,TRUE
URM-2-1012,NA,null,Anoplodactylus lagenus,TRUE
URM-2-1014,NA,null,Anoplodactylus laminifer,TRUE
URM-2-1017,NA,null,Anoplodactylus longiceps,TRUE
URM-2-1024,NA,null,Anoplodactylus massiliformis,TRUE
URM-2-1028,NA,null,Anoplodactylus monotrema,TRUE
URM-2-1030,NA,null,Anoplodactylus multiclavus,TRUE
URM-2-1032,NA,null,Anoplodactylus nodosus,TRUE
URM-2-1039,NA,null,Anoplodactylus perforatus,TRUE
URM-2-1048,NA,null,Anoplodactylus reimerae,TRUE
URM-2-1051,NA,null,Anoplodactylus shimodaensis,TRUE
URM-2-1052,NA,null,Anoplodactylus simplex,TRUE
URM-2-1053,NA,null,Anoplodactylus simulator,TRUE
URM-2-1057,NA,null,Anoplodactylus squalidus,TRUE
URM-2-1059,NA,null,Anoplodactylus stictus,TRUE
