spp_group,iucn_sid,iucn_subpop,spatial_source,sciname,name_verified,class
DAMSELFISH,183431,NA,iucn,Stegastes acapulcoensis,TRUE,Actinopterygii
WRASSE,183433,NA,iucn,Halichoeres salmofasciatus,TRUE,Actinopterygii
DAMSELFISH,183452,NA,iucn,Chromis limbaughi,TRUE,Actinopterygii
DAMSELFISH,183460,NA,iucn,Abudefduf declivifrons,TRUE,Actinopterygii
DAMSELFISH,183462,NA,iucn,Stegastes beebei,TRUE,Actinopterygii
WRASSE,183468,NA,iucn,Scarus compressus,TRUE,Actinopterygii
DAMSELFISH,183472,NA,iucn,Microspathodon bairdii,TRUE,Actinopterygii
WRASSE,183473,NA,iucn,Thalassoma virens,TRUE,Actinopterygii
DAMSELFISH,183483,NA,iucn,Abudefduf concolor,TRUE,Actinopterygii
WRASSE,183519,NA,iucn,Halichoeres malpelo,TRUE,Actinopterygii
WRASSE,183529,NA,iucn,Halichoeres aestuaricola,TRUE,Actinopterygii
DAMSELFISH,183530,NA,iucn,Stegastes arcifrons,TRUE,Actinopterygii
WRASSE,183539,NA,iucn,Bodianus eclancheri,TRUE,Actinopterygii
COMBTOOTHBLENNIES,183551,NA,iucn,Chasmodes maculipinna,TRUE,Actinopterygii
DAMSELFISH,183567,NA,iucn,Stegastes redemptus,TRUE,Actinopterygii
WRASSE,183582,NA,iucn,Halichoeres discolor,TRUE,Actinopterygii
DAMSELFISH,183586,NA,iucn,Stegastes rectifraenum,TRUE,Actinopterygii
PUFFERFISH,183587,NA,iucn,Sphoeroides rosenblatti,TRUE,Actinopterygii
PUFFERFISH,183607,NA,iucn,Sphoeroides lispus,TRUE,Actinopterygii
COMBTOOTHBLENNIES,183611,NA,iucn,Hypsoblennius gentilis,TRUE,Actinopterygii
PUFFERFISH,183623,NA,iucn,Sphoeroides fuerthii,TRUE,Actinopterygii
WRASSE,183624,NA,iucn,Bodianus diplotaenia,TRUE,Actinopterygii
WRASSE,183625,NA,iucn,Halichoeres insularis,TRUE,Actinopterygii
SURGEONFISH_TANGS_UNICORNFISH,183646,NA,iucn,Prionurus punctatus,TRUE,Actinopterygii
PUFFERFISH,183652,NA,iucn,Sphoeroides annulatus,TRUE,Actinopterygii
DAMSELFISH,183653,NA,iucn,Chromis atrilobata,TRUE,Actinopterygii
WRASSE,183703,NA,iucn,Thalassoma robertsoni,TRUE,Actinopterygii
COMBTOOTHBLENNIES,183725,NA,iucn,Scartichthys variolatus,TRUE,Actinopterygii
WRASSE,183731,NA,iucn,Halichoeres melanotis,TRUE,Actinopterygii
WRASSE,183739,NA,iucn,Xyrichtys wellingtoni,TRUE,Actinopterygii
DAMSELFISH,183747,NA,iucn,Stegastes flavilatus,TRUE,Actinopterygii
WRASSE,183754,NA,iucn,Xyrichtys mundiceps,TRUE,Actinopterygii
COMBTOOTHBLENNIES,183766,NA,iucn,Blennechis biocellatus,TRUE,Actinopterygii
WRASSE,183771,NA,iucn,Halichoeres adustus,TRUE,Actinopterygii
DAMSELFISH,183774,NA,iucn,Azurina hirundo,TRUE,Actinopterygii
COMBTOOTHBLENNIES,183781,NA,iucn,Hypsoblennius gilberti,TRUE,Actinopterygii
DAMSELFISH,183789,NA,iucn,Nexilosus latifrons,TRUE,Actinopterygii
DAMSELFISH,183793,NA,iucn,Chromis intercrusma,TRUE,Actinopterygii
WRASSE,183813,NA,iucn,Nicholsina denticulata,TRUE,Actinopterygii
WRASSE,183817,NA,iucn,Halichoeres semicinctus,TRUE,Actinopterygii
WRASSE,183822,NA,iucn,Halichoeres dispilus,TRUE,Actinopterygii
DAMSELFISH,183825,NA,iucn,Microspathodon dorsalis,TRUE,Actinopterygii
WRASSE,183839,NA,iucn,Scarus perrico,TRUE,Actinopterygii
DAMSELFISH,183870,NA,iucn,Chromis alta,TRUE,Actinopterygii
COMBTOOTHBLENNIES,183875,NA,iucn,Chasmodes jenkinsi,TRUE,Actinopterygii
COMBTOOTHBLENNIES,183886,NA,iucn,Entomacrodus chiostictus,TRUE,Actinopterygii
COMBTOOTHBLENNIES,183907,NA,iucn,Hypsoblennius piersoni,TRUE,Actinopterygii
COMBTOOTHBLENNIES,183909,NA,iucn,Scartichthys crapulatus,TRUE,Actinopterygii
WRASSE,183923,NA,iucn,Decodon melasma,TRUE,Actinopterygii
COMBTOOTHBLENNIES,183924,NA,iucn,Hypsoblennius robustus,TRUE,Actinopterygii
PUFFERFISH,183925,NA,iucn,Sphoeroides angusticeps,TRUE,Actinopterygii
DAMSELFISH,183961,NA,iucn,Stegastes baldwini,TRUE,Actinopterygii
DAMSELFISH,183963,NA,iucn,Stegastes leucorus,TRUE,Actinopterygii
COMBTOOTHBLENNIES,183980,NA,iucn,Plagiotremus azaleus,TRUE,Actinopterygii
WRASSE,183985,NA,iucn,Thalassoma grammaticum,TRUE,Actinopterygii
DAMSELFISH,184017,NA,iucn,Azurina eupalama,TRUE,Actinopterygii
PUFFERFISH,184018,NA,iucn,Sphoeroides kendalli,TRUE,Actinopterygii
COMBTOOTHBLENNIES,184022,NA,iucn,Homesthes caulopus,TRUE,Actinopterygii
PUFFERFISH,184034,NA,iucn,Sphoeroides sechurae,TRUE,Actinopterygii
WRASSE,184035,NA,iucn,Halichoeres nicholsi,TRUE,Actinopterygii
BONEFISH_TARPONS,184047,NA,iucn,Elops affinis,TRUE,Actinopterygii
LOBSTERS,184985,NA,iucn,Enoplometopus daumi,TRUE,Malacostraca
LOBSTERS,184986,NA,iucn,Galearctus rapanus,TRUE,Malacostraca
LOBSTERS,184987,NA,iucn,Bathyarctus steatopygus,TRUE,Malacostraca
LOBSTERS,184988,NA,iucn,Galearctus umbilicatus,TRUE,Malacostraca
LOBSTERS,184989,NA,iucn,Stereomastis cerata,TRUE,Malacostraca
LOBSTERS,184990,NA,iucn,Nephropsis holthuisi,TRUE,Malacostraca
LOBSTERS,184991,NA,iucn,Stereomastis trispinosa,TRUE,Malacostraca
LOBSTERS,184992,NA,iucn,Thaumastochelopsis brucei,TRUE,Malacostraca
LOBSTERS,184993,NA,iucn,Enoplometopus antillensis,TRUE,Malacostraca
LOBSTERS,184994,NA,iucn,Biarctus dubius,TRUE,Malacostraca
LOBSTERS,184995,NA,iucn,Eduarctus lewinsohni,TRUE,Malacostraca
LOBSTERS,184996,NA,iucn,Stereomastis panglao,TRUE,Malacostraca
LOBSTERS,184997,NA,iucn,Eduarctus modestus,TRUE,Malacostraca
LOBSTERS,184998,NA,iucn,Enoplometopus debelius,TRUE,Malacostraca
LOBSTERS,184999,NA,iucn,Scyllarus subarctus,TRUE,Malacostraca
LOBSTERS,185000,NA,iucn,Polycheles nanus,TRUE,Malacostraca
LOBSTERS,185001,NA,iucn,Stereomastis alis,TRUE,Malacostraca
LOBSTERS,185002,NA,iucn,Ibacus pubescens,TRUE,Malacostraca
LOBSTERS,185003,NA,iucn,Stereomastis polita,TRUE,Malacostraca
LOBSTERS,185004,NA,iucn,Thymopides laurentae,TRUE,Malacostraca
LOBSTERS,185005,NA,iucn,Enoplometopus gracilipes,TRUE,Malacostraca
LOBSTERS,185006,NA,iucn,Eduarctus marginatus,TRUE,Malacostraca
LOBSTERS,185007,NA,iucn,Justitia chani,TRUE,Malacostraca
LOBSTERS,185008,NA,iucn,Palinurus barbarae,TRUE,Malacostraca
LOBSTERS,185009,NA,iucn,Palinustus holthuisi,TRUE,Malacostraca
LOBSTERS,185010,NA,iucn,Acantharctus delfini,TRUE,Malacostraca
LOBSTERS,185011,NA,iucn,Enoplometopus chacei,TRUE,Malacostraca
LOBSTERS,185012,NA,iucn,Polycheles sculptus,TRUE,Malacostraca
LOBSTERS,185013,NA,iucn,Bathyarctus ramosae,TRUE,Malacostraca
LOBSTERS,185014,NA,iucn,Thenus indicus,TRUE,Malacostraca
LOBSTERS,185015,NA,iucn,Cardus crucifer,TRUE,Malacostraca
LOBSTERS,185016,NA,iucn,Scyllarus planorbis,TRUE,Malacostraca
LOBSTERS,185017,NA,iucn,Petrarctus demani,TRUE,Malacostraca
LOBSTERS,185018,NA,iucn,Pentacheles gibbus,TRUE,Malacostraca
LOBSTERS,185019,NA,iucn,Polycheles enthrix,TRUE,Malacostraca
LOBSTERS,185020,NA,iucn,Crenarctus crenatus,TRUE,Malacostraca
LOBSTERS,185021,NA,iucn,Ibacus chacei,TRUE,Malacostraca
LOBSTERS,185022,NA,iucn,Polycheles sculptus,TRUE,Malacostraca
LOBSTERS,185023,NA,iucn,Stereomastis surda,TRUE,Malacostraca
LOBSTERS,185024,NA,iucn,Enoplometopus holthuisi,TRUE,Malacostraca
LOBSTERS,185025,NA,iucn,Nupalirus vericeli,TRUE,Malacostraca
LOBSTERS,185026,NA,iucn,Polycheles typhlops,TRUE,Malacostraca
LOBSTERS,185027,NA,iucn,Biarctus vitiensis,TRUE,Malacostraca
LOBSTERS,185028,NA,iucn,Eduarctus perspicillatus,TRUE,Malacostraca
LOBSTERS,185029,NA,iucn,Thaumastocheles dochmiodon,TRUE,Malacostraca
LOBSTERS,185030,NA,iucn,Enoplometopus callistus,TRUE,Malacostraca
LOBSTERS,185031,NA,iucn,Acantharctus ornatus,TRUE,Malacostraca
LOBSTERS,185032,NA,iucn,Biarctus sordidus,TRUE,Malacostraca
LOBSTERS,185033,NA,iucn,Stereomastis evexa,TRUE,Malacostraca
LOBSTERS,185034,NA,iucn,Polycheles amemiyai,TRUE,Malacostraca
LOBSTERS,185035,NA,iucn,Bathyarctus rubens,TRUE,Malacostraca
LOBSTERS,185036,NA,iucn,Stereomastis suhmi,TRUE,Malacostraca
LOBSTERS,185037,NA,iucn,Polycheles sculptus,TRUE,Malacostraca
LOBSTERS,185038,NA,iucn,Pentacheles laevis,TRUE,Malacostraca
LOBSTERS,185039,NA,iucn,Scyllarus caparti,TRUE,Malacostraca
LOBSTERS,185040,NA,iucn,Stereomastis helleri,TRUE,Malacostraca
LOBSTERS,185041,NA,iucn,Chelarctus aureus,TRUE,Malacostraca
LOBSTERS,185042,NA,iucn,Scyllarus chacei,TRUE,Malacostraca
LOBSTERS,185043,NA,iucn,Laurentaeglyphea neocaledonica,TRUE,Malacostraca
LOBSTERS,185044,NA,iucn,Antarctus mawsoni,TRUE,Malacostraca
LOBSTERS,185045,NA,iucn,Bathyarctus formosanus,TRUE,Malacostraca
LOBSTERS,185046,NA,iucn,Petrarctus veliger,TRUE,Malacostraca
LOBSTERS,185047,NA,iucn,Enoplometopus macrodontus,TRUE,Malacostraca
LOBSTERS,185048,NA,iucn,Antipodarctus aoteanus,TRUE,Malacostraca
LOBSTERS,185049,NA,iucn,Polycheles martini,TRUE,Malacostraca
LOBSTERS,185050,NA,iucn,Willemoesia forceps,TRUE,Malacostraca
LOBSTERS,185051,NA,iucn,Enoplometopus crosnieri,TRUE,Malacostraca
LOBSTERS,185052,NA,iucn,Enoplometopus voigtmanni,TRUE,Malacostraca
LOBSTERS,185053,NA,iucn,Enoplometopus pictus,TRUE,Malacostraca
LOBSTERS,185054,NA,iucn,Willemoesia leptodactyla,TRUE,Malacostraca
LOBSTERS,185055,NA,iucn,Homeryon asper,TRUE,Malacostraca
LOBSTERS,185056,NA,iucn,Thenus parindicus,TRUE,Malacostraca
LOBSTERS,185057,NA,iucn,Scyllarides obtusus,TRUE,Malacostraca
LOBSTERS,185058,NA,iucn,Pentacheles validus,TRUE,Malacostraca
LOBSTERS,185059,NA,iucn,Acantharctus posteli,TRUE,Malacostraca
LOBSTERS,185060,NA,iucn,Enoplometopus occidentalis,TRUE,Malacostraca
LOBSTERS,185061,NA,iucn,Pentacheles snyderi,TRUE,Malacostraca
LOBSTERS,185062,NA,iucn,Galearctus timidus,TRUE,Malacostraca
LOBSTERS,185063,NA,iucn,Metanephrops taiwanicus,TRUE,Malacostraca
LOBSTERS,185064,NA,iucn,Stereomastis auriculata,TRUE,Malacostraca
LOBSTERS,185065,NA,iucn,Nephropsis serrata,TRUE,Malacostraca
LOBSTERS,185066,NA,iucn,Polycheles coccifer,TRUE,Malacostraca
LOBSTERS,185067,NA,iucn,Polycheles tanneri,TRUE,Malacostraca
LOBSTERS,185068,NA,iucn,Eunephrops luckhursti,TRUE,Malacostraca
LOBSTERS,185069,NA,iucn,Stereomastis galil,TRUE,Malacostraca
LOBSTERS,185070,NA,iucn,Petrarctus holthuisi,TRUE,Malacostraca
LOBSTERS,185071,NA,iucn,Polycheles kermadecensis,TRUE,Malacostraca
LOBSTERS,185072,NA,iucn,Stereomastis phosphorus,TRUE,Malacostraca
LOBSTERS,185073,NA,iucn,Polycheles aculeatus,TRUE,Malacostraca
LOBSTERS,185074,NA,iucn,Galearctus kitanoviriosus,TRUE,Malacostraca
LOBSTERS,185075,NA,iucn,Thenus australiensis,TRUE,Malacostraca
LOBSTERS,185076,NA,iucn,Galearctus aurora,TRUE,Malacostraca
LOBSTERS,185077,NA,iucn,Bathyarctus faxoni,TRUE,Malacostraca
LOBSTERS,185078,NA,iucn,Chelarctus crosnieri,TRUE,Malacostraca
LOBSTERS,185079,NA,iucn,Homeryon armarium,TRUE,Malacostraca
LOBSTERS,185080,NA,iucn,Chelarctus cultrifer,TRUE,Malacostraca
LOBSTERS,185081,NA,iucn,Arctus depressus,TRUE,Malacostraca
LOBSTERS,185082,NA,iucn,Willemoesia pacifica,TRUE,Malacostraca
LOBSTERS,185083,NA,iucn,Polycheles baccatus,TRUE,Malacostraca
LOBSTERS,185084,NA,iucn,Polycheles typhlops,TRUE,Malacostraca
LOBSTERS,185085,NA,iucn,Jasus caveorum,TRUE,Malacostraca
LOBSTERS,185086,NA,iucn,Arctus americanus,TRUE,Malacostraca
LOBSTERS,185087,NA,iucn,Bathyarctus chani,TRUE,Malacostraca
LOBSTERS,185088,NA,iucn,Eduarctus reticulatus,TRUE,Malacostraca
LOBSTERS,185089,NA,iucn,Biarctus pumilus,TRUE,Malacostraca
LOBSTERS,185090,NA,iucn,Eduarctus pyrrhonotus,TRUE,Malacostraca
LOBSTERS,185091,NA,iucn,Pentacheles obscurus,TRUE,Malacostraca
LOBSTERS,185092,NA,iucn,Thenus unimaculatus,TRUE,Malacostraca
LOBSTERS,185093,NA,iucn,Crenarctus bicuspidatus,TRUE,Malacostraca
LOBSTERS,185094,NA,iucn,Willemoesia inornata,TRUE,Malacostraca
LOBSTERS,185095,NA,iucn,Scyllarus arctus,TRUE,Malacostraca
LOBSTERS,185096,NA,iucn,Eduarctus aesopius,TRUE,Malacostraca
COMBTOOTHBLENNIES,185126,NA,iucn,Blennius ocellaris,TRUE,Actinopterygii
COMBTOOTHBLENNIES,185127,NA,iucn,Lipophrys trigloides,TRUE,Actinopterygii
COMBTOOTHBLENNIES,185128,NA,iucn,Parablennius gattorugine,TRUE,Actinopterygii
COMBTOOTHBLENNIES,185129,NA,iucn,Blennophis webbii,TRUE,Actinopterygii
COMBTOOTHBLENNIES,185131,NA,iucn,Spaniblennius riodourensis,TRUE,Actinopterygii
COMBTOOTHBLENNIES,185136,NA,iucn,Parablennius salensis,TRUE,Actinopterygii
COMBTOOTHBLENNIES,185138,NA,iucn,Parablennius dialloi,TRUE,Actinopterygii
COMBTOOTHBLENNIES,185139,NA,iucn,Scartella itajobi,TRUE,Actinopterygii
COMBTOOTHBLENNIES,185140,NA,iucn,Parablennius sierraensis,TRUE,Actinopterygii
COMBTOOTHBLENNIES,185141,NA,iucn,Hypleurochilus aequipinnis,TRUE,Actinopterygii
COMBTOOTHBLENNIES,185144,NA,iucn,Blennius springeri,TRUE,Actinopterygii
COMBTOOTHBLENNIES,185145,NA,iucn,Parablennius verryckeni,TRUE,Actinopterygii
COMBTOOTHBLENNIES,185147,NA,iucn,Scartella poiti,TRUE,Actinopterygii
COMBTOOTHBLENNIES,185149,NA,iucn,Hypleurochilus fissicornis,TRUE,Actinopterygii
COMBTOOTHBLENNIES,185151,NA,iucn,Lipophrys caboverdensis,TRUE,Actinopterygii
COMBTOOTHBLENNIES,185152,NA,iucn,Blennius paivai,TRUE,Actinopterygii
COMBTOOTHBLENNIES,185153,NA,iucn,Parablennius goreensis,TRUE,Actinopterygii
COMBTOOTHBLENNIES,185156,NA,iucn,Lipophrys canevae,TRUE,Actinopterygii
COMBTOOTHBLENNIES,185160,NA,iucn,Blennius elongatus,TRUE,Actinopterygii
COMBTOOTHBLENNIES,185162,NA,iucn,Parablennius ruber,TRUE,Actinopterygii
COMBTOOTHBLENNIES,185163,NA,iucn,Blennius nuchifilis,TRUE,Actinopterygii
COMBTOOTHBLENNIES,185165,NA,iucn,Coryphoblennius galerita,TRUE,Actinopterygii
COMBTOOTHBLENNIES,185166,NA,iucn,Scartella caboverdiana,TRUE,Actinopterygii
COMBTOOTHBLENNIES,185168,NA,iucn,Aidablennius sphynx,TRUE,Actinopterygii
COMBTOOTHBLENNIES,185170,NA,iucn,Hypleurochilus langi,TRUE,Actinopterygii
COMBTOOTHBLENNIES,185175,NA,iucn,Salaria pavo,TRUE,Actinopterygii
COMBTOOTHBLENNIES,185176,NA,iucn,Entomacrodus vomerinus,TRUE,Actinopterygii
COMBTOOTHBLENNIES,185177,NA,iucn,Spaniblennius clandestinus,TRUE,Actinopterygii
COMBTOOTHBLENNIES,185178,NA,iucn,Bathyblennius antholops,TRUE,Actinopterygii
COMBTOOTHBLENNIES,185180,NA,iucn,Lipophrys pholis,TRUE,Actinopterygii
COMBTOOTHBLENNIES,185181,NA,iucn,Parablennius incognitus,TRUE,Actinopterygii
COMBTOOTHBLENNIES,185183,NA,iucn,Blennius normani,TRUE,Actinopterygii
COMBTOOTHBLENNIES,185185,NA,iucn,Parablennius tentacularis,TRUE,Actinopterygii
COMBTOOTHBLENNIES,185187,NA,iucn,Lipophrys bauchotae,TRUE,Actinopterygii
COMBTOOTHBLENNIES,185191,NA,iucn,Ophioblennius trinitatis,TRUE,Actinopterygii
COMBTOOTHBLENNIES,185193,NA,iucn,Parablennius sanguinolentus,TRUE,Actinopterygii
WRASSE,186106,NA,iucn,Acantholabrus palloni,TRUE,Actinopterygii
WRASSE,187368,NA,iucn,Bodianus dictynna,TRUE,Actinopterygii
WRASSE,187369,NA,iucn,Choerodon gomoni,TRUE,Actinopterygii
WRASSE,187370,NA,iucn,Halichoeres pardaleocephalus,TRUE,Actinopterygii
WRASSE,187371,NA,iucn,Choerodon margaritiferus,TRUE,Actinopterygii
WRASSE,187372,NA,iucn,Coris nigrotaenia,TRUE,Actinopterygii
WRASSE,187373,NA,iucn,Hemigymnus fasciatus,TRUE,Actinopterygii
WRASSE,187374,NA,iucn,Bodianus tanyokidus,TRUE,Actinopterygii
WRASSE,187375,NA,iucn,Leptojulis lambdastigma,TRUE,Actinopterygii
WRASSE,187376,NA,iucn,Xyrichtys rajagopalani,TRUE,Actinopterygii
WRASSE,187377,NA,iucn,Julis sanctaehelenae,TRUE,Actinopterygii
WRASSE,187378,NA,iucn,Bodianus opercularis,TRUE,Actinopterygii
WRASSE,187379,NA,iucn,Coris variegata,TRUE,Actinopterygii
WRASSE,187380,NA,iucn,Iniistius cyanifrons,TRUE,Actinopterygii
WRASSE,187381,NA,iucn,Thalassoma lunare,TRUE,Actinopterygii
WRASSE,187382,NA,iucn,Halichoeres ianthinus,TRUE,Actinopterygii
WRASSE,187383,NA,iucn,Cheilio inermis,TRUE,Actinopterygii
WRASSE,187384,NA,iucn,Cheilinus chlorourus,TRUE,Actinopterygii
WRASSE,187385,NA,iucn,Pseudolabrus sieboldi,TRUE,Actinopterygii
WRASSE,187386,NA,iucn,Coris marquesensis,TRUE,Actinopterygii
WRASSE,187387,NA,iucn,Halichoeres poecilopterus,TRUE,Actinopterygii
WRASSE,187388,NA,iucn,Macropharyngodon choati,TRUE,Actinopterygii
WRASSE,187389,NA,iucn,Cirrhilabrus tonozukai,TRUE,Actinopterygii
WRASSE,187390,NA,iucn,Suezichthys caudavittatus,TRUE,Actinopterygii
WRASSE,187391,NA,iucn,Bodianus thoracotaeniatus,TRUE,Actinopterygii
WRASSE,187392,NA,iucn,Coris aygula,TRUE,Actinopterygii
WRASSE,187393,NA,iucn,Paracheilinus mccoskeri,TRUE,Actinopterygii
WRASSE,187394,NA,iucn,Coris pictoides,TRUE,Actinopterygii
WRASSE,187395,NA,iucn,Iniistius aneitensis,TRUE,Actinopterygii
WRASSE,187396,NA,iucn,Labroides dimidiatus,TRUE,Actinopterygii
WRASSE,187397,NA,iucn,Labrus mixtus,TRUE,Actinopterygii
WRASSE,187398,NA,iucn,Labrus bergylta,TRUE,Actinopterygii
WRASSE,187399,NA,iucn,Iniistius umbrilatus,TRUE,Actinopterygii
WRASSE,187400,NA,iucn,Choerodon vitta,TRUE,Actinopterygii
WRASSE,187401,NA,iucn,Halichoeres dimidiatus,TRUE,Actinopterygii
WRASSE,187402,NA,iucn,Iniistius evides,TRUE,Actinopterygii
WRASSE,187403,NA,iucn,Paracheilinus filamentosus,TRUE,Actinopterygii
WRASSE,187404,NA,iucn,Bodianus albotaeniatus,TRUE,Actinopterygii
WRASSE,187405,NA,iucn,Halichoeres caudalis,TRUE,Actinopterygii
WRASSE,187406,NA,iucn,Hologymnosus longipes,TRUE,Actinopterygii
WRASSE,187407,NA,iucn,Wetmorella nigropinnata,TRUE,Actinopterygii
WRASSE,187408,NA,iucn,Novaculichthys entargyreus,TRUE,Actinopterygii
WRASSE,187409,NA,iucn,Ophthalmolepis lineolata,TRUE,Actinopterygii
WRASSE,187410,NA,iucn,Cirrhilabrus marjorie,TRUE,Actinopterygii
WRASSE,187411,NA,iucn,Iniistius pentadactylus,TRUE,Actinopterygii
WRASSE,187412,NA,iucn,Iniistius trivittatus,TRUE,Actinopterygii
WRASSE,187413,NA,iucn,Paracheilinus attenuatus,TRUE,Actinopterygii
WRASSE,187414,NA,iucn,Macropharyngodon kuiteri,TRUE,Actinopterygii
WRASSE,187415,NA,iucn,Cirrhilabrus earlei,TRUE,Actinopterygii
WRASSE,187416,NA,iucn,Macropharyngodon bipartitus,TRUE,Actinopterygii
WRASSE,187417,NA,iucn,Coris batuensis,TRUE,Actinopterygii
WRASSE,187418,NA,iucn,Thalassoma pavo,TRUE,Actinopterygii
WRASSE,187419,NA,iucn,Choerodon zamboangae,TRUE,Actinopterygii
WRASSE,187420,NA,iucn,Bodianus busellatus,TRUE,Actinopterygii
WRASSE,187421,NA,iucn,Paracheilinus walton,TRUE,Actinopterygii
WRASSE,187422,NA,iucn,Thalassoma loxum,TRUE,Actinopterygii
WRASSE,187423,NA,iucn,Oxycheilinus orientalis,TRUE,Actinopterygii
WRASSE,187424,NA,iucn,Stethojulis bandanensis,TRUE,Actinopterygii
WRASSE,187425,NA,iucn,Conniella apterygia,TRUE,Actinopterygii
WRASSE,187426,NA,iucn,Notolabrus tetricus,TRUE,Actinopterygii
WRASSE,187427,NA,iucn,Cirrhilabrus bathyphilus,TRUE,Actinopterygii
WRASSE,187428,NA,iucn,Halichoeres leucoxanthus,TRUE,Actinopterygii
WRASSE,187429,NA,iucn,Bodianus sanguineus,TRUE,Actinopterygii
WRASSE,187430,NA,iucn,Choerodon cephalotes,TRUE,Actinopterygii
WRASSE,187431,NA,iucn,Pteragogus cryptus,TRUE,Actinopterygii
WRASSE,187432,NA,iucn,Halichoeres bleekeri,TRUE,Actinopterygii
WRASSE,187433,NA,iucn,Crenilabrus spilogaster,TRUE,Actinopterygii
WRASSE,187434,NA,iucn,Stethojulis marquesensis,TRUE,Actinopterygii
WRASSE,187435,NA,iucn,Halichoeres socialis,TRUE,Actinopterygii
WRASSE,187436,NA,iucn,Coris gaimard,TRUE,Actinopterygii
WRASSE,187437,NA,iucn,Minilabrus striatus,TRUE,Actinopterygii
WRASSE,187438,NA,iucn,Halichoeres prosopeion,TRUE,Actinopterygii
WRASSE,187439,NA,iucn,Cirrhilabrus laboutei,TRUE,Actinopterygii
WRASSE,187440,NA,iucn,Cirrhilabrus condei,TRUE,Actinopterygii
WRASSE,187441,NA,iucn,Novaculichthys taeniourus,TRUE,Actinopterygii
WRASSE,187442,NA,iucn,Labrus eoethinus,TRUE,Actinopterygii
WRASSE,187443,NA,iucn,Halichoeres margaritaceus,TRUE,Actinopterygii
WRASSE,187444,NA,iucn,Halichoeres pictus,TRUE,Actinopterygii
WRASSE,187445,NA,iucn,Bodianus neopercularis,TRUE,Actinopterygii
WRASSE,187446,NA,iucn,Thalassoma cupido,TRUE,Actinopterygii
WRASSE,187447,NA,iucn,Cirrhilabrus jordani,TRUE,Actinopterygii
WRASSE,187448,NA,iucn,Tautogolabrus adspersus,TRUE,Actinopterygii
WRASSE,187449,NA,iucn,Wetmorella tanakai,TRUE,Actinopterygii
WRASSE,187450,NA,iucn,Coris dorsomacula,TRUE,Actinopterygii
WRASSE,187451,NA,iucn,Halichoeres argus,TRUE,Actinopterygii
WRASSE,187452,NA,iucn,Cirrhilabrus katherinae,TRUE,Actinopterygii
WRASSE,187453,NA,iucn,Anampses elegans,TRUE,Actinopterygii
WRASSE,187454,NA,iucn,Halichoeres scapularis,TRUE,Actinopterygii
WRASSE,187455,NA,iucn,Centrolabrus trutta,TRUE,Actinopterygii
WRASSE,187456,NA,iucn,Doratonotus megalepis,TRUE,Actinopterygii
WRASSE,187457,NA,iucn,Cheilinus aurantiacus,TRUE,Actinopterygii
WRASSE,187458,NA,iucn,Cheilinus quinquecinctus,TRUE,Actinopterygii
WRASSE,187459,NA,iucn,Suezichthys cyanolaemus,TRUE,Actinopterygii
WRASSE,187460,NA,iucn,Cirrhilabrus brunneus,TRUE,Actinopterygii
WRASSE,187461,NA,iucn,Cirrhilabrus exquisitus,TRUE,Actinopterygii
WRASSE,187462,NA,iucn,Pseudojuloides mesostigma,TRUE,Actinopterygii
WRASSE,187463,NA,iucn,Leptojulis urostigma,TRUE,Actinopterygii
WRASSE,187464,NA,iucn,Julis newtoni,TRUE,Actinopterygii
WRASSE,187465,NA,iucn,Halichoeres stigmaticus,TRUE,Actinopterygii
WRASSE,187466,NA,iucn,Oxycheilinus digramma,TRUE,Actinopterygii
WRASSE,187467,NA,iucn,Halichoeres cosmetus,TRUE,Actinopterygii
WRASSE,187468,NA,iucn,Labrichthys semifasciatus,TRUE,Actinopterygii
WRASSE,187469,NA,iucn,Xyrichtys koteamea,TRUE,Actinopterygii
WRASSE,187470,NA,iucn,Artisia festiva,TRUE,Actinopterygii
WRASSE,187471,NA,iucn,Choerodon gymnogenys,TRUE,Actinopterygii
WRASSE,187472,NA,iucn,Pseudocoris bleekeri,TRUE,Actinopterygii
WRASSE,187473,NA,iucn,Halichoeres vrolikii,TRUE,Actinopterygii
WRASSE,187474,NA,iucn,Halichoeres trimaculatus,TRUE,Actinopterygii
WRASSE,187475,NA,iucn,Symphodus mediterraneus,TRUE,Actinopterygii
WRASSE,187476,NA,iucn,Hemigymnus melapterus,TRUE,Actinopterygii
WRASSE,187477,NA,iucn,Pseudocheilinus hexataenia,TRUE,Actinopterygii
WRASSE,187478,NA,iucn,Halichoeres leucurus,TRUE,Actinopterygii
WRASSE,187479,NA,iucn,Tautoga onitis,TRUE,Actinopterygii
WRASSE,187480,NA,iucn,Pseudojuloides elongatus,TRUE,Actinopterygii
WRASSE,187481,NA,iucn,Pseudolabrus miles,TRUE,Actinopterygii
WRASSE,187482,NA,iucn,Halichoeres bivittatus,TRUE,Actinopterygii
WRASSE,187483,NA,iucn,Cirrhilabrus melanomarginatus,TRUE,Actinopterygii
WRASSE,187484,NA,iucn,Cirrhilabrus solorensis,TRUE,Actinopterygii
WRASSE,187485,NA,iucn,Suezichthys notatus,TRUE,Actinopterygii
WRASSE,187486,NA,iucn,Thalassoma septemfasciatum,TRUE,Actinopterygii
WRASSE,187487,NA,iucn,Iniistius javanicus,TRUE,Actinopterygii
WRASSE,187488,NA,iucn,Choerodon graphicus,TRUE,Actinopterygii
