sciname,iucn_sid,iucn_category,popn_trend,parent_sid,subpop_sid
Teuthis thompsoni,178008,LC,Stable,NA,NA
Acanthurus polyzona,177984,DD,Unknown,NA,NA
Acanthurus triostegus polyzona,177984,DD,Unknown,NA,NA
Rhombotides polyzona,177984,DD,Unknown,NA,NA
Acanthurus reversus,177976,LC,Stable,NA,NA
Acanthurus rostratus,178001,DD,Unknown,NA,NA
Zebrasoma rostratum,178001,DD,Unknown,NA,NA
Acanthurus strigosus,177949,LC,Stable,NA,NA
Ctenochaetus strigosus,177949,LC,Stable,NA,NA
Acanthurus tractus,47139706,LC,Unknown,NA,NA
Acanthurus tristis,177998,LC,Stable,NA,NA
Acanthurus unicornis,177970,LC,Unknown,NA,NA
Chaetodon unicornis,177970,LC,Unknown,NA,NA
Naso unicornis,177970,LC,Unknown,NA,NA
Acanthurus velifer,178010,LC,Stable,NA,NA
Zebrasoma veliferum,178010,LC,Stable,NA,NA
Acanthurus xanthurus,178009,LC,Stable,NA,NA
Zebrasoma xanthurum,178009,LC,Stable,NA,NA
Acanthus ebracteatus,178832,LC,Decreasing,NA,NA
Acanthus ebracteatus,168780,LC,Unknown,NA,NA
Acanthus ilicifolius,168780,LC,Unknown,NA,NA
Acanthus xiamenensis,168780,LC,Unknown,NA,NA
Acanthus volubilis,178837,LC,Decreasing,NA,NA
Acentrogobius cauerensis,154848,LC,Unknown,NA,NA
Fusigobius scapulostigma,154848,LC,Unknown,NA,NA
Gnatholepis cauerensis,154848,LC,Unknown,NA,NA
Gnatholepis cauerensis australis,154848,LC,Unknown,NA,NA
Gnatholepis cauerensis cauerensis,154848,LC,Unknown,NA,NA
Gnatholepis inconsequens,154848,LC,Unknown,NA,NA
Gnatholepis scapulostigma,154848,LC,Unknown,NA,NA
Gobius cauerensis,154848,LC,Unknown,NA,NA
Acentrogobius globiceps,166598,LC,Unknown,NA,NA
Ctenogobius globiceps,166598,LC,Unknown,NA,NA
Drombus globiceps,166598,LC,Unknown,NA,NA
Acentrogobius koumansi,21130837,LC,Unknown,NA,NA
Lesueurigobius koumansi,21130837,LC,Unknown,NA,NA
Acentrogobius neilli,16012,NT,NA,NA,NA
Acentrogobius reichei,16012,NT,NA,NA,NA
Ctenogobius godavariensis,16012,NT,NA,NA,NA
Favonigobius neilli,16012,NT,NA,NA,NA
Favonigobius reichei,16012,NT,NA,NA,NA
Gobius neilli,16012,NT,NA,NA,NA
Gobius reichei,16012,NT,NA,NA,NA
Gobius zanzibarensis,16012,NT,NA,NA,NA
Papillogobius reichei,16012,NT,NA,NA,NA
Papillonigobius reichei,16012,NT,NA,NA,NA
Rhinogobius robinsoni,16012,NT,NA,NA,NA
Acentrogobius puntang,193092,LC,Stable,NA,NA
Eryxias puntang,193092,LC,Stable,NA,NA
Exirias puntang,193092,LC,Stable,NA,NA
Exyrias puntang,193092,LC,Stable,NA,NA
Exyrias puntangoides,193092,LC,Stable,NA,NA
Gnatholepis puntangoides,193092,LC,Stable,NA,NA
Gnatholepis sindonis,193092,LC,Stable,NA,NA
Gobius andamanensis,193092,LC,Stable,NA,NA
Gobius canalae,193092,LC,Stable,NA,NA
Gobius concolor,193092,LC,Stable,NA,NA
Gobius maculipinnis,193092,LC,Stable,NA,NA
Gobius puntang,193092,LC,Stable,NA,NA
Gobius puntangoides,193092,LC,Stable,NA,NA
Acentrolophus maculosus,198571,LC,Unknown,NA,NA
Centrolophodes irvini,198571,LC,Unknown,NA,NA
Centrolophodes irwini,198571,LC,Unknown,NA,NA
Centrolophus liparis,198571,LC,Unknown,NA,NA
Centrolophus maoricus,198571,LC,Unknown,NA,NA
Centrolophus morio,198571,LC,Unknown,NA,NA
Centrolophus niger,198571,LC,Unknown,NA,NA
Centrolophus pompilus,198571,LC,Unknown,NA,NA
Centrolophus valenciennesi,198571,LC,Unknown,NA,NA
Coryphaena pompilus,198571,LC,Unknown,NA,NA
Gymnocephalus messinensis,198571,LC,Unknown,NA,NA
Mupus bifasciatus,198571,LC,Unknown,NA,NA
Perca nigra,198571,LC,Unknown,NA,NA
Schedophilus elongatus,198571,LC,Unknown,NA,NA
Acentronura dendritica,46107486,LC,Unknown,NA,NA
Amphelikturus dendriticus,46107486,LC,Unknown,NA,NA
Siphostoma dendriticum,46107486,LC,Unknown,NA,NA
Aceratias mollis,60470770,LC,Unknown,NA,NA
Haplophryne mollis,60470770,LC,Unknown,NA,NA
Achiroides melanorhijnchus,180966,LC,Unknown,NA,NA
Achirus achirus,16404574,LC,Unknown,NA,NA
Pleuronectes achirus,16404574,LC,Unknown,NA,NA
Achirus declivis,16404805,LC,Unknown,NA,NA
Achirus fasciatus,190082,LC,Stable,NA,NA
Pleuronectes maculatus,190082,LC,Stable,NA,NA
Pleuronectes mollis,190082,LC,Stable,NA,NA
Solea brownii,190082,LC,Stable,NA,NA
Trinectes maculatus,190082,LC,Stable,NA,NA
Trinectes scabra,190082,LC,Stable,NA,NA
Achirus fluviatilis,183331,LC,Unknown,NA,NA
Trinectes fluviatilis,183331,LC,Unknown,NA,NA
Achirus klunzingeri,183389,LC,Unknown,NA,NA
Solea klunzingeri,183389,LC,Unknown,NA,NA
Achirus lineatus,193273,LC,Unknown,NA,NA
Pleuronectes lineatus,193273,LC,Unknown,NA,NA
Achirus mazatlanus,183932,LC,Unknown,NA,NA
Solea mazatlana,183932,LC,Unknown,NA,NA
Achirus microphthalmus,190275,LC,Unknown,NA,NA
Trinectes microphthalmus,190275,LC,Unknown,NA,NA
Achirus opercularis,183663,DD,Unknown,NA,NA
Trinectes opercularis,183663,DD,Unknown,NA,NA
Achirus paulistanus,193274,LC,Unknown,NA,NA
Trinectes paulistanus,193274,LC,Unknown,NA,NA
Achirus poropterus,196438,DD,Unknown,NA,NA
Pardachirus poropterus,196438,DD,Unknown,NA,NA
Achirus scutum,183574,LC,Unknown,NA,NA
Solea scutum,183574,LC,Unknown,NA,NA
Achoerodus gouldii,187520,VU,Decreasing,NA,NA
Labrus gouldii,187520,VU,Decreasing,NA,NA
Platychoerops muelleri,187520,VU,Decreasing,NA,NA
Achoerodus viridis,187572,NT,Stable,NA,NA
Heterochoerops viridis,187572,NT,Stable,NA,NA
Platychoerops badius,187572,NT,Stable,NA,NA
Trochocopus unicolor,187572,NT,Stable,NA,NA
Acipenser brevirostrum,222,VU,Decreasing,NA,NA
Acipenser gueldenstaedtii,232,CR,Decreasing,NA,NA
Acipenser medirostris,233,NT,Stable,NA,NA
Acipenser mikadoi,241,CR,Decreasing,NA,NA
Acipenser naccarii,224,CR,Decreasing,NA,NA
Acipenser nudiventris,225,CR,Decreasing,NA,251
Acipenser oxyrinchus,245,NT,Increasing,NA,242
Acipenser oxyrinchus,245,NT,Increasing,NA,243
Acipenser persicus,235,CR,Decreasing,NA,NA
Acipenser sinensis,236,CR,Decreasing,NA,NA
Acipenser stellatus,229,CR,Decreasing,NA,NA
Acipenser sturio,230,CR,Decreasing,NA,NA
Acipenser transmontanus,234,LC,Stable,NA,44559
Acipenser transmontanus,234,LC,Stable,NA,257
Acipenser transmontanus,234,LC,Stable,NA,44561
Acipenser transmontanus,234,LC,Stable,NA,44562
Acipenser transmontanus,234,LC,Stable,NA,44560
Acipenser transmontanus,44559,VU,Decreasing,234,NA
Acreichthys hajam,154965,DD,Unknown,NA,NA
Acreichtyes hajam,154965,DD,Unknown,NA,NA
Monacanthus hajam,154965,DD,Unknown,NA,NA
Acrocephalus gracilirostris,22714859,LC,Stable,NA,NA
Acrochordus fasciatus,176769,LC,Stable,NA,NA
Acrochordus granulatus,176769,LC,Stable,NA,NA
Chersydrus annulatus,176769,LC,Stable,NA,NA
Chersydrus fasciatus,176769,LC,Stable,NA,NA
Chersydrus granulatus,176769,LC,Stable,NA,NA
Hydrus granulatus,176769,LC,Stable,NA,NA
Pelamis granulatus,176769,LC,Stable,NA,NA
Acrochordus javanicus,176718,LC,Stable,NA,NA
Acromycter perturbator,155234,LC,Unknown,NA,NA
Ariosoma perturbator,155234,LC,Unknown,NA,NA
Acropora abrolhosensis,133133,VU,Decreasing,NA,NA
Acropora abrotanoides,133649,LC,Decreasing,NA,NA
Acropora danai,133649,LC,Decreasing,NA,NA
Acropora aculeus,133463,VU,Decreasing,NA,NA
Acropora acuminata,132940,VU,Decreasing,NA,NA
Acropora akajimensis,133655,DD,Decreasing,NA,NA
Acropora anthocercis,133513,VU,Decreasing,NA,NA
Acropora appressa,133195,NT,Decreasing,NA,NA
Acropora arabensis,133604,NT,Decreasing,NA,NA
Acropora aspera,133132,VU,Decreasing,NA,NA
Acropora austera,133160,NT,Decreasing,NA,NA
Acropora awi,133583,VU,Decreasing,NA,NA
Acropora azurea,133698,NT,Decreasing,NA,NA
Acropora nana,133698,NT,Decreasing,NA,NA
Acropora batunai,133283,VU,Decreasing,NA,NA
Acropora bifurcata,133658,DD,Decreasing,NA,NA
Acropora branchi,133334,DD,Decreasing,NA,NA
Acropora bushyensis,133471,LC,Decreasing,NA,NA
Acropora cardenae,133264,DD,Unknown,NA,NA
Acropora carduus,132933,NT,Decreasing,NA,NA
Acropora caroliniana,133112,VU,Decreasing,NA,NA
Acropora cerealis,133576,LC,Decreasing,NA,NA
Acropora cervicornis,133381,CR,Stable,NA,NA
Acropora chesterfieldensis,133481,LC,Decreasing,NA,NA
Acropora clathrata,133207,LC,Decreasing,NA,NA
Acropora convexa,133379,DD,Unknown,NA,NA
Acropora cophodactyla,132862,DD,Decreasing,NA,NA
Acropora copiosa,133678,DD,Decreasing,NA,NA
Acropora cytherea,133313,LC,Decreasing,NA,NA
Acropora dendrum,133322,VU,Decreasing,NA,NA
Acropora derawanensis,132984,VU,Decreasing,NA,NA
Acropora desalwii,133396,VU,Decreasing,NA,NA
Acropora digitifera,133250,NT,Decreasing,NA,NA
Acropora divaricata,132910,NT,Decreasing,NA,NA
Acropora donei,133223,VU,Decreasing,NA,NA
Acropora downingi,133469,LC,Decreasing,NA,NA
Acropora echinata,133661,VU,Decreasing,NA,NA
Acropora efflorescens,133672,DD,Decreasing,NA,NA
Acropora elegans,133688,VU,Decreasing,NA,NA
Acropora elegantula,133104,DD,Unknown,NA,NA
Acropora elseyi,133010,LC,Decreasing,NA,NA
Acropora exquisita,133592,DD,Decreasing,NA,NA
Acropora fastigata,133312,DD,Decreasing,NA,NA
Acropora fenneri,133125,DD,Decreasing,NA,NA
Acropora filiformis,133699,DD,Decreasing,NA,NA
Acropora florida,132869,NT,Decreasing,NA,NA
Acropora formosa,133644,NT,Decreasing,NA,NA
Acropora forskali,133204,DD,Decreasing,NA,NA
Acropora gemmifera,133324,LC,Decreasing,NA,NA
Acropora glauca,133550,NT,Decreasing,NA,NA
Acropora globiceps,133387,VU,Decreasing,NA,NA
Acropora gomezi,133352,DD,Decreasing,NA,NA
Acropora grandis,133013,LC,Decreasing,NA,NA
Acropora granulosa,132948,NT,Decreasing,NA,NA
Acropora haimei,133449,DD,Decreasing,NA,NA
Acropora halmaherae,133311,DD,Decreasing,NA,NA
Acropora hemprichii,132981,VU,Decreasing,NA,NA
Acropora hoeksemai,133401,VU,Decreasing,NA,NA
Acropora horrida,133319,VU,Decreasing,NA,NA
Acropora humilis,132992,NT,Decreasing,NA,NA
Acropora hyacinthus,133479,NT,Decreasing,NA,NA
Acropora indonesia,133600,VU,Decreasing,NA,NA
Acropora inermis,133273,DD,Decreasing,NA,NA
Acropora insignis,133035,DD,Decreasing,NA,NA
Acropora irregularis,132906,DD,Decreasing,NA,NA
Acropora jacquelineae,133617,VU,Decreasing,NA,NA
Acropora japonica,132882,DD,Decreasing,NA,NA
Acropora khayranensis,133507,DD,Decreasing,NA,NA
Acropora kimbeensis,133233,VU,Decreasing,NA,NA
Acropora kirstyae,133081,VU,Decreasing,NA,NA
Acropora kosurini,133500,VU,Decreasing,NA,NA
Acropora lamarcki,133086,DD,Decreasing,NA,NA
Acropora latistella,133120,LC,Decreasing,NA,NA
Acropora lianae,132946,DD,Decreasing,NA,NA
Acropora listeri,132969,VU,Decreasing,NA,NA
Acropora loisetteae,133394,VU,Decreasing,NA,NA
Acropora lokani,133294,VU,Decreasing,NA,NA
Acropora longicyathus,132988,LC,Decreasing,NA,NA
Acropora loripes,132976,NT,Decreasing,NA,NA
Acropora lovelli,133327,VU,Decreasing,NA,NA
Acropora lutkeni,133303,NT,Decreasing,NA,NA
Acropora macrostoma,132950,DD,Decreasing,NA,NA
Acropora maryae,132914,DD,Decreasing,NA,NA
Acropora massawensis,133677,DD,Decreasing,NA,NA
Acropora meridiana,133189,DD,Decreasing,NA,NA
Acropora microclados,133359,VU,Decreasing,NA,NA
Acropora microphthalma,133021,LC,Decreasing,NA,NA
Acropora millepora,133666,NT,Decreasing,NA,NA
Acropora minuta,133018,DD,Decreasing,NA,NA
Acropora mirabilis,133483,DD,Decreasing,NA,NA
Acropora monticulosa,133315,NT,Decreasing,NA,NA
Acropora multiacuta,132990,VU,Decreasing,NA,NA
Acropora nasuta,133239,NT,Decreasing,NA,NA
Acropora natalensis,133480,DD,Decreasing,NA,NA
Acropora navini,133280,DD,Decreasing,NA,NA
Acropora nobilis,133266,LC,Decreasing,NA,NA
Acropora ocellata,133000,DD,Decreasing,NA,NA
Acropora orbicularis,133265,DD,Decreasing,NA,NA
Acropora pagoensis,133475,DD,Decreasing,NA,NA
Acropora palmata,133006,CR,Stable,NA,NA
Acropora palmerae,133531,VU,Decreasing,NA,NA
Acropora paniculata,132972,VU,Decreasing,NA,NA
Acropora papillare,133494,VU,Decreasing,NA,NA
Acropora paragemmifera,133130,DD,Decreasing,NA,NA
Acropora parahemprichii,133385,DD,Decreasing,NA,NA
Acropora parapharaonis,133138,DD,Decreasing,NA,NA
Acropora parilis,133279,DD,Decreasing,NA,NA
Acropora pectinatus,132867,DD,Decreasing,NA,NA
Acropora pharaonis,133247,VU,Decreasing,NA,NA
Acropora pichoni,133639,NT,Decreasing,NA,NA
Acropora pinguis,133103,DD,Decreasing,NA,NA
Acropora plana,133017,DD,Decreasing,NA,NA
Acropora plantaginea,133122,DD,Decreasing,NA,NA
Acropora plumosa,132935,VU,Decreasing,NA,NA
Acropora polystoma,133647,VU,Decreasing,NA,NA
Acropora prostrata,132863,DD,Decreasing,NA,NA
Acropora proximalis,133598,DD,Decreasing,NA,NA
Acropora pruinosa,133128,DD,Decreasing,NA,NA
Acropora pulchra,133033,LC,Decreasing,NA,NA
Acropora rambleri,132966,DD,Decreasing,NA,NA
Acropora retusa,133115,VU,Decreasing,NA,NA
Acropora ridzwani,133350,DD,Decreasing,NA,NA
Acropora robusta,133248,LC,Decreasing,NA,NA
Acropora rongelapensis,133462,DD,Decreasing,NA,NA
Acropora rosaria,132908,DD,Decreasing,NA,NA
Acropora roseni,133206,EN,Decreasing,NA,NA
Acropora rudis,132913,EN,Decreasing,NA,NA
Acropora rufus,132951,DD,Decreasing,NA,NA
Acropora russelli,133164,VU,Decreasing,NA,NA
Acropora samoensis,132998,LC,Decreasing,NA,NA
Acropora sarmentosa,133271,LC,Decreasing,NA,NA
Acropora scherzeriana,133355,DD,Decreasing,NA,NA
Acropora schmitti,133626,DD,Decreasing,NA,NA
Acropora secale,132888,NT,Decreasing,NA,NA
Acropora sekiseiensis,133274,DD,Decreasing,NA,NA
Acropora selago,133080,NT,Decreasing,NA,NA
Acropora seriata,132886,DD,Decreasing,NA,NA
Acropora simplex,133427,VU,Decreasing,NA,NA
Acropora solitaryensis,133320,VU,Decreasing,NA,NA
Acropora spathulata,132937,LC,Unknown,NA,NA
Acropora speciosa,133338,VU,Decreasing,NA,NA
Acropora spicifera,133432,VU,Decreasing,NA,NA
Acropora squarrosa,133402,LC,Decreasing,NA,NA
Acropora stoddarti,132919,DD,Decreasing,NA,NA
Acropora striata,133291,VU,Decreasing,NA,NA
Acropora subglabra,133087,LC,Decreasing,NA,NA
Acropora subulata,133682,LC,Decreasing,NA,NA
Acropora suharsonoi,133254,EN,Decreasing,NA,NA
Acropora sukarnoi,133181,DD,Decreasing,NA,NA
Acropora tanegashimensis,132934,DD,Unknown,NA,NA
Acropora tenella,133203,VU,Decreasing,NA,NA
Acropora tenuis,133020,NT,Decreasing,NA,NA
Acropora teres,133393,DD,Decreasing,NA,NA
Acropora tizardi,133061,DD,Decreasing,NA,NA
Acropora torihalimeda,133318,DD,Decreasing,NA,NA
Acropora torresiana,133681,DD,Decreasing,NA,NA
Acropora tortuosa,133252,LC,Decreasing,NA,NA
Acropora tumida,132971,DD,Decreasing,NA,NA
Acropora turaki,132909,VU,Decreasing,NA,NA
Acropora tutuilensis,133030,DD,Decreasing,NA,NA
Acropora valenciennesi,133621,LC,Decreasing,NA,NA
Acropora valida,133293,LC,Decreasing,NA,NA
Acropora variabilis,132952,DD,Decreasing,NA,NA
Acropora variolosa,133348,LC,Decreasing,NA,NA
Acropora vaughani,133025,VU,Decreasing,NA,NA
Acropora vermiculata,133050,DD,Decreasing,NA,NA
Acropora verweyi,133532,VU,Decreasing,NA,NA
Acropora walindii,133441,VU,Decreasing,NA,NA
Acropora wallaceae,133518,DD,Decreasing,NA,NA
Acropora willisae,132931,VU,Decreasing,NA,NA
Acropora yongei,133547,LC,Decreasing,NA,NA
Acrosorium papenfussii,63609,VU,Unknown,NA,NA
Acrostichum aureum,177110,LC,Stable,NA,NA
Acrostichum danaeifolium,178810,LC,Unknown,NA,NA
Acrostichum speciosum,178813,LC,Stable,NA,NA
Acteis margaritae,183486,LC,Unknown,NA,NA
Malacoctenus margaritae,183486,LC,Unknown,NA,NA
Actinia aurantiaca,50113293,LC,Unknown,NA,NA
Actinia parasitica,50113293,LC,Unknown,NA,NA
Cereactis aurantiaca,50113293,LC,Unknown,NA,NA
Condylactis aurantiaca,50113293,LC,Unknown,NA,NA
Actinia cari,50107605,DD,Unknown,NA,NA
Anemonia cinerea,50148677,DD,Unknown,NA,NA
Gyrostoma cinerea,50148677,DD,Unknown,NA,NA
Paranemonia cinerea,50148677,DD,Unknown,NA,NA
Actinia striata,50108167,DD,Unknown,NA,NA
Actinoberyx jugeati,198578,LC,Unknown,NA,NA
Actinoberyx pozzi,198578,LC,Unknown,NA,NA
Beryx borealis,198578,LC,Unknown,NA,NA
Beryx decadactylus,198578,LC,Unknown,NA,NA
Beryx delphini,198578,LC,Unknown,NA,NA
Beryx longipinnis,198578,LC,Unknown,NA,NA
Urocentrus ruber,198578,LC,Unknown,NA,NA
Actinopyga agassizi,180353,LC,Unknown,NA,NA
Actinopyga albonigra,180390,DD,NA,NA,NA
Actinopyga bacilla,180241,DD,Unknown,NA,NA
Actinopyga bannwarthi,180510,DD,Unknown,NA,NA
Actinopyga caerulea,180530,DD,Unknown,NA,NA
Actinopyga capillata,180474,DD,Unknown,NA,NA
Actinopyga crassa,180251,LC,Unknown,NA,NA
Actinopyga echinites,180518,VU,Decreasing,NA,NA
Actinopyga flammea,180478,LC,Unknown,NA,NA
Actinopyga fusca,180314,DD,Unknown,NA,NA
Actinopyga lecanora,180266,DD,Unknown,NA,NA
Actinopyga mauritiana,180337,VU,Decreasing,NA,NA
Actinopyga miliaris,180265,VU,Decreasing,NA,NA
Actinopyga obesa,180338,DD,Unknown,NA,NA
Actinopyga palauensis,180406,LC,Unknown,NA,NA
Actinopyga parvula,180246,LC,Unknown,NA,NA
Holothuria difficilis,180246,LC,Unknown,NA,NA
Microthele difficilis,180246,LC,Unknown,NA,NA
Actinopyga serratidens,180357,DD,Unknown,NA,NA
Actinopyga spinea,180495,LC,Unknown,NA,NA
Actinopyga varians,19708732,DD,Unknown,NA,NA
Actitis hypoleucos,22693264,LC,Decreasing,NA,NA
Tringa hypoleucos,22693264,LC,Decreasing,NA,NA
Actitis macularia,22693277,LC,Decreasing,NA,NA
Actitis macularius,22693277,LC,Decreasing,NA,NA
Tringa macularia,22693277,LC,Decreasing,NA,NA
Actophilornis africanus,22693528,LC,Stable,NA,NA
Aculeola nigra,44653,DD,Unknown,NA,NA
Acyrtops amplicirrus,154950,LC,Unknown,NA,NA
Rimicola brevis,154950,LC,Unknown,NA,NA
Acyrtops artius,185877,LC,Unknown,NA,NA
Acyrtus artius,185877,LC,Unknown,NA,NA
Arcos artius,185877,LC,Unknown,NA,NA
Acyrtops beryllina,185922,LC,Unknown,NA,NA
Acyrtops beryllinus,185922,LC,Unknown,NA,NA
Acyrtus beryllinus,185922,LC,Unknown,NA,NA
Gobiesox beryllinus,185922,LC,Unknown,NA,NA
Acyrtus lanthanum,68282959,LC,Unknown,NA,NA
Acyrtus rubiginosus,185876,LC,Unknown,NA,NA
Arcos rubiginosus,185876,LC,Unknown,NA,NA
Gobiesox androsiensis,185876,LC,Unknown,NA,NA
Sicyases carneus,185876,LC,Unknown,NA,NA
Sicyases rubiginosus,185876,LC,Unknown,NA,NA
Sicyases yumurina,185876,LC,Unknown,NA,NA
Adelotremus leptus,47400952,DD,Unknown,NA,NA
Adenops analis,16441303,DD,Unknown,NA,NA
Membras analis,16441303,DD,Unknown,NA,NA
Adenops argenteus,16441433,DD,Unknown,NA,NA
Membras argentea,16441433,DD,Unknown,NA,NA
Adinia multifasciata,196677,LC,Unknown,NA,NA
Adinia xenica,196677,LC,Unknown,NA,NA
Adioryx hastatus,16447855,LC,Unknown,NA,NA
Holocentrum hastatum,16447855,LC,Unknown,NA,NA
Holocentrus hastatus,16447855,LC,Unknown,NA,NA
Sargocentron hastatum,16447855,LC,Unknown,NA,NA
Adioryx poco,16447988,LC,Unknown,NA,NA
Holocentrus poco,16447988,LC,Unknown,NA,NA
Sargocentron poco,16447988,LC,Unknown,NA,NA
Adioryx vexillarius,16449034,LC,Unknown,NA,NA
Holocentrum vexillarium,16449034,LC,Unknown,NA,NA
Holocentrus vexillarius,16449034,LC,Unknown,NA,NA
Sargocentron vexillarium,16449034,LC,Unknown,NA,NA
Aegialitis annulata,178802,LC,Decreasing,NA,NA
Aegialitis rotundifolia,178839,NT,Decreasing,NA,NA
Aegiceras corniculatum,178797,LC,Decreasing,NA,NA
Aegiceras floridum,178856,NT,Decreasing,NA,NA
Aelurichthys longispinis,196806,LC,Unknown,NA,NA
Bagre marinus,196806,LC,Unknown,NA,NA
Galeichthys bahiensis,196806,LC,Unknown,NA,NA
Galeichthys blochii,196806,LC,Unknown,NA,NA
Galeichthys parrae,196806,LC,Unknown,NA,NA
Silurus marinus,196806,LC,Unknown,NA,NA
Aelurichthys panamensis,183765,LC,Unknown,NA,NA
Ailurichthys panamensis,183765,LC,Unknown,NA,NA
Bagre panamensis,183765,LC,Unknown,NA,NA
Aelurichthys pinnimaculatus,183986,LC,Unknown,NA,NA
Bagre pinnimaculatus,183986,LC,Unknown,NA,NA
Aeodes ecuadoreana,63653,CR,Decreasing,NA,NA
Schizymenia ecuadoreana,63653,CR,Decreasing,NA,NA
Aethaloperca polleni,132805,LC,Unknown,NA,NA
Cephalopholis polleni,132805,LC,Unknown,NA,NA
Cephalopholis virgatus,132805,LC,Unknown,NA,NA
Epinephelus polleni,132805,LC,Unknown,NA,NA
Gracila okinawae,132805,LC,Unknown,NA,NA
Gracila polleni,132805,LC,Unknown,NA,NA
Plectropoma lineatum,132805,LC,Unknown,NA,NA
Aethaloperca rogaa,132814,DD,Unknown,NA,NA
Aetheloperca rogaa,132814,DD,Unknown,NA,NA
Athaloperca rogae,132814,DD,Unknown,NA,NA
Perca lunaria,132814,DD,Unknown,NA,NA
Perca rogaa,132814,DD,Unknown,NA,NA
Cephalopholis albomarginatus,132800,DD,Unknown,NA,NA
Epinephelus albomarginatus,132800,DD,Unknown,NA,NA
Gracila albomarginata,132800,DD,Unknown,NA,NA
Gracilia albomarginata,132800,DD,Unknown,NA,NA
Aethia cristatella,22694915,LC,Decreasing,NA,NA
Aethia psittacula,22694906,LC,Decreasing,NA,NA
Cyclorrhynchus psittacula,22694906,LC,Decreasing,NA,NA
Aethia pusilla,22694921,LC,Decreasing,NA,NA
Aethia pygmaea,22694918,LC,Decreasing,NA,NA
Aethoprora effulgens,15598639,LC,Stable,NA,NA
Diaphus effulgens,15598639,LC,Stable,NA,NA
Aethoprora lucida,15598672,LC,Unknown,NA,NA
Diaphus lucidus,15598672,LC,Unknown,NA,NA
Aethoprora metopoclampa,198613,LC,Unknown,NA,NA
Diaphus meteopoclampus,198613,LC,Unknown,NA,NA
Diaphus metopoclampum,198613,LC,Unknown,NA,NA
Diaphus metopoclampus,198613,LC,Unknown,NA,NA
Myctophum metopoclampum,198613,LC,Unknown,NA,NA
Scopelus metopoclampum,198613,LC,Unknown,NA,NA
Aethoprora perspicillata,15598778,LC,Stable,NA,NA
Diaphus perspicillatus,15598778,LC,Stable,NA,NA
Aetobatus flagellum,60119,EN,Decreasing,NA,NA
Raja flagellum,60119,EN,Decreasing,NA,NA
Aetobatus narinari,39415,NT,Decreasing,NA,NA
Raja narinari,39415,NT,Decreasing,NA,NA
Aetomylaeus maculatus,60120,EN,Decreasing,NA,NA
Aetomylaeus milvus,60120,EN,Decreasing,NA,NA
Myliobatus maculatus,60120,EN,Decreasing,NA,NA
Aetomylaeus nichofii,41717,VU,Decreasing,NA,NA
Aetomylaeus vespertilio,60121,EN,Decreasing,NA,NA
Myliobatis vespertilio,60121,EN,Decreasing,NA,NA
Aetoplatea tentaculata,161516,DD,Unknown,NA,NA
Gymnura tentaculata,161516,DD,Unknown,NA,NA
Aetoplatea zonura,60113,VU,Decreasing,NA,NA
Gymnura zonura,60113,VU,Decreasing,NA,NA
Africonus cuneolus,192403,EN,Decreasing,NA,NA
Conus cuneolus,192403,EN,Decreasing,NA,NA
Africonus antoniomonteiroi,192381,LC,Stable,NA,NA
Conus antoniomonteiroi,192381,LC,Stable,NA,NA
Africonus fontonae,192572,VU,Stable,NA,NA
Conus fontonae,192572,VU,Stable,NA,NA
Africonus regonae,192785,VU,Stable,NA,NA
Conus regonae,192785,VU,Stable,NA,NA
Agaricia agaricites,133535,LC,Stable,NA,NA
Agaricia fragilis,133153,DD,Unknown,NA,NA
Agaricia grahamae,133288,LC,Unknown,NA,NA
Agaricia humilis,133255,LC,Stable,NA,NA
Agaricia lamarcki,132970,VU,Decreasing,NA,NA
Agaricia tenuifolia,133439,NT,Unknown,NA,NA
Agaricia undata,133100,DD,Unknown,NA,NA
Agathothoma finalis,678,DD,NA,NA,NA
Agelanthus kayseri,179657,LC,Unknown,NA,NA
Agelasticus thilius,22724178,LC,Stable,NA,NA
Aglaia cucullata,34364,DD,Decreasing,NA,NA
Agonostoma lacustris,197036,LC,Stable,NA,NA
Aldrichetta forsteri,197036,LC,Stable,NA,NA
Dajaus diemensis,197036,LC,Stable,NA,NA
Mugil albula,197036,LC,Stable,NA,NA
Mugil forsteri,197036,LC,Stable,NA,NA
Agonostoma microps,192943,LC,Stable,NA,NA
Agonostoma nasutum,192943,LC,Stable,NA,NA
Agonostoma percoides,192943,LC,Stable,NA,NA
Agonostoma squamipinne,192943,LC,Stable,NA,NA
Agonostomus hancocki,192943,LC,Stable,NA,NA
Agonostomus macracanthus,192943,LC,Stable,NA,NA
Agonostomus monticola,192943,LC,Stable,NA,NA
Dajaus elongatus,192943,LC,Stable,NA,NA
Joturus daguae,192943,LC,Stable,NA,NA
Mugil irretitus,192943,LC,Stable,NA,NA
Mugil monticola,192943,LC,Stable,NA,NA
Neomugil digueti,192943,LC,Stable,NA,NA
Agonus cataphractus,18227168,LC,Increasing,NA,NA
Cottus cataphractus,18227168,LC,Increasing,NA,NA
Agrioposphyraena barracuda,190399,LC,Unknown,NA,NA
Esox barracuda,190399,LC,Unknown,NA,NA
Sphyraena baracuda,190399,LC,Unknown,NA,NA
Sphyraena barracuda,190399,LC,Unknown,NA,NA
Sphyraena becuna,190399,LC,Unknown,NA,NA
Sphyraena commersonii,190399,LC,Unknown,NA,NA
