"","am_sid","iucn_sid","sciname","parent_sid","subpop_sid","spp_group","category","trend","am_area","iucn_area"
"980","Fis-25197",187573,"Symphodus rostratus",NA,NA,"WRASSES","LC","Stable",1511579.72701049,2593807.47968928
"981","Fis-25198",187696,"Xyrichtys novacula",NA,NA,"WRASSES","LC","Stable",7757259.08980433,9770912.92681251
"982","Fis-25271",193792,"Contusus richei",NA,NA,"PUFFERFISH","LC","Unknown",1517232.22679659,1438928.80323543
"983","Fis-25281",177961,"Acanthurus nubilus",NA,NA,"SURGEONFISH_TANGS_UNICORNFISH","LC","Unknown",7892264.63066395,9269788.40793049
"984","Fis-25282",178008,"Acanthurus thompsoni",NA,NA,"SURGEONFISH_TANGS_UNICORNFISH","LC","Stable",12090845.7127132,26065240.5164555
"985","Fis-25283",178011,"Acanthurus leucopareius",NA,NA,"SURGEONFISH_TANGS_UNICORNFISH","LC","Stable",6305009.37681275,NA
"986","Fis-25284",178019,"Acanthurus nigrofuscus",NA,NA,"SURGEONFISH_TANGS_UNICORNFISH","LC","Stable",31735291.3344881,29834560.2004013
"987","Fis-25285",177987,"Acanthurus sohal",NA,NA,"SURGEONFISH_TANGS_UNICORNFISH","LC","Stable",3909661.328397,1790219.51205677
"988","Fis-25286",177957,"Acanthurus maculiceps",NA,NA,"SURGEONFISH_TANGS_UNICORNFISH","LC","Unknown",14902354.4843565,13315972.2395429
"989","Fis-25293",166947,"Lagocephalus sceleratus",NA,NA,"PUFFERFISH","LC","Unknown",35675920.6540135,30486939.6284539
"990","Fis-25341",44684,"Plectropomus leopardus",NA,NA,"GROUPERS","NT","Decreasing",16650511.5769404,11854328.1167985
"991","Fis-25351",187451,"Halichoeres argus",NA,NA,"WRASSES","LC","Unknown",18731325.7500184,11272178.6423139
"992","Fis-25352",187677,"Halichoeres melanurus",NA,NA,"WRASSES","LC","Unknown",18096714.1443467,12996715.0382859
"993","Fis-25353",187810,"Halichoeres chloropterus",NA,NA,"WRASSES","LC","Unknown",11842917.2575622,10067183.280889
"994","Fis-25354",187407,"Wetmorella nigropinnata",NA,NA,"WRASSES","LC","Unknown",23746372.446909,18385628.316171
"995","Fis-25365",132818,"Plectropomus maculatus",NA,NA,"GROUPERS","LC","Decreasing",11396008.185894,10821663.4135604
"996","Fis-25382",132787,"Anyperodon leucogrammicus",NA,NA,"GROUPERS","LC","Unknown",26127730.6480262,23049900.571626
"997","Fis-25401",193758,"Ephippion guttifer",NA,NA,"PUFFERFISH","LC","Unknown",1768670.96101803,1692745.30271182
"998","Fis-25402",132817,"Epinephelus goreensis",NA,NA,"GROUPERS","LC","Decreasing",31518755.4463289,31506484.5553106
"999","Fis-25405",190713,"Scarus spinus",NA,NA,"PARROTFISH","LC","Unknown",16643192.3388097,13088386.8198326
"1000","Fis-25406",155290,"Scarus schlegeli",NA,NA,"PARROTFISH","LC","Unknown",20888438.8367882,17165496.1625045
"1001","Fis-25409",187692,"Macropharyngodon meleagris",NA,NA,"WRASSES","LC","Unknown",22507993.299408,18661100.080825
"1002","Fis-25425",190703,"Scarus hoefleri",NA,NA,"PARROTFISH","LC","Unknown",1504791.90275823,1395041.10268885
"1003","Fis-25458",165674,"Prognathodes marcellae",NA,NA,"BUTTERFLYFISH","LC","Unknown",1361429.7288317,1294020.65180455
"1004","Fis-25463",187517,"Diproctacanthus xanthurus",NA,NA,"WRASSES","LC","Unknown",11862171.6082359,10643229.5332349
"1005","Fis-25464",187631,"Labrichthys unilineatus",NA,NA,"WRASSES","LC","Unknown",23454222.7215584,21084817.4216918
"1006","Fis-25493",43974,"Epinephelus akaara",NA,NA,"GROUPERS","EN","Decreasing",2190999.99422532,2107939.40788726
"1007","Fis-25570",132817,"Epinephelus fasciatus",NA,NA,"GROUPERS","LC","Decreasing",33992808.1813172,31506484.5553106
"1008","Fis-25571",132815,"Epinephelus cyanopodus",NA,NA,"GROUPERS","LC","Unknown",17138490.1385956,13719356.6129378
"1009","Fis-25572",132723,"Epinephelus maculatus",NA,NA,"GROUPERS","LC","Decreasing",18329414.9636968,13767755.2996551
"1010","Fis-25575",132745,"Epinephelus morrhua",NA,NA,"GROUPERS","LC","Decreasing",19616417.1210374,11400494.7740846
"1011","Fis-25576",132738,"Variola louti",NA,NA,"GROUPERS","LC","Stable",32775810.1516162,25172962.5790101
"1012","Fis-25586",132774,"Epinephelus areolatus",NA,NA,"GROUPERS","LC","Unknown",23686231.8830016,20174140.23506
"1013","Fis-25587",170198,"Rhabdosargus sarba",NA,NA,"SEABREAMS_PORGIES","LC","Stable",23378746.3422783,21156593.0821661
"1014","Fis-25593",170226,"Sparodon durbanensis",NA,NA,"SEABREAMS_PORGIES","NT","Decreasing",1532763.60712023,275445.922137809
"1015","Fis-25618",193632,"Sphoeroides greeleyi",NA,NA,"PUFFERFISH","LC","Unknown",4943906.5812488,3395181.31699573
"1016","Fis-25619",193699,"Arothron hispidus",NA,NA,"PUFFERFISH","LC","Unknown",33788011.6033,31466489.522594
"1017","Fis-25632",165902,"Centropyge bicolor",NA,NA,"ANGELFISH","LC","Stable",23977520.7943437,19477955.919202
"1018","Fis-25637",187396,"Labroides dimidiatus",NA,NA,"WRASSES","LC","Unknown",32607235.5529434,30348321.3463426
"1019","Fis-25650",165659,"Chelmon rostratus",NA,NA,"BUTTERFLYFISH","LC","Stable",18005209.2304342,12447530.0094957
"1020","Fis-25659",187715,"Bodianus anthioides",NA,NA,"WRASSES","LC","Unknown",24617934.6133673,19820838.947224
"1021","Fis-25660",187516,"Bodianus axillaris",NA,NA,"WRASSES","LC","Unknown",31056211.5995668,26260061.2691232
"1022","Fis-25662",187646,"Bodianus mesothorax",NA,NA,"WRASSES","LC","Unknown",18585597.7519772,14061213.2123619
"1023","Fis-25663",187578,"Choerodon anchorago",NA,NA,"WRASSES","LC","Unknown",17583377.6344864,12699478.768266
"1024","Fis-25671",172363,"Elops machnata",NA,NA,"BONEFISH_TARPONS","LC","Unknown",22828622.8197178,14446560.1662082
"1025","Fis-25679",132823,"Epinephelus chlorostigma",NA,NA,"GROUPERS","LC","Stable",21576237.0863883,9191248.98422795
"1026","Fis-25680",170266,"Acanthopagrus berda",NA,NA,"SEABREAMS_PORGIES","LC","Unknown",13274750.13902,6334062.71350085
"1027","Fis-25681",170194,"Chrysoblephus anglicus",NA,NA,"SEABREAMS_PORGIES","NT","Decreasing",645813.504159401,321500.686519891
"1028","Fis-25683",170259,"Chrysoblephus puniceus",NA,NA,"SEABREAMS_PORGIES","LC","Increasing",904360.825888045,200699.549653557
"1029","Fis-25684",170204,"Cymatoceps nasutus",NA,NA,"SEABREAMS_PORGIES","VU","Decreasing",472848.07347049,276832.448190163
"1030","Fis-25685",170208,"Pachymetopon grande",NA,NA,"SEABREAMS_PORGIES","NT","Decreasing",1246046.10740888,239237.6922578
"1031","Fis-25687",170203,"Rhabdosargus holubi",NA,NA,"SEABREAMS_PORGIES","LC","Unknown",937303.290330315,388163.624305777
"1032","Fis-25688",170172,"Spondyliosoma emarginatum",NA,NA,"SEABREAMS_PORGIES","LC","Unknown",959075.437931853,319341.460724269
"1033","Fis-25689",63571,"Bolbometopon muricatum",NA,NA,"PARROTFISH","VU","Decreasing",23473311.5802457,20206867.932945
"1034","Fis-25690",190690,"Cetoscarus bicolor",NA,NA,"PARROTFISH","LC","Unknown",13266679.0778576,623042.653839984
"1035","Fis-25691",190745,"Hipposcarus longiceps",NA,NA,"PARROTFISH","LC","Unknown",21587822.3107742,17949129.6207271
"1036","Fis-25692",190726,"Scarus altipinnis",NA,NA,"PARROTFISH","LC","Unknown",16964956.0797446,11183581.430204
"1037","Fis-25694",190747,"Scarus forsteni",NA,NA,"PARROTFISH","LC","Unknown",19662356.4668968,15788231.7423938
"1038","Fis-25696",190731,"Scarus rubroviolaceus",NA,NA,"PARROTFISH","LC","Unknown",30421273.2570325,27182942.1467085
"1039","Fis-25697",165651,"Chaetodon lunula",NA,NA,"BUTTERFLYFISH","LC","Stable",31998481.3211374,29129233.3621295
"1040","Fis-25698",165702,"Coradion chrysozonus",NA,NA,"BUTTERFLYFISH","LC","Stable",17246703.5799881,13324899.6878012
"1041","Fis-25699",165667,"Forcipiger longirostris",NA,NA,"BUTTERFLYFISH","LC","Unknown",28883446.893764,22603156.1236752
"1042","Fis-25700",165672,"Hemitaurichthys polylepis",NA,NA,"BUTTERFLYFISH","LC","Stable",22241348.5132519,18485010.6709803
"1043","Fis-25701",165626,"Heniochus acuminatus",NA,NA,"BUTTERFLYFISH","LC","Stable",32710828.5005593,29960423.3173578
"1044","Fis-25702",165652,"Heniochus varius",NA,NA,"BUTTERFLYFISH","LC","Stable",20511866.1315191,16746199.0569173
"1045","Fis-25703",187713,"Pseudodax moluccanus",NA,NA,"WRASSES","LC","Unknown",28724439.6470524,24164264.8088621
"1046","Fis-25704",187523,"Oxycheilinus bimaculatus",NA,NA,"WRASSES","LC","Unknown",28076032.4818346,20754769.8118961
"1047","Fis-25705",187384,"Cheilinus chlorourus",NA,NA,"WRASSES","LC","Unknown",27858737.5453286,23872557.0895498
"1048","Fis-25707",187739,"Cheilinus fasciatus",NA,NA,"WRASSES","LC","Unknown",27506062.1033341,22528863.5996617
"1049","Fis-25708",187674,"Oxycheilinus unifasciatus",NA,NA,"WRASSES","LC","Unknown",23591790.3550407,18076220.0828511
"1050","Fis-25709",187722,"Epibulus insidiator",NA,NA,"WRASSES","LC","Unknown",29844911.4761834,25887759.4042569
"1051","Fis-25710",187681,"Cymolutes praetextatus",NA,NA,"WRASSES","LC","Unknown",14581339.6715722,12539294.7158765
"1052","Fis-25711",187530,"Cymolutes torquatus",NA,NA,"WRASSES","LC","Unknown",15560495.1731968,10367352.6931971
"1053","Fis-25713",187441,"Novaculichthys taeniourus",NA,NA,"WRASSES","LC","Unknown",30863434.0506105,27954843.752283
"1054","Fis-25716",187477,"Pseudocheilinus hexataenia",NA,NA,"WRASSES","LC","Unknown",28675868.1320378,23382617.9629994
"1055","Fis-25717",187625,"Pteragogus guttatus",NA,NA,"WRASSES","LC","Unknown",5068298.49189317,2209767.30179129
"1056","Fis-25718",187383,"Cheilio inermis",NA,NA,"WRASSES","LC","Unknown",29992212.2453235,26555715.2330036
"1057","Fis-25720",187783,"Halichoeres hartzfeldii",NA,NA,"WRASSES","LC","Unknown",19041205.9923076,12675811.9520814
"1058","Fis-25722",187443,"Halichoeres margaritaceus",NA,NA,"WRASSES","LC","Unknown",21560349.1805623,19247685.4810442
"1059","Fis-25723",187454,"Halichoeres scapularis",NA,NA,"WRASSES","LC","Unknown",21135334.8236253,18327859.7841539
"1060","Fis-25724",187474,"Halichoeres trimaculatus",NA,NA,"WRASSES","LC","Unknown",22034473.6390069,18516655.0385592
"1061","Fis-25725",187373,"Hemigymnus fasciatus",NA,NA,"WRASSES","LC","Unknown",30274931.2467119,26654129.0490376
"1062","Fis-25726",187476,"Hemigymnus melapterus",NA,NA,"WRASSES","LC","Unknown",27912585.7966461,24104335.2795722
"1063","Fis-25727",187698,"Hologymnosus annulatus",NA,NA,"WRASSES","LC","Unknown",26105981.5681763,20691450.3767601
"1064","Fis-25728",187527,"Hologymnosus doliatus",NA,NA,"WRASSES","LC","Unknown",25828859.6810075,21515514.1160388
"1065","Fis-25729",187547,"Pseudocoris yamashiroi",NA,NA,"WRASSES","LC","Unknown",18497432.8969298,15893448.0234443
"1066","Fis-25730",187424,"Stethojulis bandanensis",NA,NA,"WRASSES","LC","Unknown",24879373.5453603,22470861.6340119
"1067","Fis-25731",187489,"Stethojulis strigiventer",NA,NA,"WRASSES","LC","Unknown",26861953.7769589,22994751.0678211
"1068","Fis-25732",187490,"Thalassoma amblycephalum",NA,NA,"WRASSES","LC","Unknown",29393996.0110448,26435321.5989593
"1069","Fis-25734",187780,"Thalassoma jansenii",NA,NA,"WRASSES","LC","Unknown",17043868.0324379,13280795.3811252
"1070","Fis-25735",187381,"Thalassoma lunare",NA,NA,"WRASSES","LC","Stable",29821227.4717551,27120659.928215
"1071","Fis-25736",187685,"Thalassoma lutescens",NA,NA,"WRASSES","LC","Unknown",25319412.3822265,16652143.1055767
"1072","Fis-25737",187746,"Thalassoma purpureum",NA,NA,"WRASSES","LC","Unknown",30702785.0436177,27364089.673876
"1073","Fis-25738",187733,"Thalassoma quinquevittatum",NA,NA,"WRASSES","LC","Unknown",27737596.3373486,23191988.7972171
"1074","Fis-25739",187707,"Thalassoma trilobatum",NA,NA,"WRASSES","LC","Unknown",25664755.9030799,21359219.0358955
"1075","Fis-25748",165884,"Chaetodontoplus mesoleucus",NA,NA,"ANGELFISH","LC","Stable",11946712.5079265,9856155.43350979
"1076","Fis-25749",165867,"Pomacanthus navarchus",NA,NA,"ANGELFISH","LC","Stable",11675197.9115172,8841518.72852831
"1077","Fis-25750",165829,"Pomacanthus xanthometopon",NA,NA,"ANGELFISH","LC","Stable",16480168.4191957,13889121.6501471
"1078","Fis-25751",165851,"Pomacanthus semicirculatus",NA,NA,"ANGELFISH","LC","Stable",26844104.5717749,23639015.5694665
"1079","Fis-25907",178005,"Zebrasoma scopas",NA,NA,"SURGEONFISH_TANGS_UNICORNFISH","LC","Stable",31358721.9118785,28863851.4409736
"1080","Fis-25943",170201,"Pachymetopon aeneum",NA,NA,"SEABREAMS_PORGIES","LC","Increasing",339841.400770281,316287.776245162
"1081","Fis-25944",132736,"Epinephelus rivulatus",NA,NA,"GROUPERS","LC","Decreasing",18639220.0842291,8525026.20235471
"1082","Fis-25945",170183,"Chrysoblephus cristiceps",NA,NA,"SEABREAMS_PORGIES","CR","Decreasing",494653.465022089,275944.923957158
"1083","Fis-25946",170256,"Chrysoblephus gibbiceps",NA,NA,"SEABREAMS_PORGIES","EN","Decreasing",417658.921988396,177933.750710891
"1084","Fis-25952",177969,"Acanthurus nigricans",NA,NA,"SURGEONFISH_TANGS_UNICORNFISH","LC","Stable",17869651.1055719,10611203.0247639
"1085","Fis-25952",177953,"Acanthurus nigricans",NA,NA,"SURGEONFISH_TANGS_UNICORNFISH","LC","Stable",17869651.1055719,10611203.0247639
"1086","Fis-25952",154818,"Acanthurus nigricans",NA,NA,"SURGEONFISH_TANGS_UNICORNFISH","LC","Unknown",17869651.1055719,10611203.0247639
"1087","Fis-25953",177964,"Ctenochaetus marginatus",NA,NA,"SURGEONFISH_TANGS_UNICORNFISH","LC","Unknown",3713636.71468029,3108563.83753687
"1088","Fis-25954",177949,"Ctenochaetus strigosus",NA,NA,"SURGEONFISH_TANGS_UNICORNFISH","LC","Stable",9571492.72421071,692057.02592176
"1089","Fis-25955",177972,"Paracanthurus hepatus",NA,NA,"SURGEONFISH_TANGS_UNICORNFISH","LC","Unknown",25527731.0372807,22381149.6626744
"1090","Fis-25956",178005,"Zebrasoma flavescens",NA,NA,"SURGEONFISH_TANGS_UNICORNFISH","LC","Stable",18532361.261764,14370243.599971
"1091","Fis-25956",178015,"Zebrasoma flavescens",NA,NA,"SURGEONFISH_TANGS_UNICORNFISH","LC","Stable",18532361.261764,14370243.599971
"1092","Fis-25957",177988,"Naso annulatus",NA,NA,"SURGEONFISH_TANGS_UNICORNFISH","LC","Stable",28142795.4764605,23809611.7399443
"1093","Fis-25958",177983,"Naso brachycentron",NA,NA,"SURGEONFISH_TANGS_UNICORNFISH","LC","Stable",21789373.7171544,17134260.6717441
"1094","Fis-25959",177990,"Naso brevirostris",NA,NA,"SURGEONFISH_TANGS_UNICORNFISH","LC","Stable",32523041.665782,29750684.323566
"1095","Fis-25960",155120,"Naso vlamingii",NA,NA,"SURGEONFISH_TANGS_UNICORNFISH","LC","Decreasing",26931157.3087123,24423654.0304293
"1096","Fis-25968",48342137,"Exallias brevis",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",28461525.7963678,24156789.2042631
"1097","Fis-25969",48342385,"Ecsenius bicolor",NA,NA,"COMBTOOTHBLENNIES","LC","Decreasing",21343287.2496473,15702764.0967249
"1098","Fis-25970",48342451,"Ecsenius yaeyamaensis",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",15196147.9423015,10948120.0651666
"1099","Fis-25971",48342521,"Entomacrodus caudofasciatus",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",16063631.2154486,12235328.852814
"1100","Fis-25972",48342389,"Entomacrodus decussatus",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",17208259.7515753,14594643.8733808
"1101","Fis-25974",48342213,"Entomacrodus striatus",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",28480377.245784,24812884.5389971
"1102","Fis-25975",48342265,"Entomacrodus thalassinus",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",24201274.6893248,20392323.5588853
"1103","Fis-25979",46079801,"Istiblennius edentulus",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",30657147.4586472,27889046.964694
"1104","Fis-25980",48342321,"Istiblennius lineatus",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",23523737.3791699,18689910.7602602
"1105","Fis-25986",48342519,"Rhabdoblennius rhabdotrachelus",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",5679775.80366355,2796270.38050696
"1106","Fis-25987",48342471,"Rhabdoblennius snowi",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",8766542.57770593,4147066.7871106
"1107","Fis-25988",48342111,"Salarias fasciatus",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",23217592.5735686,21192833.3736008
"1108","Fis-25990",154643,"Parenchelyurus hepburni",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",18787670.3510568,16198424.8307295
"1109","Fis-25991",48342525,"Aspidontus dussumieri",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",27467267.7258215,22579773.2073414
"1110","Fis-25992",48342093,"Meiacanthus atrodorsalis",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",15576027.6259739,11927371.7566618
"1111","Fis-25993",48342154,"Meiacanthus grammistes",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",13294547.5284255,10868510.81539
"1112","Fis-25994",48342530,"Plagiotremus laudandus",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",16400790.3242053,12828211.1288873
"1113","Fis-25995",48342477,"Plagiotremus rhinorhynchos",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",28697957.2423628,24801573.3124411
"1114","Fis-25996",48342366,"Plagiotremus tapeinosoma",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",29104044.3304161,24134595.0443511
"1115","Fis-25997",48342225,"Petroscirtes breviceps",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",18962780.6355218,15933935.1827534
"1116","Fis-25999",187754,"Cymolutes lecluse",NA,NA,"WRASSES","LC","Unknown",8914410.3789595,633070.145145296
"1117","Fis-26097",193804,"Arothron nigropunctatus",NA,NA,"PUFFERFISH","LC","Unknown",24743178.4272524,20634106.5466348
"1118","Fis-26098",193662,"Arothron meleagris",NA,NA,"PUFFERFISH","LC","Stable",22645690.523891,13982236.0689405
"1119","Fis-26113",61338,"Epinephelus malabaricus",NA,NA,"GROUPERS","NT","Decreasing",23379509.2074863,20044552.1337
"1120","Fis-26116",132825,"Cephalopholis aurantia",NA,NA,"GROUPERS","LC","Unknown",27558316.5177223,19143918.1922627
"1121","Fis-26117",39773,"Cephalopholis boenak",NA,NA,"GROUPERS","LC","Unknown",20909817.3477143,17563337.3039422
"1122","Fis-26118",132808,"Cephalopholis cyanostigma",NA,NA,"GROUPERS","LC","Unknown",12596190.9620316,10209331.7803084
"1123","Fis-26119",132743,"Cephalopholis formosa",NA,NA,"GROUPERS","LC","Unknown",12328092.0751408,8440590.3944178
"1124","Fis-26120",132759,"Cephalopholis hemistiktos",NA,NA,"GROUPERS","NT","Decreasing",1706845.13997355,1531720.24210905
"1125","Fis-26121",132737,"Cephalopholis leopardus",NA,NA,"GROUPERS","LC","Unknown",22998890.5663803,19786879.8535267
"1126","Fis-26122",132789,"Cephalopholis microprion",NA,NA,"GROUPERS","LC","Unknown",12801426.6560601,10374095.6867302
"1127","Fis-26123",132732,"Cephalopholis miniata",NA,NA,"GROUPERS","LC","Decreasing",28542227.7755846,22898313.5286311
"1128","Fis-26124",132805,"Cephalopholis polleni",NA,NA,"GROUPERS","LC","Unknown",12372593.0757243,6261132.69749043
"1129","Fis-26125",132741,"Cephalopholis sexmaculata",NA,NA,"GROUPERS","LC","Decreasing",26443885.9105171,18985040.1802855
"1130","Fis-26126",132757,"Cephalopholis sonnerati",NA,NA,"GROUPERS","LC","Stable",27162491.6274879,22005076.9430589
"1131","Fis-26127",132825,"Cephalopholis spiloparaea",NA,NA,"GROUPERS","LC","Unknown",23868170.8790964,19143918.1922627
"1132","Fis-26128",132783,"Cephalopholis urodeta",NA,NA,"GROUPERS","LC","Unknown",25684732.1007103,17880223.1738106
"1133","Fis-26129",39774,"Cromileptes altivelis",NA,NA,"GROUPERS","VU","Decreasing",16046104.6580363,14136225.78709
"1134","Fis-26136",44674,"Epinephelus coioides",NA,NA,"GROUPERS","NT","Decreasing",22243549.1325885,18589007.0396278
"1135","Fis-26139",7858,"Epinephelus lanceolatus",NA,NA,"GROUPERS","VU","Decreasing",29668579.9873857,24991115.8308869
"1136","Fis-26140",7859,"Epinephelus marginatus",NA,NA,"GROUPERS","EN","Decreasing",9187287.70729224,6535276.63694517
"1137","Fis-26141",132804,"Epinephelus ongus",NA,NA,"GROUPERS","LC","Unknown",20566308.5304678,17599882.4426859
"1138","Fis-26142",61339,"Epinephelus polyphekadion",NA,NA,"GROUPERS","NT","Decreasing",27397809.3939113,22398781.8544144
"1139","Fis-26144",132799,"Epinephelus quoyanus",NA,NA,"GROUPERS","LC","Decreasing",15480070.7049093,14655528.021781
"1140","Fis-26145",132830,"Epinephelus undulosus",NA,NA,"GROUPERS","LC","Stable",16030745.2822495,13253582.7132397
"1141","Fis-26162",165862,"Pomacanthus imperator",NA,NA,"ANGELFISH","LC","Stable",31920360.6808328,30371230.1909667
"1142","Fis-26169",165835,"Apolemichthys trimaculatus",NA,NA,"ANGELFISH","LC","Stable",21727193.56544,16933797.1220667
"1143","Fis-26177",193656,"Canthigaster bennetti",NA,NA,"PUFFERFISH","LC","Unknown",26523348.5881959,23206640.978298
"1144","Fis-26178",193669,"Canthigaster compressa",NA,NA,"PUFFERFISH","LC","Unknown",11381402.9281354,8140152.90581623
"1145","Fis-26179",193766,"Canthigaster janthinoptera",NA,NA,"PUFFERFISH","LC","Unknown",28122880.953999,23934197.7106961
"1146","Fis-26180",193796,"Canthigaster valentini",NA,NA,"PUFFERFISH","LC","Decreasing",28235401.0292933,22423818.9283106
"1147","Fis-26181",165901,"Centropyge tibicen",NA,NA,"ANGELFISH","LC","Stable",19151233.3206292,16349169.7454892
"1148","Fis-26182",165876,"Centropyge multispinis",NA,NA,"ANGELFISH","LC","Stable",14245119.1325658,5564715.09241883
"1149","Fis-26189",165840,"Pomacanthus sexstriatus",NA,NA,"ANGELFISH","LC","Stable",18487932.8045869,14109995.0317399
"1150","Fis-26195",165885,"Pygoplites diacanthus",NA,NA,"ANGELFISH","LC","Stable",29998317.3730235,26112378.7650057
"1151","Fis-26199",193775,"Canthigaster solandri",NA,NA,"PUFFERFISH","LC","Unknown",19801193.3692424,9990153.93370207
"1152","Fis-26201",187554,"Bodianus bilunulatus",NA,NA,"WRASSES","LC","Unknown",16275157.7951866,8979515.46121859
"1153","Fis-26205",187446,"Thalassoma cupido",NA,NA,"WRASSES","LC","Unknown",2015734.8372224,1920696.47688715
"1154","Fis-26210",193716,"Arothron reticularis",NA,NA,"PUFFERFISH","LC","Unknown",19354635.3488346,17451522.0066129
"1155","Fis-26212",187612,"Choerodon jordani",NA,NA,"WRASSES","LC","Unknown",13988550.852227,9436166.99016856
"1156","Fis-26219",172416,"Chelonodon patoca",NA,NA,"PUFFERFISH","LC","Unknown",20680828.7935923,15933749.7899609
"1157","Fis-26221",165888,"Genicanthus lamarck",NA,NA,"ANGELFISH","LC","Stable",16865589.2097309,11312826.990178
"1158","Fis-26222",187634,"Halichoeres miniatus",NA,NA,"WRASSES","LC","Unknown",12100560.4067899,9329096.55496098
"1159","Fis-26224",187689,"Stethojulis trilineata",NA,NA,"WRASSES","LC","Unknown",16982253.0768928,14240566.462849
"1160","Fis-26230",187563,"Stethojulis interrupta",NA,NA,"WRASSES","LC","Unknown",19370651.5001439,16116463.9043345
"1161","Fis-26239",165868,"Centropyge nox",NA,NA,"ANGELFISH","LC","Stable",14624457.5469206,10426250.0054906
"1162","Fis-26244",132778,"Epinephelus hexagonatus",NA,NA,"GROUPERS","LC","Stable",23246476.9406464,15824664.9740225
"1163","Fis-26245",132766,"Epinephelus macrospilos",NA,NA,"GROUPERS","LC","Unknown",23705752.301201,18900022.9384211
"1164","Fis-26247",187548,"Halichoeres nebulosus",NA,NA,"WRASSES","LC","Unknown",21940977.7372063,18059599.5399216
"1165","Fis-26248",154904,"Halichoeres ornatissimus",NA,NA,"WRASSES","LC","Unknown",9071942.23754578,633070.145145296
"1166","Fis-26249",193705,"Canthigaster rivulata",NA,NA,"PUFFERFISH","LC","Unknown",20775166.1186099,3017232.70297161
"1167","Fis-26337",187747,"Choerodon robustus",NA,NA,"WRASSES","LC","Unknown",14990601.7020177,4151667.17921172
"1168","Fis-26339",177980,"Naso thynnoides",NA,NA,"SURGEONFISH_TANGS_UNICORNFISH","LC","Stable",23534167.8729003,16500092.3663548
"1169","Fis-26340",177975,"Naso minor",NA,NA,"SURGEONFISH_TANGS_UNICORNFISH","LC","Stable",13763847.0374598,7298503.36354442
"1170","Fis-26414",187679,"Coris picta",NA,NA,"WRASSES","LC","Stable",1190068.00695793,1190068.00695793
"1171","Fis-26417",193607,"Arothron manilensis",NA,NA,"PUFFERFISH","LC","Unknown",16664743.3485423,14320166.5816729
"1172","Fis-26418",193805,"Arothron immaculatus",NA,NA,"PUFFERFISH","LC","Unknown",19160472.2955559,13273051.7207965
"1173","Fis-26483",132776,"Plectropomus oligacanthus",NA,NA,"GROUPERS","NT","Decreasing",10944622.9515999,8061420.14330962
"1174","Fis-26494",132826,"Epinephelus bleekeri",NA,NA,"GROUPERS","NT","Decreasing",10811522.4167185,7826962.78874885
"1175","Fis-26498",61337,"Epinephelus daemelii",NA,NA,"GROUPERS","NT","Unknown",1343561.40382638,1145772.23248644
"1176","Fis-26499",132777,"Epinephelus diacanthus",NA,NA,"GROUPERS","NT","Decreasing",1391047.68148452,1262236.05809373
"1177","Fis-26503",132726,"Epinephelus flavocaeruleus",NA,NA,"GROUPERS","LC","Unknown",6317548.71176838,5836996.13477134
"1178","Fis-26504",132829,"Epinephelus howlandi",NA,NA,"GROUPERS","LC","Unknown",11405453.7731861,8153652.04187395
"1179","Fis-26507",132748,"Epinephelus longispinis",NA,NA,"GROUPERS","LC","Unknown",10643690.3659335,4765658.20513129
"1180","Fis-26508",132756,"Epinephelus miliaris",NA,NA,"GROUPERS","LC","Unknown",16561775.8356416,9396718.39944949
"1181","Fis-26509",132740,"Epinephelus multinotatus",NA,NA,"GROUPERS","LC","Decreasing",8249571.9247629,5267051.72396361
"1182","Fis-26510",132802,"Epinephelus poecilonotus",NA,NA,"GROUPERS","LC","Unknown",17162670.9592822,5029895.69286874
"1183","Fis-26511",132755,"Epinephelus radiatus",NA,NA,"GROUPERS","LC","Unknown",15748270.2569406,3405940.32560684
"1184","Fis-26512",132731,"Epinephelus socialis",NA,NA,"GROUPERS","NT","Decreasing",7064534.82473832,5620734.47344654
"1185","Fis-26517",64412,"Plectropomus laevis",NA,NA,"GROUPERS","VU","Decreasing",21233374.1654523,18752005.2777147
"1186","Fis-26518",132790,"Triso dermopterus",NA,NA,"GROUPERS","LC","Unknown",3968140.17512425,1827876.18717112
