iucn_sid,am_sid,sciname,match
180286,W-Hol-732374,Holothuria pardalis,id
180298,W-Hol-149898,Parastichopus regalis,id
180313,W-Hol-529517,Isostichopus macroparentheses,id
180324,W-Hol-210915,Thelenota anax,id
180326,SLB-65999,Holothuria nobilis,id
180337,SLB-88333,Actinopyga mauritiana,id
180352,W-Hol-210759,Bohadschia vitiensis,id
180353,SLB-65995,Actinopyga agassizi,id
180373,SLB-156675,Isostichopus fuscus,id
180375,SLB-88370,Holothuria leucospilota,id
180381,W-Hol-152565,Pseudostichopus mollis,id
180386,W-Hol-210761,Bohadschia similis,id
180400,SLB-88369,Holothuria edulis,id
180406,W-Hol-241773,Actinopyga palauensis,id
180411,W-Hol-210762,Bohadschia marmorata,id
180414,SLB-88397,Holothuria fuscopunctata,id
180421,SLB-66003,Holothuria atra,id
180424,W-Hol-241776,Apostichopus japonicus,id
180436,W-Hol-529363,Parastichopus californicus,id
180437,W-Hol-732217,Holothuria arenicola,id
180443,SLB-92934,Holothuria rigida,id
180455,SLB-66024,Holothuria tubulosa,id
180477,W-Hol-149789,Stichopus chloronotus,id
180481,W-Hol-210916,Thelenota ananas,id
180488,W-Hol-210914,Stichopus horrens,id
180492,W-Hol-732363,Holothuria mexicana,id
180494,SLB-159332,Holothuria fuscocinerea,id
180504,SLB-169637,Holothuria cinerascens,id
180512,SLB-66013,Holothuria impatiens,id
180515,W-Hol-174115,Bathyplotes moseleyi,id
180518,W-Hol-208947,Actinopyga echinites,id
180519,W-Hol-367868,Isostichopus badionotus,id
180525,W-Hol-732377,Holothuria pervicax,id
180530,W-Hol-242106,Actinopyga caerulea,id
180534,W-Hol-732701,Holothuria inhabilis,id
180541,W-Hol-210768,Bohadschia argus,id
182549,Fis-31165,Elops lacerta,id
183260,Fis-61198,Scartichthys viridis,id
183275,Fis-28917,Scartichthys gigas,id
183276,Fis-25000,Sphoeroides lobatus,id
183308,Fis-32760,Ophioblennius steindachneri,id
183310,Fis-35548,Prionurus laticlavius,id
183327,Fis-28657,Semicossyphus darwini,id
183341,Fis-29078,Canthigaster punctatissima,id
183367,Fis-24701,Hypsypops rubicundus,id
183378,Fis-35654,Halichoeres chierchiae,id
183397,Fis-26922,Abudefduf troschelii,id
183425,Fis-26938,Hypsoblennius brevipinnis,id
183431,Fis-28527,Stegastes acapulcoensis,id
183452,Fis-34881,Chromis limbaughi,id
183460,Fis-136667,Abudefduf declivifrons,id
183462,Fis-138530,Stegastes beebei,id
183468,Fis-29029,Scarus compressus,id
183472,Fis-28514,Microspathodon bairdii,id
183483,Fis-28205,Abudefduf concolor,id
183529,Fis-35653,Halichoeres aestuaricola,id
183530,Fis-28528,Stegastes arcifrons,id
183539,Fis-26941,Bodianus eclancheri,id
183567,Fis-28533,Stegastes redemptus,id
183586,Fis-28532,Stegastes rectifraenum,id
183587,Fis-61707,Sphoeroides rosenblatti,id
183607,Fis-61706,Sphoeroides lispus,id
183611,Fis-24694,Hypsoblennius gentilis,id
183624,Fis-26939,Bodianus diplotaenia,id
183646,Fis-35549,Prionurus punctatus,id
183652,Fis-24999,Sphoeroides annulatus,id
183653,Fis-32748,Chromis atrilobata,id
183725,Fis-61194,Scartichthys variolatus,id
183731,Fis-28996,Halichoeres melanotis,id
183747,Fis-28529,Stegastes flavilatus,id
183754,Fis-140176,Xyrichtys mundiceps,id
183771,Fis-28994,Halichoeres adustus,id
183774,Fis-34870,Azurina hirundo,id
183789,Fis-28522,Nexilosus latifrons,id
183793,Fis-34878,Chromis intercrusma,id
183813,Fis-29028,Nicholsina denticulata,id
183817,Fis-24662,Halichoeres semicinctus,id
183822,Fis-26904,Halichoeres dispilus,id
183825,Fis-28516,Microspathodon dorsalis,id
183839,Fis-32807,Scarus perrico,id
183870,Fis-34874,Chromis alta,id
183886,Fis-113684,Entomacrodus chiostictus,id
183923,Fis-35652,Decodon melasma,id
183925,Fis-28684,Sphoeroides angusticeps,id
183963,Fis-150883,Stegastes leucorus,id
183980,Fis-118500,Plagiotremus azaleus,id
183985,Fis-35647,Thalassoma grammaticum,id
184017,Fis-34869,Azurina eupalama,id
184034,Fis-35756,Sphoeroides sechurae,id
184035,Fis-28997,Halichoeres nicholsi,id
184047,Fis-29936,Elops affinis,id
184986,SLB-170297,Galearctus rapanus,id
184988,SLB-184918,Galearctus umbilicatus,id
184995,SLB-184903,Eduarctus lewinsohni,id
184996,SLB-155871,Stereomastis panglao,id
184997,SLB-184906,Eduarctus modestus,id
185002,SLB-184953,Ibacus pubescens,id
185003,SLB-184834,Stereomastis polita,id
185005,SLB-170292,Enoplometopus gracilipes,id
185012,ITS-660116,Stereomastis sculpta,id
185017,SLB-184954,Petrarctus demani,id
185018,SLB-184796,Pentacheles gibbus,id
185019,SLB-184672,Polycheles enthrix,id
185020,SLB-184899,Crenarctus crenatus,id
185023,SLB-184838,Stereomastis surda,id
185024,ITS-677530,Enoplometopus holthuisi,id
185025,SLB-170315,Nupalirus vericeli,id
185026,ITS-97688,Polycheles typhlops,id
185029,SLB-184636,Thaumastocheles dochmiodon,id
185031,SLB-184850,Acantharctus ornatus,id
185034,SLB-184799,Polycheles amemiyai,id
185035,SLB-184862,Bathyarctus rubens,id
185036,SLB-184836,Stereomastis suhmi,id
185038,ITS-660110,Pentacheles laevis,id
185040,SLB-184828,Stereomastis helleri,id
185041,Chn-8fd42244-81ae-418b-9e7d-1a07d933db73,Chelarctus aureus,id
185049,SLB-184803,Polycheles martini,id
185051,SLB-155867,Enoplometopus crosnieri,id
185060,ITS-677526,Enoplometopus occidentalis,id
185061,ITS-660111,Pentacheles snyderi,id
185062,SLB-184916,Galearctus timidus,id
185064,SLB-173556,Stereomastis auriculata,id
185065,SLB-184635,Nephropsis serrata,id
185066,SLB-155564,Polycheles coccifer,id
185067,SLB-184805,Polycheles tanneri,id
185069,SLB-173560,Stereomastis galil,id
185070,SLB-165894,Petrarctus holthuisi,id
185072,SLB-184832,Stereomastis phosphorus,id
185073,SLB-170329,Stereomastis aculeata,id
185074,Chn-f255ce49-bed7-4937-998b-cf930cedf3a6,Galearctus kitanoviriosus,id
185076,SLB-184912,Galearctus aurora,id
185077,SLB-184857,Bathyarctus faxoni,id
185080,Chn-27d923b5-53c3-4d53-aa10-1f02bea6dd01,Chelarctus cultrifer,id
185082,SLB-184677,Willemoesia pacifica,id
185083,SLB-173558,Polycheles baccatus,id
185088,SLB-184911,Eduarctus reticulatus,id
185089,SLB-184866,Biarctus pumilus,id
185091,SLB-184797,Pentacheles obscurus,id
185093,SLB-184897,Crenarctus bicuspidatus,id
185096,SLB-184902,Eduarctus aesopius,id
185128,Fis-22731,Parablennius gattorugine,id
186106,Fis-26619,Acantholabrus palloni,id
187368,Fis-161650,Bodianus dictynna,id
187370,Fis-142162,Halichoeres pardaleocephalus,id
187371,Fis-142115,Choerodon margaritiferus,id
187372,Fis-113146,Coris nigrotaenia,id
187373,Fis-25725,Hemigymnus fasciatus,id
187375,Fis-59762,Leptojulis lambdastigma,id
187378,Fis-58702,Bodianus opercularis,id
187379,Fis-25651,Coris variegata,id
187381,Fis-25735,Thalassoma lunare,id
187383,Fis-25718,Cheilio inermis,id
187384,Fis-25705,Cheilinus chlorourus,id
187389,Fis-145587,Cirrhilabrus tonozukai,id
187390,Fis-149115,Suezichthys caudavittatus,id
187391,Fis-53990,Bodianus thoracotaeniatus,id
187393,Fis-31113,Paracheilinus mccoskeri,id
187394,Fis-31238,Coris pictoides,id
187395,Fis-146180,Iniistius aneitensis,id
187396,Fis-25637,Labroides dimidiatus,id
187397,Fis-3208,Labrus mixtus,id
187398,Fis-29425,Labrus bergylta,id
187399,Fis-146183,Iniistius umbrilatus,id
187400,Fis-34183,Choerodon vitta,id
187401,Fis-154652,Halichoeres dimidiatus,id
187403,Fis-31115,Paracheilinus filamentosus,id
187405,Fis-24656,Halichoeres caudalis,id
187406,Fis-28752,Hologymnosus longipes,id
187407,Fis-25354,Wetmorella nigropinnata,id
187409,Fis-139219,Ophthalmolepis lineolata,id
187410,Fis-153187,Cirrhilabrus marjorie,id
187411,Fis-146179,Iniistius pentadactylus,id
187412,Fis-162865,Iniistius trivittatus,id
187413,Fis-145250,Paracheilinus attenuatus,id
187414,Fis-35500,Macropharyngodon kuiteri,id
187415,Fis-145245,Cirrhilabrus earlei,id
187416,Fis-57940,Macropharyngodon bipartitus,id
187417,Fis-58535,Coris batuensis,id
187418,Fis-24372,Thalassoma pavo,id
187419,Fis-27838,Choerodon zamboangae,id
187421,Fis-161246,Paracheilinus walton,id
187422,Fis-61072,Thalassoma loxum,id
187423,Fis-47538,Oxycheilinus orientalis,id
187424,Fis-25730,Stethojulis bandanensis,id
187425,Fis-58718,Conniella apterygia,id
187426,Fis-113792,Notolabrus tetricus,id
187427,Fis-146270,Cirrhilabrus bathyphilus,id
187428,Fis-32540,Halichoeres leucoxanthus,id
187430,Fis-27963,Choerodon cephalotes,id
187431,Fis-31470,Pteragogus cryptus,id
187432,Fis-145604,Halichoeres bleekeri,id
187434,Fis-139754,Stethojulis marquesensis,id
187436,Fis-48603,Coris gaimard,id
187438,Fis-21693,Halichoeres prosopeion,id
187439,Fis-35453,Cirrhilabrus laboutei,id
187440,Fis-132096,Cirrhilabrus condei,id
187441,Fis-25713,Novaculichthys taeniourus,id
187443,Fis-25722,Halichoeres margaritaceus,id
187444,Fis-24660,Halichoeres pictus,id
187446,Fis-26205,Thalassoma cupido,id
187447,Fis-32520,Cirrhilabrus jordani,id
187448,Fis-25027,Tautogolabrus adspersus,id
187450,Fis-31913,Coris dorsomacula,id
187451,Fis-25351,Halichoeres argus,id
187452,Fis-32427,Cirrhilabrus katherinae,id
187453,Fis-31146,Anampses elegans,id
187454,Fis-25723,Halichoeres scapularis,id
187455,Fis-51943,Symphodus trutta,id
187456,Fis-22199,Doratonotus megalepis,id
187460,Fis-161244,Cirrhilabrus brunneus,id
187461,Fis-31465,Cirrhilabrus exquisitus,id
187462,Fis-31121,Pseudojuloides mesostigma,id
187463,Fis-59763,Leptojulis urostigma,id
187465,Fis-112900,Halichoeres stigmaticus,id
187466,Fis-149118,Oxycheilinus digramma,id
187467,Fis-57938,Halichoeres cosmetus,id
187469,Fis-168180,Xyrichtys koteamea,id
187471,Fis-53986,Choerodon gymnogenys,id
187472,Fis-145573,Pseudocoris bleekeri,id
187473,Fis-58538,Halichoeres vrolikii,id
187474,Fis-25724,Halichoeres trimaculatus,id
187475,Fis-25196,Symphodus mediterraneus,id
187476,Fis-25726,Hemigymnus melapterus,id
187477,Fis-25716,Pseudocheilinus hexataenia,id
187478,Fis-138814,Halichoeres leucurus,id
187479,Fis-23293,Tautoga onitis,id
187481,Fis-114122,Pseudolabrus miles,id
187482,Fis-24655,Halichoeres bivittatus,id
187483,Fis-32430,Cirrhilabrus melanomarginatus,id
187484,Fis-149136,Cirrhilabrus solorensis,id
187485,Fis-25107,Suezichthys notatus,id
187489,Fis-25731,Stethojulis strigiventer,id
187490,Fis-25732,Thalassoma amblycephalum,id
187491,Fis-114240,Austrolabrus maculatus,id
187492,Fis-163966,Symphodus ocellatus,id
187493,Fis-25399,Bodianus speciosus,id
187494,Fis-145602,Paracheilinus cyaneus,id
187495,Fis-28988,Bodianus scrofa,id
187496,Fis-149134,Cheilinus abudjubbe,id
187497,Fis-31127,Labropsis xanthonota,id
187498,Fis-119162,Coris ballieui,id
187499,Fis-126141,Choerodon zosterophorus,id
187502,Fis-56865,Cirrhilabrus randalli,id
187505,Fis-113245,Cirrhilabrus flavidorsalis,id
187506,Fis-127204,Bodianus frenchii,id
187507,Fis-31476,Halichoeres richmondi,id
187511,Fis-28602,Choerodon fasciatus,id
187512,Fis-24657,Halichoeres cyanocephalus,id
187514,Fis-31114,Paracheilinus carpenteri,id
187515,Fis-21695,Halichoeres podostigma,id
187516,Fis-25660,Bodianus axillaris,id
187517,Fis-25463,Diproctacanthus xanthurus,id
187518,Fis-51740,Cirrhilabrus luteovittatus,id
187519,Fis-114156,Pictilabrus laticlavius,id
187520,Fis-29141,Achoerodus gouldii,id
187522,Fis-27320,Symphodus bailloni,id
187523,Fis-25704,Oxycheilinus bimaculatus,id
187524,Fis-58778,Thalassoma rueppellii,id
187525,Fis-145104,Terelabrus rubrovittatus,id
187526,Fis-58779,Larabicus quadrilineatus,id
187527,Fis-25728,Hologymnosus doliatus,id
187528,Fis-161297,Bodianus paraleucosticticus,id
187530,Fis-25711,Cymolutes torquatus,id
187531,Fis-169117,Halichoeres raisneri,id
187533,Fis-35506,Pseudolabrus guentheri,id
187534,Fis-46974,Halichoeres zeylonicus,id
187535,Fis-113737,Notolabrus parilus,id
187536,Fis-31473,Gomphosus varius,id
187537,Fis-132342,Halichoeres orientalis,id
187538,Fis-56858,Cirrhilabrus roseafascia,id
187539,Fis-166561,Iniistius twistii,id
187541,Fis-31025,Labrus merula,id
187543,Fis-161183,Cirrhilabrus cenderawasih,id
187544,Fis-25462,Cirrhilabrus cyanopleura,id
187545,Fis-21694,Halichoeres timorensis,id
187546,Fis-24509,Clepticus parrae,id
187547,Fis-25729,Pseudocoris yamashiroi,id
187548,Fis-26247,Halichoeres nebulosus,id
187549,Fis-24659,Halichoeres maculipinna,id
187551,Fis-169691,Hemigymnus sexfasciatus,id
187553,Fis-28743,Bodianus vulpinus,id
187554,Fis-26201,Bodianus bilunulatus,id
187555,Fis-31147,Anampses chrysocephalus,id
187559,Fis-10657,Thalassoma hardwicke,id
187560,Fis-31112,Paracheilinus lineopunctatus,id
187561,Fis-28153,Halichoeres solorensis,id
187562,Fis-25105,Suezichthys gracilis,id
187563,Fis-26230,Stethojulis interrupta,id
187564,Fis-31124,Halichoeres melasmapomus,id
187565,Fis-31474,Halichoeres biocellatus,id
187566,Fis-113864,Notolabrus cinctus,id
187567,Fis-31145,Anampses lennardi,id
187568,Fis-26998,Choerodon oligacanthus,id
187569,Fis-32511,Gomphosus caeruleus,id
187570,Fis-23396,Bodianus pulchellus,id
187571,Fis-113168,Bodianus prognathus,id
187573,Fis-25197,Symphodus rostratus,id
187574,Fis-30958,Suezichthys soelae,id
187575,Fis-31478,Labroides pectoralis,id
187576,Fis-161648,Bodianus sepiacaudus,id
187577,Fis-156683,Oxycheilinus nigromarginatus,id
187578,Fis-25663,Choerodon anchorago,id
187580,Fis-132105,Cirrhilabrus pylei,id
187581,Fis-56864,Cirrhilabrus rubrisquamis,id
187583,Fis-53989,Bodianus cylindriatus,id
187584,Fis-24661,Halichoeres poeyi,id
187585,Fis-60899,Halichoeres signifer,id
187586,Fis-31118,Pseudojuloides atavai,id
187587,Fis-25661,Bodianus diana,id
187588,Fis-30957,Suezichthys aylingi,id
187589,Fis-35356,Halichoeres iridis,id
187592,Fis-146177,Iniistius auropunctatus,id
187594,Fis-31466,Pseudocheilinops ataenia,id
187595,Fis-139509,Symphodus caeruleus,id
187596,Fis-58712,Cirrhilabrus balteatus,id
187597,Fis-161649,Bodianus rubrisos,id
187598,Fis-130735,Halichoeres bicolor,id
187599,Fis-35327,Cirrhilabrus scottorum,id
187600,Fis-142138,Halichoeres nigrescens,id
187601,Fis-26688,Thalassoma ballieui,id
187602,Fis-26708,Coris flavovittata,id
187603,Fis-135071,Coris roseoviridis,id
187604,Fis-127206,Pteragogus enneacanthus,id
187609,Fis-35461,Cirrhilabrus lubbocki,id
187610,Fis-146182,Iniistius celebicus,id
187611,Fis-149123,Pseudocoris ocellata,id
187612,Fis-26212,Choerodon jordani,id
187613,Fis-24537,Decodon puellaris,id
187614,Fis-32429,Cirrhilabrus lunatus,id
187618,Fis-28623,Cheilinus lunulatus,id
187620,Fis-21727,Labropsis manabei,id
187621,Fis-31468,Pseudocheilinus octotaenia,id
187622,Fis-161080,Epibulus brevis,id
187623,Fis-155103,Iniistius dea,id
187624,Fis-31123,Halichoeres chrysus,id
187625,Fis-25717,Pteragogus guttatus,id
187626,Fis-25350,Pseudojuloides cerasinus,id
187627,Fis-32426,Hologymnosus rhodonotus,id
187629,Fis-168179,Xyrichtys pastellus,id
187630,Fis-114176,Pictilabrus viridis,id
187631,Fis-25464,Labrichthys unilineatus,id
187632,Fis-26808,Stethojulis albovittata,id
187633,Fis-113783,Notolabrus gymnogenis,id
187634,Fis-26222,Halichoeres miniatus,id
187635,Fis-145595,Paracheilinus flavianalis,id
187636,Fis-31404,Cirrhilabrus temminckii,id
187638,Fis-31407,Bodianus bimaculatus,id
187639,Fis-32535,Anampses lineatus,id
187640,Fis-128051,Coris cuvieri,id
187641,Fis-114118,Pseudolabrus mortonii,id
187643,Fis-35836,Bodianus insularis,id
187644,Fis-32428,Cirrhilabrus lanceolatus,id
187645,Fis-145556,Pseudojuloides severnsi,id
187646,Fis-25662,Bodianus mesothorax,id
187647,Fis-126144,Choerodon melanostigma,id
187648,Fis-29117,Bodianus macrourus,id
187649,Fis-31461,Cheilinus oxycephalus,id
187650,Fis-149153,Bodianus flavipinnis,id
187651,Fis-32638,Pteragogus pelycus,id
187652,Fis-25028,Thalassoma bifasciatum,id
187653,Fis-23846,Symphodus roissali,id
187654,Fis-126019,Labrus viridis,id
187655,Fis-166560,Iniistius melanopus,id
187656,Fis-31116,Paracheilinus angulatus,id
187657,Fis-159650,Iniistius griffithsi,id
187658,Fis-31467,Pseudocheilinus evanidus,id
187659,Fis-135029,Coris hewetti,id
187662,Fis-113829,Notolabrus celidotus,id
187664,Fis-26673,Coris formosa,id
187666,Fis-134710,Pseudocheilinus dispilus,id
187667,Fis-21777,Macropharyngodon cyanoguttatus,id
187670,Fis-30093,Xyrichtys splendens,id
187672,Fis-23397,Bodianus rufus,id
187673,Fis-28580,Halichoeres hortulanus,id
187674,Fis-25708,Oxycheilinus unifasciatus,id
187675,Fis-31129,Labropsis australis,id
187677,Fis-25352,Halichoeres melanurus,id
187678,Fis-52009,Lappanella fasciata,id
187679,Fis-26414,Coris picta,id
187680,Fis-21772,Macropharyngodon geoffroy,id
187681,Fis-25710,Cymolutes praetextatus,id
187683,Fis-29116,Bodianus macrognathos,id
187684,Fis-26806,Pteragogus flagellifer,id
187685,Fis-25736,Thalassoma lutescens,id
187687,Fis-142137,Halichoeres chlorocephalus,id
187688,Fis-28151,Pseudocoris heteroptera,id
187689,Fis-26224,Stethojulis trilineata,id
187690,Fis-26660,Bodianus leucosticticus,id
187691,Fis-32637,Halichoeres lapillus,id
187692,Fis-25409,Macropharyngodon meleagris,id
187693,Fis-158172,Thalassoma nigrofasciatum,id
187694,Fis-32086,Halichoeres melanochir,id
187696,Fis-25198,Xyrichtys novacula,id
187697,Fis-53992,Bodianus masudai,id
187698,Fis-25727,Hologymnosus annulatus,id
187699,Fis-163003,Halichoeres claudia,id
187701,Fis-25355,Xenojulis margaritaceus,id
187702,Fis-31125,Labropsis alleni,id
187705,Fis-7176,Iniistius pavo,id
187707,Fis-25739,Thalassoma trilobatum,id
187710,Fis-31135,Anampses geographicus,id
187711,Fis-26687,Thalassoma duperrey,id
187713,Fis-25703,Pseudodax moluccanus,id
187714,Fis-23845,Symphodus cinereus,id
187715,Fis-25659,Bodianus anthioides,id
187716,Fis-31132,Anampses caeruleopunctatus,id
187718,Fis-47531,Oxycheilinus arenatus,id
187719,Fis-149111,Clepticus brasiliensis,id
187720,Fis-145583,Choerodon sugillatum,id
187721,Fis-53991,Bodianus izuensis,id
187722,Fis-25709,Epibulus insidiator,id
187723,Fis-31133,Anampses meleagrides,id
187724,Fis-24658,Halichoeres garnoti,id
187725,Fis-35657,Polylepion cruentum,id
187726,Fis-35351,Cirrhilabrus rubriventralis,id
187727,Fis-153058,Iniistius bimaculatus,id
187728,Fis-31128,Labropsis micronesica,id
187729,Fis-35456,Coris aurilineata,id
187730,Fis-139755,Stethojulis notialis,id
187731,Fis-146181,Iniistius baldwini,id
187732,Fis-149619,Halichoeres brasiliensis,id
187733,Fis-25738,Thalassoma quinquevittatum,id
187735,Fis-58709,Oxycheilinus mentalis,id
187736,Fis-23532,Halichoeres radiatus,id
187737,Fis-159824,Oxycheilinus lineatus,id
187738,Fis-139756,Stethojulis terina,id
187739,Fis-25707,Cheilinus fasciatus,id
187740,Fis-31469,Pseudocheilinus tetrataenia,id
187741,Fis-134599,Pseudocheilinus citrinus,id
187742,Fis-161547,Cirrhilabrus beauperryi,id
187744,Fis-28609,Bodianus loxozonus,id
187746,Fis-25737,Thalassoma purpureum,id
187747,Fis-26337,Choerodon robustus,id
187748,Fis-22769,Symphodus melops,id
187749,Fis-59735,Leptojulis chrysotaenia,id
187750,Fis-58537,Halichoeres trispilus,id
187751,Fis-22752,Ctenolabrus rupestris,id
187752,Fis-22750,Coris julis,id
187753,Fis-145609,Bodianus trilineatus,id
187754,Fis-25999,Cymolutes lecluse,id
187755,Fis-53996,Labroides rubrolabiatus,id
187756,Fis-49160,Symphodus melanocercus,id
187757,Fis-160832,Paracheilinus nursalim,id
187758,Fis-31144,Anampses cuvier,id
187759,Fis-31134,Anampses neoguinaicus,id
187762,Fis-47564,Oxycheilinus celebicus,id
187763,Fis-164874,Novaculichthys macrolepidotus,id
187765,Fis-58720,Paracheilinus bellae,id
187766,Fis-145088,Halichoeres kallochroma,id
187767,Fis-31477,Labroides bicolor,id
187768,Fis-35326,Macropharyngodon ornatus,id
187769,Fis-35455,Cirrhilabrus punctatus,id
187770,Fis-132106,Cirrhilabrus walindi,id
187772,Fis-21770,Macropharyngodon negrosensis,id
187775,Fis-132769,Symphodus doderleini,id
187777,Fis-28744,Polylepion russelli,id
187779,Fis-26804,Thalassoma hebraicum,id
187780,Fis-25734,Thalassoma jansenii,id
187781,Fis-26672,Bodianus perditio,id
187782,Fis-168177,Xyrichtys halsteadi,id
187783,Fis-25720,Halichoeres hartzfeldii,id
187784,Fis-31137,Anampses twistii,id
187785,Fis-32554,Coris venusta,id
187786,Fis-138798,Halichoeres pallidus,id
187787,Fis-61804,Thalassoma noronhanum,id
187788,Fis-148962,Cirrhilabrus joanallenae,id
187790,Fis-60896,Halichoeres leptotaenia,id
187791,Fis-153188,Paracheilinus rubricaudalis,id
187792,Fis-134783,Coris centralis,id
187793,Fis-53997,Macropharyngodon moyeri,id
187794,Fis-31896,Choerodon monostigma,id
187795,Fis-26807,Pteragogus taeniops,id
187797,Fis-27845,Leptojulis cyanopleura,id
187798,Fis-138523,Cirrhilabrus adornatus,id
187799,Fis-26709,Stethojulis balteata,id
187801,Fis-32431,Cirrhilabrus rubrimarginatus,id
187802,Fis-31472,Coris aygula,id
187803,Fis-22745,Centrolabrus exoletus,id
187804,Fis-26336,Bodianus oxycephalus,id
187805,Fis-23847,Symphodus tinca,id
187807,Fis-149158,Bodianus flavifrons,id
187808,Fis-31136,Anampses femininus,id
187809,Fis-32762,Xiphocheilus typus,id
187810,Fis-25353,Halichoeres chloropterus,id
187812,Fis-62626,Bodianus unimaculatus,id
187813,Fis-30960,Suezichthys arquatus,id
187815,Fis-59764,Leptojulis polylepis,id
190674,Fis-28641,Haletta semifasciata,id
190675,Fis-165475,Heteroscarus acroptilus,id
190676,Fis-28640,Neoodax balteatus,id
190679,Fis-21342,Olisthops cyanomelas,id
190680,Fis-149524,Siphonognathus caninis,id
190681,Fis-35385,Siphonognathus argyrophanes,id
190682,Fis-28644,Siphonognathus attenuatus,id
190683,Fis-28647,Siphonognathus radiatus,id
190684,Fis-35386,Siphonognathus tanyourus,id
190685,Fis-25080,Calotomus spinidens,id
190686,Fis-25079,Calotomus japonicus,id
190687,Fis-25082,Calotomus zonarchus,id
190688,Fis-25078,Calotomus carolinus,id
190690,Fis-25690,Cetoscarus bicolor,id
190691,Fis-165595,Cetoscarus ocellatus,id
190692,Fis-123150,Chlorurus enneacanthus,id
190693,Fis-35826,Scarus collana,id
190694,Fis-21840,Scarus globiceps,id
190695,Fis-21827,Scarus flavipectoralis,id
190697,Fis-58514,Chlorurus capistratoides,id
190698,Fis-30609,Scarus vetula,id
190699,Fis-123148,Chlorurus atrilunula,id
190700,Fis-32580,Scarus scaber,id
190701,Fis-52069,Nicholsina collettei,id
190702,Fis-143281,Scarus fuscocaudalis,id
190703,Fis-25425,Scarus hoefleri,id
190704,Fis-8368,Scarus tricolor,id
190705,Fis-31420,Scarus ghobban,id
190706,Fis-32579,Scarus russelii,id
190707,Fis-31416,Scarus chameleon,id
190708,Fis-31425,Scarus quoyi,id
190709,Fis-159655,Scarus coeruleus,id
190710,Fis-28736,Sparisoma cretense,id
190711,Fis-123151,Chlorurus bowersi,id
190712,Fis-24998,Sparisoma radians,id
190713,Fis-25405,Scarus spinus,id
190714,Fis-29128,Scarus fuscopurpureus,id
190715,Fis-63983,Chlorurus sordidus,id
190717,Fis-21834,Scarus rivulatus,id
190718,Fis-123153,Chlorurus perspicillatus,id
190719,Fis-58516,Chlorurus japanensis,id
190720,Fis-30606,Scarus coelestinus,id
190721,Fis-23815,Sparisoma rubripinne,id
190722,Fis-26762,Scarus falcipinnis,id
190723,Fis-145196,Sparisoma amplum,id
190724,Fis-149813,Sparisoma frondosum,id
190725,Fis-121730,Scarus xanthopleura,id
190726,Fis-25692,Scarus altipinnis,id
190728,Fis-5683,Chlorurus microrhinos,id
190729,Fis-30665,Sparisoma aurofrenatum,id
190731,Fis-25696,Scarus rubroviolaceus,id
190732,Fis-145135,Scarus iseri,id
190733,Fis-26760,Hipposcarus harid,id
190734,Fis-23816,Sparisoma viride,id
190735,Fis-160362,Scarus maculipinna,id
190736,Fis-31424,Scarus psittacus,id
190738,Fis-23814,Sparisoma chrysopterum,id
190739,Fis-21826,Scarus dimidiatus,id
190740,Fis-31422,Scarus niger,id
190741,Fis-112193,Chlorurus troschelii,id
190742,Fis-57950,Chlorurus strongylocephalus,id
190743,Fis-53974,Scarus ovifrons,id
190744,Fis-121729,Chlorurus bleekeri,id
190745,Fis-25691,Hipposcarus longiceps,id
190746,Fis-119366,Chlorurus oedema,id
190747,Fis-25694,Scarus forsteni,id
190748,Fis-145208,Scarus trispinosus,id
190750,Fis-30608,Scarus taeniopterus,id
190751,Fis-145200,Sparisoma axillare,id
190753,Fis-5681,Chlorurus gibbus,id
190754,Fis-31170,Scarus koputea,id
190755,Fis-31418,Scarus frenatus,id
190756,Fis-25083,Leptoscarus vaigiensis,id
190757,Fis-29875,Cryptotomus roseus,id
190758,Fis-29129,Chlorurus genazonatus,id
190759,Fis-35827,Scarus ferrugineus,id
190761,Fis-28592,Scarus hypselopterus,id
190762,Fis-123152,Chlorurus frontalis,id
190765,Fis-35828,Scarus persicus,id
190766,Fis-26761,Scarus caudofasciatus,id
190767,Fis-114324,Chlorurus rhakoura,id
190768,Fis-24997,Sparisoma atomarium,id
190769,Fis-31171,Scarus longipinnis,id
191822,Fis-29369,Elops saurus,id
191823,Fis-2518,Megalops atlanticus,id
192269,W-Msc-428185,Conus lischkeanus,id
192271,W-Msc-428256,Conus pusio,id
192276,W-Msc-428247,Conus praecellens,id
192296,W-Msc-215478,Conus sanguinolentus,id
192297,W-Msc-215495,Conus bullatus,id
192298,W-Msc-215517,Conus betulinus,id
192304,W-Msc-426441,Conus capitanellus,id
192305,W-Msc-215530,Conus distans,id
192316,W-Msc-215529,Conus textile,id
192318,W-Msc-215434,Conus nussatella,id
192321,W-Msc-215466,Conus striatus,id
192323,W-Msc-215532,Conus milneedwardsi,id
192327,W-Msc-428213,Conus muriculatus,id
192328,W-Msc-215437,Conus coelinae,id
192334,W-Msc-428372,Conus sulcatus,id
192340,W-Msc-420199,Conus amphiurgus,id
192342,W-Msc-215514,Conus emaciatus,id
192345,W-Msc-428134,Conus gladiator,id
192356,W-Msc-215445,Conus mustelinus,id
192362,W-Msc-215487,Conus moluccensis,id
192367,W-Msc-215441,Conus catus,id
192370,W-Msc-420208,Conus daucus,id
192374,W-Msc-426405,Conus boeticus,id
