am_sid,sciname,reviewed,iucn_sid,popn_trend,popn_category,spp_group,id_no,spatial_source,name_verified
NA,Conus zonatus,NA,192351,Unknown,LC,CONESNAILS,192351,iucn,TRUE
NA,Conus paschalli,NA,192352,Unknown,LC,CONESNAILS,192352,iucn,FALSE
NA,Conus alainallaryi,NA,192353,Unknown,LC,CONESNAILS,192353,iucn,TRUE
NA,Conus arangoi,NA,192353,Unknown,LC,CONESNAILS,192353,iucn,TRUE
NA,Conus kersteni,NA,192354,Stable,NT,CONESNAILS,192354,iucn,TRUE
NA,Conus drangai,NA,192355,NA,LC,CONESNAILS,192355,iucn,TRUE
NA,Conus orion,NA,192355,NA,LC,CONESNAILS,192355,iucn,TRUE
W-Msc-215445,Conus mustelinus,null,192356,Unknown,LC,CONESNAILS,192356,iucn,TRUE
NA,Conus deburghiae,NA,192357,Unknown,DD,CONESNAILS,192357,iucn,TRUE
NA,Conus nocturnus,NA,192357,Unknown,DD,CONESNAILS,192357,iucn,TRUE
NA,Conus dorotheae,NA,192358,Unknown,NT,CONESNAILS,192358,iucn,TRUE
NA,Conus abbas,NA,192359,Unknown,LC,CONESNAILS,192359,iucn,TRUE
NA,Conus andamanensis,NA,192360,Unknown,DD,CONESNAILS,192360,iucn,TRUE
NA,Conus diadema,NA,192361,Unknown,LC,CONESNAILS,192361,iucn,TRUE
NA,Conus prytanis,NA,192361,Unknown,LC,CONESNAILS,192361,iucn,TRUE
W-Msc-215487,Conus moluccensis,null,192362,Unknown,LC,CONESNAILS,192362,iucn,TRUE
NA,Conus caysalensis,NA,192363,Unknown,LC,CONESNAILS,192363,iucn,FALSE
NA,Conus dorreensis,NA,192364,Unknown,LC,CONESNAILS,192364,iucn,TRUE
NA,Conus pontificalis,NA,192364,Unknown,LC,CONESNAILS,192364,iucn,TRUE
NA,Conus salzmanni,NA,192365,NA,DD,CONESNAILS,192365,iucn,TRUE
NA,Conus lentiginosus,NA,192366,Unknown,DD,CONESNAILS,192366,iucn,TRUE
W-Msc-215441,Conus catus,null,192367,Unknown,LC,CONESNAILS,192367,iucn,TRUE
NA,Conus morrisoni,NA,192367,Unknown,LC,CONESNAILS,192367,iucn,TRUE
NA,Conus nigropunctatus,NA,192367,Unknown,LC,CONESNAILS,192367,iucn,TRUE
NA,Conus evorai,NA,192368,Stable,NT,CONESNAILS,192368,iucn,TRUE
NA,Conus stocki,NA,192369,Unknown,LC,CONESNAILS,192369,iucn,TRUE
W-Msc-428195,Conus luteus,null,192370,Unknown,LC,CONESNAILS,192370,iucn,TRUE
W-Msc-420208,Conus daucus,null,192370,Unknown,LC,CONESNAILS,192370,iucn,TRUE
NA,Conus connectens,NA,192370,Unknown,LC,CONESNAILS,192370,iucn,TRUE
NA,Conus gigasulcatus,NA,192371,Unknown,LC,CONESNAILS,192371,iucn,TRUE
NA,Conus damasoi,NA,192372,Unknown,DD,CONESNAILS,192372,iucn,TRUE
NA,Conus barbieri,NA,192373,Unknown,LC,CONESNAILS,192373,iucn,TRUE
W-Msc-426405,Conus boeticus,null,192374,Unknown,LC,CONESNAILS,192374,iucn,TRUE
NA,Conus fultoni,NA,192374,Unknown,LC,CONESNAILS,192374,iucn,TRUE
NA,Conus lachrymosus,NA,192374,Unknown,LC,CONESNAILS,192374,iucn,TRUE
NA,Conus meleus,NA,192374,Unknown,LC,CONESNAILS,192374,iucn,TRUE
NA,Conus montillai,NA,192374,Unknown,LC,CONESNAILS,192374,iucn,TRUE
NA,Conus alabaster,NA,192375,Unknown,DD,CONESNAILS,192375,iucn,TRUE
NA,Conus habui,NA,192376,Unknown,DD,CONESNAILS,192376,iucn,TRUE
NA,Conus speciosissimus,NA,192377,Unknown,LC,CONESNAILS,192377,iucn,FALSE
W-Msc-215430,Conus litoglyphus,null,192378,Unknown,LC,CONESNAILS,192378,iucn,TRUE
NA,Conus exquisitus,NA,192379,Unknown,LC,CONESNAILS,192379,iucn,FALSE
SLB-120088,Conus floridulus,null,192380,Unknown,LC,CONESNAILS,192380,iucn,TRUE
NA,Africonus antoniomonteiroi,NA,192381,Stable,LC,CONESNAILS,192381,iucn,TRUE
NA,Conus antoniomonteiroi,NA,192381,Stable,LC,CONESNAILS,192381,iucn,TRUE
NA,Conus cyanostoma,NA,192382,Unknown,LC,CONESNAILS,192382,iucn,TRUE
W-Msc-426315,Conus ammiralis,null,192383,Unknown,LC,CONESNAILS,192383,iucn,TRUE
NA,Conus blainvillii,NA,192383,Unknown,LC,CONESNAILS,192383,iucn,TRUE
NA,Conus tinianus,NA,192384,Unknown,LC,CONESNAILS,192384,iucn,TRUE
NA,Conus alisi,NA,192385,Unknown,LC,CONESNAILS,192385,iucn,TRUE
W-Msc-215464,Conus leopardus,null,192386,Unknown,LC,CONESNAILS,192386,iucn,TRUE
NA,Conus pardus,NA,192386,Unknown,LC,CONESNAILS,192386,iucn,TRUE
NA,Conus gratacapii,NA,192387,Unknown,DD,CONESNAILS,192387,iucn,TRUE
NA,Conus duffyi,NA,192388,Unknown,VU,CONESNAILS,192388,iucn,TRUE
NA,Conus traversianus,NA,192389,Unknown,LC,CONESNAILS,192389,iucn,TRUE
NA,Conus glaucus,NA,192390,Unknown,LC,CONESNAILS,192390,iucn,TRUE
NA,Conus mediterraneus,NA,192390,Unknown,LC,CONESNAILS,192390,iucn,TRUE
NA,Conus vayssierei,NA,192390,Unknown,LC,CONESNAILS,192390,iucn,TRUE
NA,Conus ventricosus,NA,192390,Unknown,LC,CONESNAILS,192390,iucn,TRUE
NA,Conus sieboldii,NA,192391,Unknown,LC,CONESNAILS,192391,iucn,TRUE
NA,Conus mucronatus,NA,192392,Unknown,LC,CONESNAILS,192392,iucn,TRUE
NA,Conus orbitatus,NA,192392,Unknown,LC,CONESNAILS,192392,iucn,TRUE
W-Msc-215433,Conus coccineus,null,192393,Unknown,LC,CONESNAILS,192393,iucn,TRUE
NA,Conus erythraeensis,NA,192394,NA,LC,CONESNAILS,192394,iucn,TRUE
NA,Conus bairstowi,NA,192395,Unknown,LC,CONESNAILS,192395,iucn,TRUE
NA,Conus zandbergeni,NA,192396,Unknown,LC,CONESNAILS,192396,iucn,TRUE
NA,Conus pealii,NA,192397,Unknown,LC,CONESNAILS,192397,iucn,TRUE
NA,Conus ikedai,NA,192398,Unknown,DD,CONESNAILS,192398,iucn,TRUE
SLB-118879,Conus monachus,null,192399,Unknown,LC,CONESNAILS,192399,iucn,TRUE
W-Msc-426383,Conus baileyi,null,192400,Unknown,LC,CONESNAILS,192400,iucn,TRUE
NA,Conus pacei,NA,192401,Unknown,LC,CONESNAILS,192401,iucn,TRUE
NA,Conus patricius,NA,192402,NA,LC,CONESNAILS,192402,iucn,TRUE
NA,Conus pyriformis,NA,192402,NA,LC,CONESNAILS,192402,iucn,TRUE
NA,Africonus cuneolus,NA,192403,Decreasing,EN,CONESNAILS,192403,iucn,TRUE
NA,Conus cuneolus,NA,192403,Decreasing,EN,CONESNAILS,192403,iucn,TRUE
NA,Conus lightbourni,NA,192404,Unknown,DD,CONESNAILS,192404,iucn,TRUE
NA,Conus mcbridei,NA,192405,Unknown,DD,CONESNAILS,192405,iucn,TRUE
NA,Conus julii,NA,192406,Unknown,VU,CONESNAILS,192406,iucn,TRUE
NA,Conus eximius,NA,192407,Unknown,LC,CONESNAILS,192407,iucn,TRUE
W-Msc-428212,Conus monile,null,192408,Unknown,LC,CONESNAILS,192408,iucn,TRUE
NA,Conus angulatus,NA,192409,NA,LC,CONESNAILS,192409,iucn,TRUE
NA,Conus recurvus,NA,192409,NA,LC,CONESNAILS,192409,iucn,TRUE
NA,Conus regularis,NA,192409,NA,LC,CONESNAILS,192409,iucn,TRUE
NA,Conus syriacus,NA,192409,NA,LC,CONESNAILS,192409,iucn,TRUE
NA,Conus albellus,NA,192410,Unknown,LC,CONESNAILS,192410,iucn,TRUE
NA,Conus limpusi,NA,192410,Unknown,LC,CONESNAILS,192410,iucn,TRUE
NA,Conus henckesi,NA,192412,Unknown,VU,CONESNAILS,192412,iucn,TRUE
W-Msc-426369,Conus aureus,null,192413,Unknown,LC,CONESNAILS,192413,iucn,TRUE
NA,Conus paulucciae,NA,192413,Unknown,LC,CONESNAILS,192413,iucn,TRUE
NA,Conus estivali,NA,192414,Unknown,DD,CONESNAILS,192414,iucn,TRUE
NA,Conus marchionatus,NA,192415,Unknown,LC,CONESNAILS,192415,iucn,TRUE
NA,Conus corallinus,NA,192416,Unknown,LC,CONESNAILS,192416,iucn,TRUE
NA,Conus artoptus,NA,192417,Unknown,LC,CONESNAILS,192417,iucn,TRUE
NA,Conus spectabilis,NA,192417,Unknown,LC,CONESNAILS,192417,iucn,TRUE
NA,Conus chytreus,NA,192418,Stable,LC,CONESNAILS,192418,iucn,TRUE
W-Msc-215561,Conus frigidus,null,192419,Unknown,LC,CONESNAILS,192419,iucn,TRUE
NA,Conus biliosus,NA,192420,Unknown,LC,CONESNAILS,192420,iucn,TRUE
NA,Conus piperatus,NA,192420,Unknown,LC,CONESNAILS,192420,iucn,TRUE
NA,Conus biraghii,NA,192421,Unknown,LC,CONESNAILS,192421,iucn,TRUE
NA,Conus oishii,NA,192422,Unknown,LC,CONESNAILS,192422,iucn,TRUE
NA,Conus empressae,NA,192423,Unknown,LC,CONESNAILS,192423,iucn,TRUE
W-Msc-215476,Conus obscurus,null,192424,Unknown,LC,CONESNAILS,192424,iucn,TRUE
W-Msc-426500,Conus flammeacolor,null,192425,Unknown,LC,CONESNAILS,192425,iucn,TRUE
W-Msc-430446,Conus kimioi,null,192426,Unknown,LC,CONESNAILS,192426,iucn,TRUE
NA,Conus mahogani,NA,192427,NA,LC,CONESNAILS,192427,iucn,TRUE
W-Msc-215458,Conus rattus,null,192428,Unknown,LC,CONESNAILS,192428,iucn,TRUE
NA,Conus semivelatus,NA,192428,Unknown,LC,CONESNAILS,192428,iucn,TRUE
NA,Conus taitensis,NA,192428,Unknown,LC,CONESNAILS,192428,iucn,TRUE
NA,Conus nielsenae,NA,192429,Unknown,NT,CONESNAILS,192429,iucn,TRUE
NA,Conus tendineus,NA,192430,Unknown,LC,CONESNAILS,192430,iucn,TRUE
NA,Conus violaceus,NA,192430,Unknown,LC,CONESNAILS,192430,iucn,TRUE
NA,Conus metcalfii,NA,192431,Unknown,LC,CONESNAILS,192431,iucn,TRUE
NA,Conus striolatus,NA,192431,Unknown,LC,CONESNAILS,192431,iucn,TRUE
NA,Conus auratinus,NA,192432,Unknown,DD,CONESNAILS,192432,iucn,TRUE
NA,Conus cumingii,NA,192433,NA,LC,CONESNAILS,192433,iucn,TRUE
NA,Conus nigromaculatus,NA,192434,Unknown,DD,CONESNAILS,192434,iucn,TRUE
NA,Conus compressus,NA,192435,Unknown,VU,CONESNAILS,192435,iucn,TRUE
NA,Conus magellanicus,NA,192436,Unknown,LC,CONESNAILS,192436,iucn,TRUE
NA,Conus hennequini,NA,192437,Unknown,VU,CONESNAILS,192437,iucn,TRUE
NA,Conus felitae,NA,192438,Stable,VU,CONESNAILS,192438,iucn,TRUE
NA,Conus schirrmeisteri,NA,192439,Unknown,LC,CONESNAILS,192439,iucn,FALSE
SLB-100648,Conus circumactus,null,192440,Unknown,LC,CONESNAILS,192440,iucn,TRUE
NA,Conus excelsus,NA,192441,Unknown,LC,CONESNAILS,192441,iucn,TRUE
NA,Conus emersoni,NA,192442,Unknown,LC,CONESNAILS,192442,iucn,TRUE
NA,Conus cabritii,NA,192443,Unknown,LC,CONESNAILS,192443,iucn,TRUE
NA,Conus exiguus,NA,192443,Unknown,LC,CONESNAILS,192443,iucn,TRUE
W-Msc-420226,Conus villepinii,null,192444,Unknown,LC,CONESNAILS,192444,iucn,TRUE
NA,Conus fosteri,NA,192444,Unknown,LC,CONESNAILS,192444,iucn,TRUE
NA,Conus leekremeri,NA,192445,Unknown,DD,CONESNAILS,192445,iucn,TRUE
NA,Conus castaneus,NA,192446,Unknown,LC,CONESNAILS,192446,iucn,TRUE
NA,Conus cingulatus,NA,192446,Unknown,LC,CONESNAILS,192446,iucn,TRUE
W-Msc-428976,Conus armadillo,null,192447,Unknown,LC,CONESNAILS,192447,iucn,TRUE
NA,Conus lynceus,NA,192448,Unknown,LC,CONESNAILS,192448,iucn,TRUE
NA,Conus phuketensis,NA,192448,Unknown,LC,CONESNAILS,192448,iucn,TRUE
W-Msc-426424,Conus brunneus,null,192449,Unknown,LC,CONESNAILS,192449,iucn,TRUE
NA,Conus echo,NA,192450,Unknown,LC,CONESNAILS,192450,iucn,TRUE
NA,Conus sugimotonis,NA,192451,Unknown,LC,CONESNAILS,192451,iucn,TRUE
W-Msc-420220,Conus regius,null,192452,NA,LC,CONESNAILS,192452,iucn,TRUE
NA,Conus princeps,NA,192452,NA,LC,CONESNAILS,192452,iucn,TRUE
NA,Conus anaglypticus,NA,192453,Unknown,LC,CONESNAILS,192453,iucn,TRUE
NA,Conus hamamotoi,NA,192454,Unknown,DD,CONESNAILS,192454,iucn,TRUE
NA,Conus venulatus,NA,192455,Stable,LC,CONESNAILS,192455,iucn,TRUE
NA,Conus vaubani,NA,192456,NA,DD,CONESNAILS,192456,iucn,TRUE
NA,Conus primus,NA,192457,Unknown,LC,CONESNAILS,192457,iucn,TRUE
NA,Conus rizali,NA,192458,Unknown,DD,CONESNAILS,192458,iucn,TRUE
NA,Conus splendidulus,NA,192459,NA,DD,CONESNAILS,192459,iucn,TRUE
W-Msc-215520,Conus generalis,null,192460,Unknown,LC,CONESNAILS,192460,iucn,TRUE
NA,Conus spiculum,NA,192460,Unknown,LC,CONESNAILS,192460,iucn,TRUE
NA,Conus spirogloxus,NA,192460,Unknown,LC,CONESNAILS,192460,iucn,TRUE
NA,Conus claudiae,NA,192461,Stable,LC,CONESNAILS,192461,iucn,TRUE
NA,Conus giorossii,NA,192462,Unknown,DD,CONESNAILS,192462,iucn,FALSE
NA,Conus sculpturatus,NA,192463,NA,DD,CONESNAILS,192463,iucn,TRUE
NA,Conus magnottei,NA,192464,Unknown,LC,CONESNAILS,192464,iucn,TRUE
NA,Conus tiki,NA,192465,NA,LC,CONESNAILS,192465,iucn,TRUE
NA,Conus angioiorum,NA,192466,Unknown,DD,CONESNAILS,192466,iucn,TRUE
NA,Conus gabrielae,NA,192467,Unknown,LC,CONESNAILS,192467,iucn,TRUE
NA,Conus solangeae,NA,192468,Unknown,LC,CONESNAILS,192468,iucn,TRUE
NA,Conus derrubado,NA,192469,Stable,NT,CONESNAILS,192469,iucn,TRUE
NA,Conus pica,NA,192470,Unknown,LC,CONESNAILS,192470,iucn,TRUE
NA,Conus brunneofilaris,NA,192471,Unknown,LC,CONESNAILS,192471,iucn,TRUE
NA,Conus miruchae,NA,192472,Stable,LC,CONESNAILS,192472,iucn,TRUE
NA,Conus sagei,NA,192473,Unknown,LC,CONESNAILS,192473,iucn,TRUE
NA,Conus bayeri,NA,192474,Unknown,LC,CONESNAILS,192474,iucn,TRUE
NA,Conus josephinae,NA,192475,Decreasing,NT,CONESNAILS,192475,iucn,TRUE
NA,Conus madagascariensis,NA,192476,Unknown,LC,CONESNAILS,192476,iucn,TRUE
W-Msc-215562,Conus articulatus,null,192477,Unknown,LC,CONESNAILS,192477,iucn,TRUE
NA,Conus semisulcatus,NA,192477,Unknown,LC,CONESNAILS,192477,iucn,TRUE
NA,Conus tosaensis,NA,192477,Unknown,LC,CONESNAILS,192477,iucn,TRUE
NA,Conus parascalaris,NA,192478,NA,LC,CONESNAILS,192478,iucn,TRUE
NA,Conus baeri,NA,192479,Unknown,LC,CONESNAILS,192479,iucn,TRUE
NA,Conus kevani,NA,192480,Unknown,LC,CONESNAILS,192480,iucn,TRUE
NA,Conus coromandelicus,NA,192481,Unknown,LC,CONESNAILS,192481,iucn,TRUE
NA,Conus axelrodi,NA,192482,Unknown,LC,CONESNAILS,192482,iucn,TRUE
NA,Conus pauperculus,NA,192483,Unknown,DD,CONESNAILS,192483,iucn,TRUE
NA,Conus inconstans,NA,192484,Unknown,LC,CONESNAILS,192484,iucn,TRUE
NA,Conus mayaguensis,NA,192484,Unknown,LC,CONESNAILS,192484,iucn,TRUE
NA,Conus navarroi,NA,192485,Stable,NT,CONESNAILS,192485,iucn,TRUE
NA,Conus roeckeli,NA,192486,Unknown,LC,CONESNAILS,192486,iucn,TRUE
NA,Conus echinophilus,NA,192487,Decreasing,EN,CONESNAILS,192487,iucn,TRUE
NA,Conus largillierti,NA,192488,Unknown,LC,CONESNAILS,192488,iucn,FALSE
NA,Conus bruuni,NA,192489,Unknown,LC,CONESNAILS,192489,iucn,TRUE
NA,Conus wallangra,NA,192490,Unknown,DD,CONESNAILS,192490,iucn,TRUE
NA,Conus escondidai,NA,192491,Unknown,DD,CONESNAILS,192491,iucn,TRUE
NA,Conus xicoi,NA,192492,Stable,VU,CONESNAILS,192492,iucn,TRUE
NA,Conus lienardi,NA,192493,Unknown,LC,CONESNAILS,192493,iucn,TRUE
NA,Conus filmeri,NA,192494,Unknown,LC,CONESNAILS,192494,iucn,TRUE
NA,Conus trovaoi,NA,192495,Unknown,LC,CONESNAILS,192495,iucn,TRUE
NA,Conus joliveti,NA,192496,Unknown,DD,CONESNAILS,192496,iucn,TRUE
NA,Conus lamarckii,NA,192497,Unknown,EN,CONESNAILS,192497,iucn,TRUE
NA,Conus mercator,NA,192497,Unknown,EN,CONESNAILS,192497,iucn,TRUE
NA,Conus reticulatus,NA,192497,Unknown,EN,CONESNAILS,192497,iucn,TRUE
W-Msc-428154,Conus howelli,null,192498,Unknown,LC,CONESNAILS,192498,iucn,TRUE
NA,Conus raoulensis,NA,192498,Unknown,LC,CONESNAILS,192498,iucn,TRUE
NA,Conus luridus,NA,192499,Unknown,NT,CONESNAILS,192499,iucn,TRUE
NA,Conus taslei,NA,192499,Unknown,NT,CONESNAILS,192499,iucn,TRUE
NA,Conus borgesi,NA,192500,Unknown,LC,CONESNAILS,192500,iucn,TRUE
NA,Conus tenuilineatus,NA,192501,Unknown,LC,CONESNAILS,192501,iucn,TRUE
NA,Conus clerii,NA,192502,Unknown,LC,CONESNAILS,192502,iucn,TRUE
NA,Conus thevenardensis,NA,192503,Unknown,VU,CONESNAILS,192503,iucn,TRUE
NA,Conus collisus,NA,192504,Unknown,LC,CONESNAILS,192504,iucn,TRUE
W-Msc-428144,Conus granum,null,192505,Unknown,LC,CONESNAILS,192505,iucn,TRUE
W-Msc-215492,Conus pulicarius,null,192506,NA,LC,CONESNAILS,192506,iucn,TRUE
W-Msc-215525,Conus capitaneus,null,192507,Unknown,LC,CONESNAILS,192507,iucn,TRUE
NA,Conus darkini,NA,192508,Unknown,LC,CONESNAILS,192508,iucn,TRUE
NA,Conus kanakinus,NA,192509,Unknown,LC,CONESNAILS,192509,iucn,TRUE
NA,Conus proximus,NA,192510,Unknown,LC,CONESNAILS,192510,iucn,TRUE
NA,Conus pulcher,NA,192510,Unknown,LC,CONESNAILS,192510,iucn,TRUE
NA,Conus pseudorbignyi,NA,192511,Unknown,DD,CONESNAILS,192511,iucn,TRUE
NA,Conus encaustus,NA,192512,Unknown,LC,CONESNAILS,192512,iucn,TRUE
NA,Conus reductaspiralis,NA,192513,Unknown,LC,CONESNAILS,192513,iucn,TRUE
NA,Conus tacomae,NA,192514,Unknown,VU,CONESNAILS,192514,iucn,TRUE
NA,Conus papilliferus,NA,192515,Unknown,LC,CONESNAILS,192515,iucn,TRUE
NA,Conus variegatus,NA,192516,Unknown,LC,CONESNAILS,192516,iucn,TRUE
NA,Conus mozambicus,NA,192517,Unknown,LC,CONESNAILS,192517,iucn,TRUE
NA,Conus dusaveli,NA,192518,Unknown,LC,CONESNAILS,192518,iucn,TRUE
NA,Conus kremerorum,NA,192519,Unknown,LC,CONESNAILS,192519,iucn,TRUE
NA,Conus richardsae,NA,192520,Unknown,DD,CONESNAILS,192520,iucn,TRUE
W-Msc-215537,Conus retifer,null,192521,Decreasing,LC,CONESNAILS,192521,iucn,TRUE
NA,Conus bruguieresi,NA,192522,Decreasing,EN,CONESNAILS,192522,iucn,FALSE
NA,Conus bruguiersi,NA,192522,Decreasing,EN,CONESNAILS,192522,iucn,FALSE
NA,Conus atlanticoselvagem,NA,192523,Unknown,NT,CONESNAILS,192523,iucn,TRUE
NA,Conus minutus,NA,192525,Unknown,LC,CONESNAILS,192525,iucn,TRUE
NA,Conus spurius,NA,192525,Unknown,LC,CONESNAILS,192525,iucn,TRUE
NA,Conus plinthis,NA,192527,Unknown,LC,CONESNAILS,192527,iucn,TRUE
NA,Conus inscriptus,NA,192528,Unknown,LC,CONESNAILS,192528,iucn,TRUE
NA,Conus keatiformis,NA,192528,Unknown,LC,CONESNAILS,192528,iucn,TRUE
NA,Conus tegulatus,NA,192528,Unknown,LC,CONESNAILS,192528,iucn,TRUE
NA,Conus victoriae,NA,192529,Unknown,LC,CONESNAILS,192529,iucn,TRUE
NA,Conus teodorae,NA,192530,Stable,VU,CONESNAILS,192530,iucn,TRUE
NA,Conus danilai,NA,192531,Unknown,DD,CONESNAILS,192531,iucn,TRUE
W-Msc-420224,Conus stearnsii,null,192532,Unknown,VU,CONESNAILS,192532,iucn,TRUE
NA,Conus boivini,NA,192533,Unknown,LC,CONESNAILS,192533,iucn,TRUE
NA,Conus gubernator,NA,192533,Unknown,LC,CONESNAILS,192533,iucn,TRUE
NA,Conus terminus,NA,192533,Unknown,LC,CONESNAILS,192533,iucn,TRUE
NA,Conus papilionaceus,NA,192534,Stable,LC,CONESNAILS,192534,iucn,TRUE
NA,Conus prometheus,NA,192534,Stable,LC,CONESNAILS,192534,iucn,TRUE
NA,Conus curassaviensis,NA,192535,Unknown,NT,CONESNAILS,192535,iucn,TRUE
NA,Conus brontodes,NA,192536,Unknown,LC,CONESNAILS,192536,iucn,TRUE
NA,Conus kinoshitai,NA,192536,Unknown,LC,CONESNAILS,192536,iucn,TRUE
NA,Conus tamikoae,NA,192536,Unknown,LC,CONESNAILS,192536,iucn,TRUE
NA,Conus otohimeae,NA,192537,Unknown,LC,CONESNAILS,192537,iucn,TRUE
NA,Conus rogmartini,NA,192537,Unknown,LC,CONESNAILS,192537,iucn,TRUE
NA,Conus ferrugineus,NA,192538,Unknown,LC,CONESNAILS,192538,iucn,TRUE
NA,Conus dispar,NA,192539,Unknown,LC,CONESNAILS,192539,iucn,TRUE
NA,Conus andremenezi,NA,192540,Unknown,LC,CONESNAILS,192540,iucn,TRUE
NA,Conus immelmani,NA,192541,Decreasing,VU,CONESNAILS,192541,iucn,TRUE
NA,Conus dalli,NA,192542,Unknown,LC,CONESNAILS,192542,iucn,TRUE
NA,Conus crotchii,NA,192544,Stable,EN,CONESNAILS,192544,iucn,TRUE
NA,Conus parvatus,NA,192545,NA,LC,CONESNAILS,192545,iucn,TRUE
NA,Conus aemulus,NA,192546,Unknown,LC,CONESNAILS,192546,iucn,TRUE
NA,Conus lobitensis,NA,192546,Unknown,LC,CONESNAILS,192546,iucn,TRUE
NA,Conus jickelii,NA,192547,Unknown,LC,CONESNAILS,192547,iucn,TRUE
NA,Conus guttatus,NA,192548,Unknown,LC,CONESNAILS,192548,iucn,TRUE
NA,Conus neoguttatus,NA,192548,Unknown,LC,CONESNAILS,192548,iucn,TRUE
W-Msc-215429,Conus magus,null,192549,Unknown,LC,CONESNAILS,192549,iucn,TRUE
NA,Conus borneensis,NA,192549,Unknown,LC,CONESNAILS,192549,iucn,TRUE
NA,Conus carinatus,NA,192549,Unknown,LC,CONESNAILS,192549,iucn,TRUE
NA,Conus cernohorskyi,NA,192549,Unknown,LC,CONESNAILS,192549,iucn,TRUE
NA,Conus frauenfeldi,NA,192549,Unknown,LC,CONESNAILS,192549,iucn,TRUE
NA,Conus fulvobullatus,NA,192549,Unknown,LC,CONESNAILS,192549,iucn,TRUE
NA,Conus raphanus,NA,192549,Unknown,LC,CONESNAILS,192549,iucn,TRUE
NA,Conus rutilus,NA,192550,Unknown,LC,CONESNAILS,192550,iucn,TRUE
NA,Conus asiaticus,NA,192551,Unknown,LC,CONESNAILS,192551,iucn,TRUE
NA,Conus moncuri,NA,192552,Unknown,DD,CONESNAILS,192552,iucn,FALSE
W-Msc-420213,Conus mazei,null,192553,Unknown,LC,CONESNAILS,192553,iucn,TRUE
NA,Conus bozzettii,NA,192554,Unknown,LC,CONESNAILS,192554,iucn,TRUE
NA,Conus venezuelanus,NA,192555,Unknown,LC,CONESNAILS,192555,iucn,TRUE
NA,Conus belairensis,NA,192556,Decreasing,EN,CONESNAILS,192556,iucn,TRUE
NA,Conus pseudimperialis,NA,192557,Unknown,DD,CONESNAILS,192557,iucn,TRUE
NA,Conus nobilis,NA,192558,Unknown,LC,CONESNAILS,192558,iucn,TRUE
NA,Conus sculletti,NA,192559,Unknown,LC,CONESNAILS,192559,iucn,TRUE
NA,Conus grangeri,NA,192560,Unknown,LC,CONESNAILS,192560,iucn,TRUE
NA,Conus leobrerai,NA,192561,Unknown,LC,CONESNAILS,192561,iucn,TRUE
W-Msc-215518,Conus flavidus,null,192562,Unknown,LC,CONESNAILS,192562,iucn,TRUE
W-Msc-215471,Conus aulicus,null,192563,Unknown,LC,CONESNAILS,192563,iucn,TRUE
NA,Conus auratus,NA,192563,Unknown,LC,CONESNAILS,192563,iucn,TRUE
W-Msc-215428,Conus moreleti,null,192564,Unknown,LC,CONESNAILS,192564,iucn,TRUE
NA,Conus pseudokimioi,NA,192565,Unknown,DD,CONESNAILS,192565,iucn,TRUE
W-Msc-426496,Conus fergusoni,null,192566,Unknown,LC,CONESNAILS,192566,iucn,TRUE
NA,Conus mitratus,NA,192567,Unknown,LC,CONESNAILS,192567,iucn,TRUE
NA,Conus abbreviatus,NA,192568,Unknown,LC,CONESNAILS,192568,iucn,TRUE
NA,Conus chiapponorum,NA,192569,Unknown,DD,CONESNAILS,192569,iucn,TRUE
NA,Conus rufimaculosus,NA,192570,Unknown,LC,CONESNAILS,192570,iucn,TRUE
NA,Conus infinitus,NA,192571,Stable,LC,CONESNAILS,192571,iucn,TRUE
NA,Africonus fontonae,NA,192572,Stable,VU,CONESNAILS,192572,iucn,TRUE
NA,Conus fontonae,NA,192572,Stable,VU,CONESNAILS,192572,iucn,TRUE
W-Msc-215551,Conus magnificus,null,192573,Unknown,LC,CONESNAILS,192573,iucn,TRUE
NA,Conus peli,NA,192574,Unknown,DD,CONESNAILS,192574,iucn,TRUE
NA,Conus lamberti,NA,192575,Unknown,LC,CONESNAILS,192575,iucn,TRUE
NA,Conus lucidus,NA,192576,NA,LC,CONESNAILS,192576,iucn,TRUE
NA,Conus pseudonivifer,NA,192577,Unknown,LC,CONESNAILS,192577,iucn,TRUE
W-Msc-215538,Conus ermineus,null,192578,Unknown,LC,CONESNAILS,192578,iucn,TRUE
NA,Conus perryae,NA,192578,Unknown,LC,CONESNAILS,192578,iucn,TRUE
NA,Conus testudinarius,NA,192578,Unknown,LC,CONESNAILS,192578,iucn,TRUE
NA,Conus amadis,NA,192579,Unknown,LC,CONESNAILS,192579,iucn,TRUE
NA,Conus arbornatalis,NA,192579,Unknown,LC,CONESNAILS,192579,iucn,TRUE
W-Msc-430457,Conus chaldaeus,null,192580,Unknown,LC,CONESNAILS,192580,iucn,TRUE
NA,Conus bayani,NA,192581,NA,LC,CONESNAILS,192581,iucn,TRUE
NA,Conus vittatus,NA,192582,Unknown,LC,CONESNAILS,192582,iucn,TRUE
NA,Conus spirofilis,NA,192583,NA,LC,CONESNAILS,192583,iucn,TRUE
NA,Conus diminutus,NA,192584,Stable,NT,CONESNAILS,192584,iucn,TRUE
SLB-189630,Conus vicweei,null,192585,Unknown,LC,CONESNAILS,192585,iucn,TRUE
W-Msc-215550,Conus terebra,null,192586,Unknown,LC,CONESNAILS,192586,iucn,TRUE
