am_sid,sciname,iucn_id,sciname_worrms,status,sciname_accepted,am_name_ver
Fis-26407,Coryphaenoides lecointei,NA,Coryphaenoides lecointei,accepted,Coryphaenoides lecointei,TRUE
Fis-114565,Coryphaenoides macrolophus,NA,Coryphaenoides macrolophus,accepted,Coryphaenoides macrolophus,TRUE
Fis-32847,Coryphaenoides marginatus,NA,Coryphaenoides marginatus,accepted,Coryphaenoides marginatus,TRUE
Fis-50725,Coryphaenoides marshalli,NA,Coryphaenoides marshalli,accepted,Coryphaenoides marshalli,TRUE
Fis-126909,Coryphaenoides paramarshalli,NA,Coryphaenoides paramarshalli,accepted,Coryphaenoides paramarshalli,TRUE
Fis-48955,Coryphaenoides semiscaber,NA,Coryphaenoides semiscaber,accepted,Coryphaenoides semiscaber,TRUE
Fis-126893,Coryphaenoides tydemani,NA,Coryphaenoides tydemani,accepted,Coryphaenoides tydemani,TRUE
Fis-126901,Coryphaenoides woodmasoni,NA,Coryphaenoides woodmasoni,accepted,Coryphaenoides woodmasoni,TRUE
Fis-57917,Corythoichthys insularis,NA,Corythoichthys insularis,accepted,Corythoichthys insularis,TRUE
Fis-31612,Corythoichthys polynotatus,NA,Corythoichthys polynotatus,accepted,Corythoichthys polynotatus,TRUE
Fis-25916,Cosmocampus darrosanus,NA,Cosmocampus darrosanus,accepted,Cosmocampus darrosanus,TRUE
Fis-24523,Cosmocampus profundus,NA,Cosmocampus profundus,accepted,Cosmocampus profundus,TRUE
Fis-51129,Cosmocampus retropinnis,NA,Cosmocampus retropinnis,accepted,Cosmocampus retropinnis,TRUE
Fis-54614,Cottiusculus gonez,NA,Cottiusculus gonez,accepted,Cottiusculus gonez,TRUE
Fis-47484,Cottunculus sadko,NA,Cottunculus sadko,accepted,Cottunculus sadko,TRUE
Fis-50372,Cottunculus spinosus,NA,Cottunculus spinosus,accepted,Cottunculus spinosus,TRUE
Fis-52081,Crassinarke dormitor,161326,Crassinarke dormitor,accepted,Crassinarke dormitor,TRUE
Fis-145020,Creedia alleni,NA,Creedia alleni,accepted,Creedia alleni,TRUE
Fis-165715,Creedia bilineata,NA,Creedia bilineata,accepted,Creedia bilineata,TRUE
Fis-125707,Creedia partimsquamigera,NA,Creedia partimsquamigera,accepted,Creedia partimsquamigera,TRUE
Fis-31807,Croilia mossambica,5675,Croilia mossambica,accepted,Croilia mossambica,TRUE
Fis-116472,Crossostomus chilensis,NA,Crossostomus chilensis,accepted,Crossostomus chilensis,TRUE
Fis-131465,Cruriraja andamanica,161710,Cruriraja andamanica,accepted,Cruriraja andamanica,TRUE
Fis-164699,Cruriraja hulleyi,NA,Cruriraja hulleyi,accepted,Cruriraja hulleyi,TRUE
Fis-27678,Cruriraja parcomaculata,NA,Cruriraja parcomaculata,accepted,Cruriraja parcomaculata,TRUE
Fis-148578,Cryodraco atkinsoni,NA,Cryodraco atkinsoni,accepted,Cryodraco atkinsoni,TRUE
Fis-32145,Cryothenia peninsulae,NA,Cryothenia peninsulae,accepted,Cryothenia peninsulae,TRUE
Fis-112792,Cryptichthys jojettae,NA,Cryptichthys jojettae,accepted,Cryptichthys jojettae,TRUE
Fis-112980,Cryptocentroides arabicus,NA,Cryptocentroides arabicus,accepted,Cryptocentroides arabicus,TRUE
Fis-28611,Cryptocentrus caeruleopunctatus,NA,Cryptocentrus caeruleopunctatus,accepted,Cryptocentrus caeruleopunctatus,TRUE
Fis-144697,Cryptocentrus cebuanus,NA,Cryptocentrus cebuanus,accepted,Cryptocentrus cebuanus,TRUE
Fis-138822,Cryptocentrus cyanotaenia,NA,Cryptocentrus cyanotaenia,accepted,Cryptocentrus cyanotaenia,TRUE
Fis-58810,Cryptocentrus lutheri,NA,Cryptocentrus lutheri,accepted,Cryptocentrus lutheri,TRUE
Fis-144705,Cryptocentrus pavoninoides,NA,Cryptocentrus pavoninoides,accepted,Cryptocentrus pavoninoides,TRUE
Fis-146097,Cryptocentrus russus,NA,Cryptocentrus russus,accepted,Cryptocentrus russus,TRUE
Fis-162912,Cryptocentrus tentaculatus,NA,Cryptocentrus tentaculatus,accepted,Cryptocentrus tentaculatus,TRUE
Fis-124492,Crystallichthys mirabilis,NA,Crystallichthys mirabilis,accepted,Crystallichthys mirabilis,TRUE
Fis-134197,Ctenochirichthys longimanus,NA,Ctenochirichthys longimanus,accepted,Ctenochirichthys longimanus,TRUE
Fis-62753,Ctenogobiops maculosus,NA,Ctenogobiops maculosus,accepted,Ctenogobiops maculosus,TRUE
Fis-161164,Ctenogobiops mitodes,NA,Ctenogobiops mitodes,accepted,Ctenogobiops mitodes,TRUE
Fis-156281,Ctenogobius claytonii,NA,Ctenogobius claytonii,accepted,Ctenogobius claytonii,TRUE
Fis-165380,Ctenogobius phenacus,NA,Ctenogobius phenacus,accepted,Ctenogobius phenacus,TRUE
Fis-165350,Ctenogobius thoropsis,154871,Ctenogobius thoropsis,accepted,Ctenogobius thoropsis,TRUE
Fis-49263,Ctenosciaena peruviana,183559,Ctenosciaena peruviana,accepted,Ctenosciaena peruviana,TRUE
Fis-47240,Cubiceps kotlyari,NA,Cubiceps kotlyari,accepted,Cubiceps kotlyari,TRUE
Fis-148809,Cyclopteropsis brashnikowi,NA,Cyclopteropsis brashnikowi,accepted,Cyclopteropsis brashnikowi,TRUE
Fis-54785,Cyclopteropsis lindbergi,NA,Cyclopteropsis lindbergi,accepted,Cyclopteropsis lindbergi,TRUE
Fis-137506,Cyclothone kobayashii,NA,Cyclothone kobayashii,accepted,Cyclothone kobayashii,TRUE
Fis-33817,Cynoglossus acutirostris,NA,Cynoglossus acutirostris,accepted,Cynoglossus acutirostris,TRUE
Fis-160897,Cynoglossus ochiaii,NA,Cynoglossus ochiaii,accepted,Cynoglossus ochiaii,TRUE
Fis-137309,Cynoglossus oligolepis,NA,Cynoglossus oligolepis,accepted,Cynoglossus oligolepis,TRUE
Fis-50954,Cynoglossus semifasciatus,NA,Cynoglossus semifasciatus,accepted,Cynoglossus semifasciatus,TRUE
Fis-48989,Cynoglossus sinusarabici,NA,Cynoglossus sinusarabici,accepted,Cynoglossus sinusarabici,TRUE
Fis-23097,Cynoscion analis,183954,Cynoscion analis,accepted,Cynoscion analis,TRUE
Fis-35707,Cynoscion nannus,183248,Cynoscion nannus,accepted,Cynoscion nannus,TRUE
Fis-146099,Cynoscion nortoni,183686,Cynoscion nortoni,accepted,Cynoscion nortoni,TRUE
Fis-23461,Cynoscion steindachneri,NA,Cynoscion steindachneri,accepted,Cynoscion steindachneri,TRUE
Fis-28709,Cypselurus simus,NA,Cypselurus simus,unaccepted,Cheilopogon simus,FALSE
Fis-134188,Cyttomimus stelgis,NA,Cyttomimus stelgis,accepted,Cyttomimus stelgis,TRUE
Fis-144977,Dactylopsaron dimorphicum,NA,Dactylopsaron dimorphicum,accepted,Dactylopsaron dimorphicum,TRUE
Fis-152150,Dactylopus kuiteri,NA,Dactylopus kuiteri,accepted,Dactylopus kuiteri,TRUE
Fis-148850,Dactyloscopus amnis,183544,Dactyloscopus amnis,accepted,Dactyloscopus amnis,TRUE
Fis-123816,Dactyloscopus comptus,NA,Dactyloscopus comptus,accepted,Dactyloscopus comptus,TRUE
Fis-156277,Dactyloscopus fimbriatus,183480,Dactyloscopus fimbriatus,accepted,Dactyloscopus fimbriatus,TRUE
Fis-138557,Dactyloscopus lacteus,183482,Dactyloscopus lacteus,accepted,Dactyloscopus lacteus,TRUE
Fis-148851,Dactyloscopus metoecus,183399,Dactyloscopus metoecus,accepted,Dactyloscopus metoecus,TRUE
Fis-148829,Dactyloscopus minutus,183474,Dactyloscopus minutus,accepted,Dactyloscopus minutus,TRUE
Fis-140587,Daector schmitti,183284,Daector schmitti,accepted,Daector schmitti,TRUE
Fis-35981,Danacetichthys galathenus,NA,Danacetichthys galathenus,accepted,Danacetichthys galathenus,TRUE
Fis-54564,Daruma sagamia,NA,Daruma sagamia,accepted,Daruma sagamia,TRUE
Fis-33271,Dascyllus strasburgi,NA,Dascyllus strasburgi,accepted,Dascyllus strasburgi,TRUE
Fis-132966,Dasyatis acutirostra,60147,Dasyatis acutirostra,accepted,Dasyatis acutirostra,TRUE
Fis-62855,Dasyatis geijskesi,60153,Dasyatis geijskesi,accepted,Dasyatis geijskesi,TRUE
Fis-159418,Dasyatis hypostigma,60154,Dasyatis hypostigma,accepted,Dasyatis hypostigma,TRUE
Fis-132967,Dasyatis izuensis,60155,Dasyatis izuensis,accepted,Dasyatis izuensis,TRUE
Fis-139798,Dasyatis lata,161386,Dasyatis lata,accepted,Dasyatis lata,TRUE
Fis-140921,Dasyatis marianae,45925,Dasyatis marianae,accepted,Dasyatis marianae,TRUE
Fis-161473,Dasyatis parvonigra,195442,Dasyatis parvonigra,accepted,Dasyatis parvonigra,TRUE
Fis-54415,Davidijordania brachyrhyncha,NA,Davidijordania brachyrhyncha,accepted,Davidijordania brachyrhyncha,TRUE
Fis-116302,Davidijordania jordaniana,NA,Davidijordania jordaniana,accepted,Davidijordania jordaniana,TRUE
Fis-54416,Davidijordania lacertina,NA,Davidijordania lacertina,accepted,Davidijordania lacertina,TRUE
Fis-29362,Deania hystricosa,161549,Deania hystricosa,accepted,Deania hystricosa,TRUE
Fis-2038,Decapterus koheru,NA,Decapterus koheru,accepted,Decapterus koheru,TRUE
Fis-112766,Dellichthys morelandi,NA,Dellichthys morelandi,accepted,Dellichthys morelandi,TRUE
Fis-161802,Dentex abei,NA,Dentex abei,accepted,Dentex abei,TRUE
Fis-149383,Dentex fourmanoiri,NA,Dentex fourmanoiri,accepted,Dentex fourmanoiri,TRUE
Fis-49907,Derepodichthys alepidotus,NA,Derepodichthys alepidotus,accepted,Derepodichthys alepidotus,TRUE
Fis-132816,Derilissus altifrons,NA,Derilissus altifrons,accepted,Derilissus altifrons,TRUE
Fis-50500,Dermatias platynogaster,NA,Dermatias platynogaster,accepted,Dermatias platynogaster,TRUE
Fis-158818,Dermatopsis greenfieldi,NA,Dermatopsis greenfieldi,accepted,Dermatopsis greenfieldi,TRUE
Fis-158819,Dermatopsis hoesei,NA,Dermatopsis hoesei,accepted,Dermatopsis hoesei,TRUE
Fis-158877,Dermatopsoides morrisonae,NA,Dermatopsoides morrisonae,accepted,Dermatopsoides morrisonae,TRUE
Fis-162863,Diagramma centurio,NA,Diagramma centurio,accepted,Diagramma centurio,TRUE
Fis-146741,Diagramma melanacrum,NA,Diagramma melanacrum,accepted,Diagramma melanacrum,TRUE
Fis-33878,Diagramma punctatum,NA,Diagramma punctatum,accepted,Diagramma punctatum,TRUE
Fis-158659,Diancistrus alatus,NA,Diancistrus alatus,accepted,Diancistrus alatus,TRUE
Fis-158669,Diancistrus atollorum,NA,Diancistrus atollorum,accepted,Diancistrus atollorum,TRUE
Fis-158734,Diancistrus brevirostris,NA,Diancistrus brevirostris,accepted,Diancistrus brevirostris,TRUE
Fis-158735,Diancistrus eremitus,NA,Diancistrus eremitus,accepted,Diancistrus eremitus,TRUE
Fis-158737,Diancistrus fijiensis,NA,Diancistrus fijiensis,accepted,Diancistrus fijiensis,TRUE
Fis-158800,Diancistrus machidai,NA,Diancistrus machidai,accepted,Diancistrus machidai,TRUE
Fis-158784,Diancistrus mcgroutheri,NA,Diancistrus mcgroutheri,accepted,Diancistrus mcgroutheri,TRUE
Fis-158807,Diancistrus pohnpeiensis,NA,Diancistrus pohnpeiensis,accepted,Diancistrus pohnpeiensis,TRUE
Fis-145863,Diaphus burtoni,NA,Diaphus burtoni,accepted,Diaphus burtoni,TRUE
Fis-144521,Diaphus dahlgreni,NA,Diaphus dahlgreni,accepted,Diaphus dahlgreni,TRUE
Fis-144522,Diaphus dehaveni,NA,Diaphus dehaveni,accepted,Diaphus dehaveni,TRUE
Fis-56113,Diaphus drachmanni,NA,Diaphus drachmanni,accepted,Diaphus drachmanni,TRUE
Fis-144523,Diaphus ehrhorni,NA,Diaphus ehrhorni,accepted,Diaphus ehrhorni,TRUE
Fis-144525,Diaphus faustinoi,NA,Diaphus faustinoi,accepted,Diaphus faustinoi,TRUE
Fis-144526,Diaphus handi,NA,Diaphus handi,accepted,Diaphus handi,TRUE
Fis-149458,Diaphus kora,NA,Diaphus kora,accepted,Diaphus kora,TRUE
Fis-145864,Diaphus lucifrons,NA,Diaphus lucifrons,accepted,Diaphus lucifrons,TRUE
Fis-115864,Diaphus minax,NA,Diaphus minax,accepted,Diaphus minax,TRUE
Fis-149473,Diaphus roei,NA,Diaphus roei,accepted,Diaphus roei,TRUE
Fis-150929,Diaphus sagamiensis,NA,Diaphus sagamiensis,accepted,Diaphus sagamiensis,TRUE
Fis-147734,Diaphus trachops,NA,Diaphus trachops,accepted,Diaphus trachops,TRUE
Fis-144527,Diaphus umbroculus,NA,Diaphus umbroculus,accepted,Diaphus umbroculus,TRUE
Fis-144528,Diaphus whitleyi,NA,Diaphus whitleyi,accepted,Diaphus whitleyi,TRUE
Fis-144529,Diaphus wisneri,NA,Diaphus wisneri,accepted,Diaphus wisneri,TRUE
Fis-143540,Dibranchus cracens,NA,Dibranchus cracens,accepted,Dibranchus cracens,TRUE
Fis-143562,Dibranchus discors,NA,Dibranchus discors,accepted,Dibranchus discors,TRUE
Fis-143547,Dibranchus sparsus,NA,Dibranchus sparsus,accepted,Dibranchus sparsus,TRUE
Fis-149527,Dibranchus spongiosa,NA,Dibranchus spongiosa,accepted,Dibranchus spongiosa,TRUE
Fis-148856,Diceratias trilobus,NA,Diceratias trilobus,accepted,Diceratias trilobus,TRUE
Fis-134462,Dicrolene nigra,154686,Dicrolene nigra,accepted,Dicrolene nigra,TRUE
Fis-33098,Dicrolene pallidus,NA,Dicrolene pallidus,accepted,Dicrolene pallidus,TRUE
Fis-53358,Dicrolene quinquarius,NA,Dicrolene quinquarius,accepted,Dicrolene quinquarius,TRUE
Fis-161680,Didymothallus criniceps,NA,Didymothallus criniceps,accepted,Didymothallus criniceps,TRUE
Fis-32128,Dieidolycus leptodermatus,NA,Dieidolycus leptodermatus,accepted,Dieidolycus leptodermatus,TRUE
Fis-162816,Dinematichthys trilobatus,NA,Dinematichthys trilobatus,accepted,Dinematichthys trilobatus,TRUE
Fis-133521,Diplacanthopoma jordani,NA,Diplacanthopoma jordani,accepted,Diplacanthopoma jordani,TRUE
Fis-148377,Diplacanthopoma kreffti,NA,Diplacanthopoma kreffti,accepted,Diplacanthopoma kreffti,TRUE
Fis-34128,Diploconger polystigmatus,NA,Diploconger polystigmatus,accepted,Diploconger polystigmatus,TRUE
Fis-112752,Diplocrepis puniceus,NA,Diplocrepis puniceus,accepted,Diplocrepis puniceus,TRUE
Fis-165278,Diplodus omanensis,NA,Diplodus omanensis,unaccepted,Diplodus cervinus omanensis,FALSE
Fis-32649,Diplodus sargus cadenati,NA,Diplodus sargus cadenati,accepted,Diplodus sargus cadenati,TRUE
Fis-112933,Diplogrammus pygmaeus,NA,Diplogrammus pygmaeus,accepted,Diplogrammus pygmaeus,TRUE
Fis-121672,Diplogrammus randalli,NA,Diplogrammus randalli,accepted,Diplogrammus randalli,TRUE
Fis-133494,Diplophos australis,NA,Diplophos australis,accepted,Diplophos australis,TRUE
Fis-52342,Diplophos orientalis,NA,Diplophos orientalis,accepted,Diplophos orientalis,TRUE
Fis-144485,Diplophos pacificus,NA,Diplophos pacificus,accepted,Diplophos pacificus,TRUE
Fis-55424,Diploprion drachi,NA,Diploprion drachi,accepted,Diploprion drachi,TRUE
Fis-162027,Dipturus argentinensis,NA,Dipturus argentinensis,accepted,Dipturus argentinensis,TRUE
Fis-164123,Dipturus flindersi,195443,Dipturus flindersi,accepted,Dipturus flindersi,TRUE
Fis-131892,Dipturus gigas,161393,Dipturus gigas,accepted,Dipturus gigas,TRUE
Fis-131838,Dipturus macrocauda,161738,Dipturus macrocauda,accepted,Dipturus macrocauda,TRUE
Fis-161161,Dipturus melanospilus,195450,Dipturus melanospilus,accepted,Dipturus melanospilus,TRUE
Fis-161218,Dipturus oculus,195451,Dipturus oculus,accepted,Dipturus oculus,TRUE
Fis-131840,Dipturus oregoni,161514,Dipturus oregoni,accepted,Dipturus oregoni,TRUE
Fis-161162,Dipturus queenslandicus,195452,Dipturus queenslandicus,accepted,Dipturus queenslandicus,TRUE
Fis-131844,Dipturus stenorhynchus,44610,Dipturus stenorhynchus,accepted,Dipturus stenorhynchus,TRUE
Fis-161046,Dipturus wuhanlingi,195454,Dipturus wuhanlingi,accepted,Dipturus wuhanlingi,TRUE
Fis-169544,Discordipinna filamentosa,NA,Discordipinna filamentosa,accepted,Discordipinna filamentosa,TRUE
Fis-160827,Discotrema monogrammum,NA,Discotrema monogrammum,accepted,Discotrema monogrammum,TRUE
Fis-145446,Dodekablennos fraseri,NA,Dodekablennos fraseri,accepted,Dodekablennos fraseri,TRUE
Fis-159319,Dolichopteryx minuscula,NA,Dolichopteryx minuscula,accepted,Dolichopteryx minuscula,TRUE
Fis-161852,Dolichopteryx pseudolongipes,NA,Dolichopteryx pseudolongipes,accepted,Dolichopteryx pseudolongipes,TRUE
Fis-50442,Dolopichthys dinema,NA,Dolopichthys dinema,accepted,Dolopichthys dinema,TRUE
Fis-50443,Dolopichthys jubatus,NA,Dolopichthys jubatus,accepted,Dolopichthys jubatus,TRUE
Fis-149579,Dolopichthys karsteni,NA,Dolopichthys karsteni,accepted,Dolopichthys karsteni,TRUE
Fis-32503,Doryrhamphus excisus abbreviatus,NA,Doryrhamphus excisus abbreviatus,accepted,Doryrhamphus excisus abbreviatus,TRUE
Fis-52357,Draculo shango,NA,Draculo shango,accepted,Draculo shango,TRUE
Fis-152324,Drombus palackyi,NA,Drombus palackyi,accepted,Drombus palackyi,TRUE
Fis-50719,Drombus simulus,NA,Drombus simulus,accepted,Drombus simulus,TRUE
Fis-21236,Dunckerocampus baldwini,NA,Dunckerocampus baldwini,accepted,Dunckerocampus baldwini,TRUE
Fis-133276,Dunckerocampus boylei,NA,Dunckerocampus boylei,accepted,Dunckerocampus boylei,TRUE
Fis-142525,Dysomma dolichosomatum,NA,Dysomma dolichosomatum,accepted,Dysomma dolichosomatum,TRUE
Fis-47593,Dysomma fuscoventralis,NA,Dysomma fuscoventralis,accepted,Dysomma fuscoventralis,TRUE
Fis-132339,Dysomma opisthoproctus,NA,Dysomma opisthoproctus,accepted,Dysomma opisthoproctus,TRUE
Fis-142532,Dysomma polycatodon,NA,Dysomma polycatodon,accepted,Dysomma polycatodon,TRUE
Fis-150146,Dysommina proboscideus,NA,Dysommina proboscideus,accepted,Dysommina proboscideus,TRUE
Fis-161793,Ebinania australiae,NA,Ebinania australiae,accepted,Ebinania australiae,TRUE
Fis-147877,Ebinania macquariensis,NA,Ebinania macquariensis,accepted,Ebinania macquariensis,TRUE
Fis-144849,Ebosia falcata,NA,Ebosia falcata,accepted,Ebosia falcata,TRUE
Fis-121312,Echelus uropterus,NA,Echelus uropterus,accepted,Echelus uropterus,TRUE
Fis-143407,Echidna amblyodon,NA,Echidna amblyodon,accepted,Echidna amblyodon,TRUE
Fis-144839,Echidna xanthospilos,NA,Echidna xanthospilos,accepted,Echidna xanthospilos,TRUE
Fis-127558,Echinogobius hayashii,NA,Echinogobius hayashii,accepted,Echinogobius hayashii,TRUE
Fis-139258,Echinomacrurus mollis,NA,Echinomacrurus mollis,accepted,Echinomacrurus mollis,TRUE
Fis-35709,Echinophryne crassispina,NA,Echinophryne crassispina,accepted,Echinophryne crassispina,TRUE
Fis-115620,Echinophryne mitchellii,NA,Echinophryne mitchellii,accepted,Echinophryne mitchellii,TRUE
Fis-56283,Echinophryne reynoldsi,NA,Echinophryne reynoldsi,accepted,Echinophryne reynoldsi,TRUE
Fis-139634,Echiodon anchipterus,NA,Echiodon anchipterus,accepted,Echiodon anchipterus,TRUE
Fis-127130,Echiodon coheni,NA,Echiodon coheni,accepted,Echiodon coheni,TRUE
Fis-169620,Echiodon prionodon,NA,Echiodon prionodon,accepted,Echiodon prionodon,TRUE
Fis-62000,Ecsenius alleni,NA,Ecsenius alleni,accepted,Ecsenius alleni,TRUE
Fis-58789,Ecsenius aroni,NA,Ecsenius aroni,accepted,Ecsenius aroni,TRUE
Fis-35316,Ecsenius bathi,NA,Ecsenius bathi,accepted,Ecsenius bathi,TRUE
Fis-32480,Ecsenius dilemma,180122,Ecsenius dilemma,accepted,Ecsenius dilemma,TRUE
Fis-28573,Ecsenius gravieri,NA,Ecsenius gravieri,accepted,Ecsenius gravieri,TRUE
Fis-32483,Ecsenius kurti,180123,Ecsenius kurti,accepted,Ecsenius kurti,TRUE
Fis-32477,Ecsenius melarchus,NA,Ecsenius melarchus,accepted,Ecsenius melarchus,TRUE
Fis-61944,Ecsenius oculatus,NA,Ecsenius oculatus,accepted,Ecsenius oculatus,TRUE
Fis-32419,Ecsenius oculus,NA,Ecsenius oculus,accepted,Ecsenius oculus,TRUE
Fis-61949,Ecsenius pardus,NA,Ecsenius pardus,accepted,Ecsenius pardus,TRUE
Fis-35892,Ecsenius paroculus,NA,Ecsenius paroculus,accepted,Ecsenius paroculus,TRUE
Fis-142123,Ecsenius randalli,NA,Ecsenius randalli,accepted,Ecsenius randalli,TRUE
Fis-31626,Ecsenius sellifer,NA,Ecsenius sellifer,accepted,Ecsenius sellifer,TRUE
Fis-154079,Ecsenius shirleyae,NA,Ecsenius shirleyae,accepted,Ecsenius shirleyae,TRUE
Fis-32478,Ecsenius stigmatura,NA,Ecsenius stigmatura,accepted,Ecsenius stigmatura,TRUE
Fis-146176,Ecsenius tricolor,NA,Ecsenius tricolor,accepted,Ecsenius tricolor,TRUE
Fis-29928,Eeyorius hutchinsi,NA,Eeyorius hutchinsi,accepted,Eeyorius hutchinsi,TRUE
Fis-144025,Elassodiscus obscurus,NA,Elassodiscus obscurus,accepted,Elassodiscus obscurus,TRUE
Fis-160925,Electrolux addisoni,161428,Electrolux addisoni,accepted,Electrolux addisoni,TRUE
Fis-57516,Eleotris lutea,NA,Eleotris lutea,accepted,Eleotris lutea,TRUE
Fis-29166,Eleutheronema tridactylum,155171,Eleutheronema tridactylum,accepted,Eleutheronema tridactylum,TRUE
Fis-148565,Emblemaria australis,NA,Emblemaria australis,accepted,Emblemaria australis,TRUE
Fis-133388,Emblemaria hudsoni,NA,Emblemaria hudsoni,accepted,Emblemaria hudsoni,TRUE
Fis-113669,Emblemaria nivipes,183676,Emblemaria nivipes,accepted,Emblemaria nivipes,TRUE
Fis-113673,Emblemaria walkeri,184020,Emblemaria walkeri,accepted,Emblemaria walkeri,TRUE
Fis-141466,Emblemariopsis pricei,NA,Emblemariopsis pricei,accepted,Emblemariopsis pricei,TRUE
Fis-134186,Emmelichthys elongatus,NA,Emmelichthys elongatus,accepted,Emmelichthys elongatus,TRUE
Fis-126068,Emmelichthys karnellai,NA,Emmelichthys karnellai,accepted,Emmelichthys karnellai,TRUE
Fis-126063,Emmelichthys nitidus cyanescens,NA,Emmelichthys nitidus cyanescens,accepted,Emmelichthys nitidus cyanescens,TRUE
Fis-53354,Encheliophis sagamianus,NA,Encheliophis sagamianus,accepted,Encheliophis sagamianus,TRUE
Fis-123968,Enchelybrotula paucidens,NA,Enchelybrotula paucidens,accepted,Enchelybrotula paucidens,TRUE
Fis-27684,Enchelycore lichenosa,NA,Enchelycore lichenosa,accepted,Enchelycore lichenosa,TRUE
Fis-145643,Enchelyurus brunneolus,NA,Enchelyurus brunneolus,accepted,Enchelyurus brunneolus,TRUE
Fis-145447,Enchelyurus flavipes,NA,Enchelyurus flavipes,accepted,Enchelyurus flavipes,TRUE
Fis-23119,Encrasicholina purpurea,NA,Encrasicholina purpurea,accepted,Encrasicholina purpurea,TRUE
Fis-162535,Engraulis capensis,NA,Engraulis capensis,accepted,Engraulis capensis,TRUE
Fis-162535,Engraulis capensis,NA,NA,deleted,Engraulis capensis,TRUE
Fis-158437,Engyprosopon annulatus,NA,Engyprosopon annulatus,accepted,Engyprosopon annulatus,TRUE
Fis-133549,Engyprosopon arenicola,NA,Engyprosopon arenicola,accepted,Engyprosopon arenicola,TRUE
Fis-47559,Engyprosopon bellonaensis,NA,Engyprosopon bellonaensis,accepted,Engyprosopon bellonaensis,TRUE
Fis-160909,Engyprosopon kushimotoensis,NA,Engyprosopon kushimotoensis,accepted,Engyprosopon kushimotoensis,TRUE
Fis-47585,Engyprosopon longipterum,NA,Engyprosopon longipterum,accepted,Engyprosopon longipterum,TRUE
Fis-162025,Engyprosopon mozambiquensis,NA,Engyprosopon mozambiquensis,accepted,Engyprosopon mozambiquensis,TRUE
Fis-54527,Engyprosopon obliquioculatum,NA,Engyprosopon obliquioculatum,accepted,Engyprosopon obliquioculatum,TRUE
Fis-158438,Engyprosopon osculus,NA,Engyprosopon osculus,accepted,Engyprosopon osculus,TRUE
Fis-47582,Engyprosopon septempes,NA,Engyprosopon septempes,accepted,Engyprosopon septempes,TRUE
Fis-145352,Engyprosopon xenandrus,NA,Engyprosopon xenandrus,accepted,Engyprosopon xenandrus,TRUE
Fis-149243,Enigmacanthus filamentosus,NA,Enigmacanthus filamentosus,accepted,Enigmacanthus filamentosus,TRUE
Fis-63045,Enneanectes jordani,NA,Enneanectes jordani,accepted,Enneanectes jordani,TRUE
Fis-125742,Enneapterygius atriceps,NA,Enneapterygius atriceps,accepted,Enneapterygius atriceps,TRUE
Fis-61272,Enneapterygius cheni,NA,Enneapterygius cheni,accepted,Enneapterygius cheni,TRUE
Fis-125747,Enneapterygius clea,NA,Enneapterygius clea,accepted,Enneapterygius clea,TRUE
Fis-138332,Enneapterygius destai,NA,Enneapterygius destai,accepted,Enneapterygius destai,TRUE
Fis-125760,Enneapterygius howensis,NA,Enneapterygius howensis,accepted,Enneapterygius howensis,TRUE
Fis-125785,Enneapterygius hsiojenae,NA,Enneapterygius hsiojenae,accepted,Enneapterygius hsiojenae,TRUE
Fis-114103,Enneapterygius kermadecensis,NA,Enneapterygius kermadecensis,accepted,Enneapterygius kermadecensis,TRUE
Fis-125786,Enneapterygius leucopunctatus,NA,Enneapterygius leucopunctatus,accepted,Enneapterygius leucopunctatus,TRUE
Fis-57961,Enneapterygius obscurus,NA,Enneapterygius obscurus,accepted,Enneapterygius obscurus,TRUE
Fis-114172,Enneapterygius paucifasciatus,NA,Enneapterygius paucifasciatus,accepted,Enneapterygius paucifasciatus,TRUE
Fis-166535,Enneapterygius qirmiz,NA,Enneapterygius qirmiz,accepted,Enneapterygius qirmiz,TRUE
Fis-125770,Enneapterygius randalli,NA,Enneapterygius randalli,accepted,Enneapterygius randalli,TRUE
Fis-125773,Enneapterygius rhothion,NA,Enneapterygius rhothion,accepted,Enneapterygius rhothion,TRUE
Fis-125783,Enneapterygius vexillarius,NA,Enneapterygius vexillarius,accepted,Enneapterygius vexillarius,TRUE
Fis-145099,Entomacrodus lemuria,NA,Entomacrodus lemuria,accepted,Entomacrodus lemuria,TRUE
Fis-146748,Entomacrodus macrospilus,154927,Entomacrodus macrospilus,accepted,Entomacrodus macrospilus,TRUE
Fis-52255,Entomacrodus textilis,NA,Entomacrodus textilis,accepted,Entomacrodus textilis,TRUE
Fis-145098,Entomacrodus williamsi,NA,Entomacrodus williamsi,accepted,Entomacrodus williamsi,TRUE
Fis-50196,Epetriodus freddyi,NA,Epetriodus freddyi,accepted,Epetriodus freddyi,TRUE
Fis-161080,Epibulus brevis,187622,Epibulus brevis,accepted,Epibulus brevis,TRUE
Fis-133351,Epigonus crassicaudus,NA,Epigonus crassicaudus,accepted,Epigonus crassicaudus,TRUE
Fis-133587,Epigonus elegans,NA,Epigonus elegans,accepted,Epigonus elegans,TRUE
Fis-133568,Epigonus fragilis,NA,Epigonus fragilis,accepted,Epigonus fragilis,TRUE
Fis-133573,Epigonus glossodontus,NA,Epigonus glossodontus,accepted,Epigonus glossodontus,TRUE
