am_sid,env_area,geom_area,reviewed,occurcells,sciname,geom_area_per_cells,env_area_per_cells,clipped
SLB-115856,515830.8054,1071214.47,null,4,Atlantocuma elongatum,267803.6175,128957.70135,FALSE
SLB-116554,2570234.5992,3288654.74,null,29,Leucon antarcticus,113401.88758620691,88628.77928275862,FALSE
SLB-116556,2058502.2058,2490741.62,null,50,Leucon assimilis,49814.8324,41170.044116000005,FALSE
SLB-116560,309516.5138,559924.09,null,4,Leucon breidensis,139981.0225,77379.12845,FALSE
SLB-116591,352993.8951,469808.78,null,5,Leucon polarsterni,93961.75600000001,70598.77902,FALSE
SLB-116594,1379556.1787,2791533.13,null,36,Leucon sagitta,77542.58694444444,38321.00496388889,FALSE
SLB-116596,505942.4056,700636.05,null,21,Leucon septemdentatus,33363.62142857143,24092.495504761904,FALSE
SLB-116607,248438.3838,573992.95,null,7,Leucon weddelli,81998.99285714285,35491.19768571429,FALSE
SLB-116745,1606615.6089,2327723.73,null,55,Cumella australis,42322.24963636364,29211.19288909091,FALSE
SLB-116784,831518.0895,1184338.84,null,3,Cumella ocellata,394779.61333333334,277172.6965,FALSE
SLB-116785,570603.5697,829596.44,null,8,Cumella pectinifera,103699.555,71325.4462125,FALSE
SLB-116794,1493309.7346,2086703.27,null,19,Cumella schieckei,109826.48789473684,78595.24918947369,FALSE
SLB-117018,2506884.5164,4032850.24,null,4,Cerithium tenellum,1008212.56,626721.1291,FALSE
SLB-117053,1922348.3374,2779726.6,null,3,Trigonostoma obliquata,926575.5333333333,640782.7791333334,FALSE
SLB-117060,6009990.4953,8318898.77,null,10,Xenophora corrugata,831889.877,600999.04953,TRUE
SLB-117066,3883997.4559,6058368.84,null,9,Cypraea walkeri,673152.0933333333,431555.27287777775,TRUE
SLB-117117,9159729.07,10444772.8,null,41,Vasum turbinellum,254750.556097561,223408.02609756097,FALSE
SLB-117128,2179517.1517,4425070.47,null,6,Cymatium caudatum,737511.745,363252.85861666664,TRUE
SLB-117138,2104369.5157,3504938.65,null,3,Distorsio kurzi,1168312.8833333333,701456.5052333333,FALSE
SLB-117140,1391708.9004,2845757.75,null,7,Tutufa bufo,406536.8214285714,198815.55719999998,TRUE
SLB-117188,4923628.3015,7259318.45,null,8,Murex tenuirostrum,907414.80625,615453.5376875,TRUE
SLB-117192,3306321.1472,5524381.43,null,6,Favartia rosamiae,920730.2383333333,551053.5245333334,FALSE
SLB-117208,1795451.0679,3593038.75,null,3,Cronia contracta,1197679.5833333333,598483.6893,FALSE
SLB-117210,3714910.9372,5703224.5,null,8,Thais echinata,712903.0625,464363.86715,TRUE
SLB-117218,2828448.2881,5323721.86,null,6,Morula musiva,887286.9766666667,471408.04801666667,FALSE
SLB-117223,3968554.0027,6735362.96,null,4,Homalocantha anomaliae,1683840.74,992138.500675,TRUE
SLB-117228,1680522.0515,3217178.53,null,3,Nassarius limnaeiformis,1072392.8433333333,560174.0171666667,FALSE
SLB-117234,1795451.0679,3593038.75,null,3,Nassarius distortus,1197679.5833333333,598483.6893,FALSE
SLB-117265,3081794.4235,4585238.74,null,4,Coralliophila neritoidea,1146309.685,770448.605875,TRUE
SLB-117275,4192818.6366,8442502.36,null,6,Nassaria fusiformis,1407083.7266666666,698803.1061,FALSE
SLB-117288,2493370.3021,3168706.31,null,20,Phos textum,158435.3155,124668.515105,FALSE
SLB-117289,5349689.1898,7131837.03,null,5,Cantharus iostomus,1426367.406,1069937.83796,FALSE
SLB-117366,721119.9722,1083687.03,null,3,Clanculus persica,361229.01,240373.32406666665,FALSE
SLB-117415,3881309.8143,5757970.6,null,6,Calliostoma haliarchus,959661.7666666666,646884.9690500001,FALSE
SLB-117417,801082.6133,1388016.49,null,3,Calliostoma iris,462672.16333333333,267027.5377666667,FALSE
SLB-117467,4438198.372,6223677.54,null,12,Coscinaraea exesa,518639.795,369849.8643333334,TRUE
SLB-117470,1303991.5702,2035124.57,null,3,Cycloseris erosa,678374.8566666667,434663.8567333333,FALSE
SLB-117471,3045937.3543,5380966.94,null,10,Cycloseris patelliformis,538096.694,304593.73543,FALSE
SLB-117472,2179640.4601,4028714.56,null,6,Cycloseris sinensis,671452.4266666666,363273.41001666663,TRUE
SLB-117473,995577.4665,1699240.0,null,3,Cycloseris somervillei,566413.3333333334,331859.1555,FALSE
SLB-117474,3986545.7291,5175659.36,null,20,Cycloseris vaughani,258782.96800000002,199327.286455,FALSE
SLB-117477,1416922.5052,2222049.17,null,5,Echinophyllia taylorae,444409.834,283384.50104,FALSE
SLB-117478,2595363.7738,4616951.91,null,7,Euphyllia paraancora,659564.5585714286,370766.2534,FALSE
SLB-117480,8654447.3581,10421277.18,null,31,Fungia danai,336170.23161290324,279175.72122903226,FALSE
SLB-117481,2167969.5839,3990999.77,null,4,Fungia klunzingeri,997749.9425,541992.395975,FALSE
SLB-117482,1642171.7463,2675908.19,null,5,Galaxea archelia,535181.638,328434.34926,FALSE
SLB-117483,4552824.0768,7148820.33,null,10,Galaxea horrescens,714882.033,455282.40768,FALSE
SLB-117484,4659509.8751,7853506.13,null,12,Herpolitha weberi,654458.8441666666,388292.4895916667,FALSE
SLB-117486,995577.4665,1699240.0,null,3,Mycedium mancaoi,566413.3333333334,331859.1555,FALSE
SLB-117488,2785759.448,3469449.22,null,4,Pocillopora ankeli,867362.305,696439.862,FALSE
SLB-117490,4653852.0726,5947521.38,null,10,Pocillopora danae,594752.138,465385.20725999994,FALSE
SLB-117497,5540631.9436,6352789.5,null,17,Seriatopora stellata,373693.5,325919.52609411767,FALSE
SLB-11750,54380.4753,88297.61,null,10,Heterocrypta occidentalis,8829.761,5438.04753,FALSE
SLB-117548,2346558.0424,4642716.79,null,5,Cycloseris costulata,928543.358,469311.60848000005,TRUE
SLB-117551,7830734.498,9871636.3,null,22,Stylophora subseriata,448710.74090909096,355942.47718181816,FALSE
SLB-117739,2159274.1937,4278317.36,null,4,Aega excisa,1069579.34,539818.548425,FALSE
SLB-117778,7928291.7853,13547394.76,null,12,Gibbosaverruca nitida,1128949.5633333332,660690.9821083333,TRUE
SLB-117782,148214.0928,207348.86,null,3,Euscalpellum renei,69116.28666666667,49404.69760000001,FALSE
SLB-117787,69957.5465,159699.16999999998,null,3,Ornatoscalpellum vanhoeffeni,53233.056666666664,23319.182166666666,FALSE
SLB-117870,7157598.8006,9386521.73,null,26,Albunea microps,361020.06653846154,275292.26156153844,TRUE
SLB-117930,2221460.4526,3103151.29,null,15,Heterocarpus grimaldii,206876.75266666667,148097.36350666668,FALSE
SLB-117952,605464.1714,1069178.88,null,4,Austrolepidopa trigonops,267294.72,151366.04285,FALSE
SLB-117966,10318782.033,12986896.68,null,20,Chirostylus dolichopus,649344.834,515939.10164999997,TRUE
SLB-117967,70546.3352,122141.96,null,4,Nodilittorina antipodum,30535.49,17636.5838,FALSE
SLB-117969,28349.5965,47235.58,null,3,Eumunida australis,15745.193333333335,9449.8655,FALSE
SLB-117972,301468.9485,747347.93,null,3,Gastroptychus rogeri,249115.97666666668,100489.6495,FALSE
SLB-117974,5930745.791,11127819.09,null,23,Uroptychus australis,483818.2213043478,257858.51265217393,TRUE
SLB-117982,11478052.6213,19618996.27,null,35,Uroptychus gracilimanus,560542.7505714286,327944.36060857144,TRUE
SLB-117995,317140.1497,408156.14,null,8,Coenobita brevimanus,51019.5175,39642.5187125,FALSE
SLB-118002,4262491.0481,5551071.27,null,32,Coenobita perlatus,173470.9771875,133202.845253125,FALSE
SLB-118005,5949808.1365,7162032.81,null,62,Coenobita rugosus,115516.65822580644,95964.64736290323,FALSE
SLB-118006,7230608.5308,8954378.31,null,37,Aniculus retipes,242010.22459459462,195421.85218378378,FALSE
SLB-118007,4904650.1673,6744343.81,null,14,Aniculus ursus,481738.84357142856,350332.15480714286,FALSE
SLB-118012,6535665.462,8292115.01,null,24,Calcinus vachoni,345504.7920833333,272319.39425,FALSE
SLB-118014,5616590.8235,9067368.6,null,10,Dardanus australis,906736.86,561659.08235,FALSE
SLB-118018,67191.6867,122141.96,null,4,Natica lemniscata,30535.49,16797.921675,FALSE
SLB-118027,154705.3451,208876.48,null,17,Ranella australasia,12286.851764705883,9100.31441764706,FALSE
SLB-118032,49775.3928,83593.16,null,5,Bouchetriphora pallida,16718.632,9955.07856,FALSE
SLB-118046,7157443.4158,9334319.96,null,42,Dardanus scutellatus,222245.71333333335,170415.3194238095,FALSE
SLB-118047,7838035.4165,10512682.27,null,27,Dardanus setifer,389358.6025925926,290297.60801851854,TRUE
SLB-118050,7462991.4284,9945639.25,null,69,Diogenes avarus,144139.6992753623,108159.29606376811,TRUE
SLB-118055,2188037.436,4628696.52,null,9,Morula nodulifera,514299.6133333333,243115.27066666668,TRUE
SLB-118060,3937272.8832,6144344.85,null,7,Pyrene varians,877763.5499999999,562467.5547428571,FALSE
SLB-118065,6363128.5939,7903998.94,null,32,Diogenes custos,246999.966875,198847.768559375,FALSE
SLB-118066,5352819.8937,8550740.99,null,10,Diogenes gardineri,855074.099,535281.98937,FALSE
SLB-118070,7391840.4743,11268839.31,null,11,Agononida eminens,1024439.9372727274,671985.4976636363,TRUE
SLB-118078,431949.0132,803012.86,null,7,Nassarius spiratus,114716.12285714285,61707.001885714286,TRUE
SLB-118081,276635.6828,624380.18,null,6,Lyria nucleus,104063.36333333334,46105.947133333335,TRUE
SLB-118094,2920575.3071,4935099.1,null,4,Xenoturris cingulifera,1233774.775,730143.826775,TRUE
SLB-118095,3049168.4966,5407308.34,null,7,Terebra circumcincta,772472.62,435595.49951428577,TRUE
SLB-118101,1994306.4573,3646017.36,null,5,Pupa sulcata,729203.472,398861.29146,TRUE
SLB-11826,4100915.0174000002,14143498.04,1,40,Funchalia woodwardi,353587.451,102522.87543500001,FALSE
SLB-118390,122728.3588,414536.64,null,7,Albunea marquisiana,59219.520000000004,17532.622685714286,FALSE
SLB-118391,5705536.1867,6866057.33,null,19,Hippa adactyla,361371.43842105265,300291.37824736844,FALSE
SLB-118397,2745734.768,4075418.14,null,8,Alvinocaris lusca,509427.2675,343216.846,FALSE
SLB-118411,21983.2121,36688.35,null,7,Amaryllis brevicornis,5241.192857142857,3140.4588714285715,FALSE
SLB-118412,755573.8907,1015483.37,null,19,Amaryllis carrascoi,53446.493157894736,39767.04687894737,FALSE
SLB-118413,310530.0915,410747.17,null,3,Amaryllis croca,136915.72333333333,103510.0305,FALSE
SLB-118414,146893.1337,225821.99,null,5,Amaryllis dianae,45164.398,29378.62674,FALSE
SLB-118415,4252703.5175,5421804.17,null,16,Amaryllis kamata,338862.760625,265793.96984375,FALSE
SLB-118416,340475.0373,598122.76,null,10,Amaryllis keablei,59812.276,34047.503730000004,FALSE
SLB-118418,142485.8044,201772.9,null,3,Amaryllis migo,67257.63333333333,47495.26813333333,FALSE
SLB-118419,24587.1679,47407.01,null,5,Amaryllis moona,9481.402,4917.43358,FALSE
SLB-118420,139394.5631,245225.45,null,4,Amaryllis olinda,61306.3625,34848.640775,FALSE
SLB-118421,552230.1953,848556.38,null,8,Amaryllis philatelica,106069.5475,69028.7744125,FALSE
SLB-118422,192253.3618,302056.58,null,5,Amaryllis quokka,60411.316000000006,38450.672360000004,FALSE
SLB-118424,1574006.5544,2973191.88,null,3,Bamarooka anomala,991063.96,524668.8514666667,TRUE
SLB-118425,707133.4253,1215522.09,null,13,Bamarooka bathycephala,93501.69923076924,54394.87886923077,FALSE
SLB-118428,771752.8922,1193547.1,null,14,Bamarooka endota,85253.3642857143,55125.20658571429,FALSE
SLB-118430,1730644.7269,3108466.78,null,6,Bamarooka tropicalis,518077.79666666663,288440.78781666665,TRUE
SLB-118431,249151.9082,328767.46,null,6,Erikus dahli,54794.57666666667,41525.31803333334,FALSE
SLB-118449,7147965.2362,8980929.65,null,16,Charybdis obtusifrons,561308.103125,446747.8272625,FALSE
SLB-118477,6498970.3912,7756618.06,null,42,Ocypode cordimanus,184681.38238095236,154737.39026666668,FALSE
SLB-118483,3503081.3366,4753125.75,null,26,Geograpsus grayi,182812.52884615384,134733.89756153847,FALSE
SLB-118486,8247379.8365,9209840.84,null,24,Thalassograpsus harpax,383743.36833333335,343640.82652083336,FALSE
SLB-118495,5252524.7597,8821004.95,null,15,Portunus gladiator,588066.9966666666,350168.31731333333,TRUE
SLB-118508,4487705.0651,5798251.01,null,6,Clibanarius padavensis,966375.1683333333,747950.8441833333,FALSE
SLB-118532,240726.5941,700709.05,null,3,Iphimedia caledoniana,233569.68333333335,80242.19803333333,TRUE
SLB-118543,2189255.789,4125357.15,null,33,Dulichiella australis,125010.82272727272,66341.08451515151,TRUE
SLB-118545,952595.6588,1188284.91,null,7,Dulichiella cotesi,169754.98714285714,136085.09411428572,FALSE
SLB-118564,4162083.4973,6127952.51,null,11,Dulichiella pacifica,557086.5918181818,378371.22702727275,TRUE
SLB-118682,534594.8178,792386.78,null,5,Mesacturoides crinitus,158477.356,106918.96355999999,FALSE
SLB-118752,1437674.8895999999,2579539.84,null,4,Cycloseris tenuis,644884.96,359418.72239999997,FALSE
SLB-118765,4896884.5747,7117789.34,null,6,Liotina peronii,1186298.2233333334,816147.4291166667,TRUE
SLB-118771,329087.8193,840855.65,null,3,Nerita reticulata,280285.2166666667,109695.93976666666,FALSE
SLB-118797,3105632.2624,4331419.78,null,4,Chelyonotus nigra,1082854.945,776408.0656,TRUE
SLB-118814,4799531.0607,6794067.1,null,8,Cronia margariticola,849258.3875,599941.3825875,TRUE
SLB-118815,3168897.2466,5384994.28,null,6,Drupella cariosa,897499.0466666667,528149.5411,FALSE
SLB-118816,4676905.3209,6754923.5,null,9,Morula spinosa,750547.0555555555,519656.1467666666,TRUE
SLB-118817,770597.9839,1355241.09,null,3,Pollia subrubiginosus,451747.03,256865.99463333332,FALSE
SLB-118820,1795451.0679,3593038.75,null,3,Engina incarnata,1197679.5833333333,598483.6893,FALSE
SLB-118839,1795451.0679,3593038.75,null,3,Latirus gibbulus,1197679.5833333333,598483.6893,FALSE
SLB-118844,4835453.6722,6557035.48,null,9,Peristernia ustulata,728559.4977777778,537272.6302444445,FALSE
SLB-118847,943274.8166,1501679.25,null,3,Oliva parkinsoni,500559.75,314424.9388666667,FALSE
SLB-118851,1795451.0679,3593038.75,null,3,Pterygia scabricula,1197679.5833333333,598483.6893,FALSE
SLB-118854,3287445.567,4401977.03,null,4,Vexillum deshayesi,1100494.2575,821861.39175,TRUE
SLB-118865,1795451.0679,3593038.75,null,3,Vexillum polygonum,1197679.5833333333,598483.6893,FALSE
SLB-118874,3921488.5482,5652504.84,null,5,Terebra anilis,1130500.9679999999,784297.70964,FALSE
SLB-118879,3028797.6981,4175772.72,null,7,Conus monachus,596538.9600000001,432685.38544285716,FALSE
SLB-118880,1511648.3703,2139487.26,null,5,Conus parius,427897.45199999993,302329.67406,FALSE
SLB-118969,72015386.5908,80410231.49000001,null,24,Acanthephyra smithi,3350426.3120833337,3000641.10795,FALSE
SLB-118978,2749371.2062,4237690.02,null,6,Anchiopontonia hurii,706281.6699999999,458228.53436666663,FALSE
SLB-118996,2249556.7387,3624789.39,null,4,Exoclimenella denticulata,906197.3475,562389.184675,FALSE
SLB-119010,2779091.2373,3948430.2,null,6,Acropora spathulata,658071.7000000001,463181.87288333336,TRUE
SLB-11904,4224877.9051,7510961.88,null,10,Metapenaeopsis sinica,751096.188,422487.79051,TRUE
SLB-119051,295776.9502,576464.9,null,5,Chirostylus micheleae,115292.98000000001,59155.390040000006,FALSE
SLB-119053,250283.4144,407484.29,null,3,Chirostylus ortmanni,135828.09666666665,83427.8048,FALSE
SLB-119060,1737378.4286,2650011.14,null,3,Eumunida ampliata,883337.0466666667,579126.1428666667,FALSE
SLB-119066,164101.0171,225017.58,null,6,Eumunida annulosa,37502.93,27350.169516666665,FALSE
SLB-119072,1109224.0783,1691944.28,null,10,Eumunida bella,169194.428,110922.40783,FALSE
SLB-119090,4084643.5007,5845311.61,null,16,Eumunida capillata,365331.975625,255290.21879375,TRUE
SLB-119105,8799765.3238,12323944.35,null,19,Eumunida funambulus,648628.65,463145.5433578947,TRUE
SLB-119110,720060.8988,1453113.79,null,5,Hirondellea dubia,290622.75800000003,144012.17976,FALSE
SLB-119122,4628725.0058,5778423.5,null,8,Eumunida keijii,722302.9375,578590.625725,FALSE
SLB-119127,3104350.7324,4389531.82,null,15,Eumunida minor,292635.4546666667,206956.71549333335,TRUE
SLB-119135,6714794.7022,11345939.13,null,10,Eumunida pacifica,1134593.9130000002,671479.47022,TRUE
SLB-119205,197148.8397,338049.56,null,3,Eumunida treguieri,112683.18666666666,65716.27990000001,FALSE
SLB-119218,73283.3613,86842.97,null,3,Gastroptychus cavimurus,28947.656666666666,24427.7871,FALSE
SLB-119253,7601161.8759,10585175.46,null,6,Gastroptychus hendersoni,1764195.9100000001,1266860.31265,TRUE
SLB-119286,11779163.4085,17237914.85,null,8,Gastroptychus investigatoris,2154739.35625,1472395.4260625,TRUE
SLB-119308,150549.3215,389841.66,null,12,Polyplumaria flabellata,32486.804999999997,12545.776791666665,FALSE
SLB-119333,38117.2296,97472.53,null,3,Lepetodrilus corrugatus,32490.843333333334,12705.743199999999,FALSE
SLB-119334,4071029.0806,7182596.19,null,3,Lepetodrilus cristatus,2394198.73,1357009.6935333333,FALSE
SLB-119335,21504326.0383,53355725.510000005,null,3,Lepetodrilus elevatus,17785241.83666667,7168108.679433334,FALSE
SLB-119368,5257110.8736,10929141.48,null,4,Melanodrymia aurantiaca,2732285.37,1314277.7184,FALSE
SLB-119475,173649.9302,358550.96,null,4,Branchinotogluma tunnicliffae,89637.74,43412.48255,FALSE
SLB-119476,8981989.4893,14930070.59,null,4,Branchipolynoe pettibonae,3732517.6475,2245497.372325,TRUE
SLB-119479,219776.0912,400209.76,null,5,Lepidonotopodium piscesae,80041.952,43955.21824,FALSE
SLB-119495,2664797.9999,6802664.49,null,3,Phonospio unilamellata,2267554.83,888265.9999666667,FALSE
SLB-119499,2318430.0312,6725383.04,null,3,Amathys lutzi,2241794.3466666667,772810.0104,FALSE
SLB-119500,2293053.465,4207337.63,null,4,Bathybdella sawyeri,1051834.4075,573263.36625,FALSE
SLB-119529,4103287.1245999997,7066579.0,null,3,Aphotopontius limatulus,2355526.3333333335,1367762.3748666665,FALSE
SLB-119530,3455494.1077,7196487.66,null,3,Aphotopontius mammillatus,2398829.22,1151831.3692333333,FALSE
SLB-119543,4071029.0806,7182596.19,null,3,Nilva torifera,2394198.73,1357009.6935333333,FALSE
SLB-119544,4071029.0806,7182596.19,null,3,Rhogobius contractus,2394198.73,1357009.6935333333,FALSE
SLB-119547,61381.7742,182628.41,null,3,Rimipontius mediospinifer,60876.136666666665,20460.5914,FALSE
SLB-119560,1548069.9523,5961853.43,null,4,Stygiopontius pectinatus,1490463.3575,387017.488075,FALSE
SLB-119568,4168565.0696,7422462.45,null,4,Ecbathyrion prolixicauda,1855615.6125,1042141.2674,FALSE
SLB-119577,3554259.4041999998,7447348.17,null,4,Oncaea praeclara,1861837.0425,888564.8510499999,FALSE
SLB-119582,4417674.0723,9858657.16,null,3,Eochionelasmus ohtai,3286219.053333333,1472558.0241,TRUE
SLB-119617,1711332.6564,2797932.7,null,3,Nematocarcinus burukovskyi,932644.2333333334,570444.2188,FALSE
SLB-119618,327044.5326,781280.73,null,3,Alvinocaris niwa,260426.91,109014.84419999999,FALSE
SLB-119620,3604986.4379,6588088.43,null,5,Chorocaris chacei,1317617.686,720997.28758,FALSE
SLB-119622,10489101.9624,19428271.64,null,4,Chorocaris vandoverae,4857067.91,2622275.4906,TRUE
SLB-119623,5624294.6625,10938379.37,null,7,Mirocaris fortunata,1562625.6242857142,803470.6660714286,FALSE
SLB-119625,1249403.2756,2739033.5,null,4,Nautilocaris saintlaurentae,684758.375,312350.8189,TRUE
SLB-119626,4951649.2226,9880837.7,null,4,Rimicaris exoculata,2470209.425,1237912.30565,FALSE
SLB-119632,561178.2258,1204649.91,null,4,Paralomis hirtella,301162.4775,140294.55645,FALSE
SLB-119633,6025734.4393,9629859.12,null,8,Munida magniantennulata,1203732.39,753216.8049125,TRUE
SLB-119636,1952549.8412,4955399.9,null,3,Munidopsis lauensis,1651799.9666666668,650849.9470666667,FALSE
SLB-119637,2520674.2264,4448453.19,null,3,Munidopsis lentigo,1482817.7300000002,840224.7421333333,FALSE
SLB-119654,4663283.4426,9338712.21,null,3,Bythograea microps,3112904.0700000003,1554427.8142,FALSE
SLB-119657,3097774.5037,6272286.15,null,4,Cyanagraea preadator,1568071.5375,774443.625925,FALSE
SLB-11990,1602964.6565,2084065.28,null,8,Rimapenaeus constrictus,260508.16,200370.5820625,FALSE
SLB-120041,2720741.4577,3421297.7,null,7,Agononida marini,488756.8142857143,388677.3511,TRUE
SLB-120043,257234.2268,613868.04,null,3,Agononida nielbrucei,204622.68000000002,85744.74226666667,FALSE
SLB-120046,550643.2498,951937.08,null,4,Bathymunida rudis,237984.27,137660.81245,TRUE
SLB-120048,7232956.4439,9146981.71,null,19,Galacantha quiquei,481420.09,380681.9181,TRUE
SLB-120057,28810482.6042,56552988.230000004,null,90,Galacantha rostrata,628366.535888889,320116.47338000004,FALSE
SLB-120060,1193920.8124,1562986.26,null,9,Lybia plumosa,173665.14,132657.86804444445,FALSE
SLB-120087,9251557.7326,10455364.71,null,39,Corculum cardissum,268086.27461538464,237219.42904102564,FALSE
SLB-120088,9865369.5103,12500150.23,null,11,Conus floridulus,1136377.2936363637,896851.7736636363,TRUE
SLB-12131,346178.552,533456.23,null,21,Scyra acutifrons,25402.67761904762,16484.692952380952,FALSE
SLB-12203,11332013.1571,14844619.9,null,33,Carupa tenuipes,449836.9666666667,343394.33809393935,FALSE
SLB-12206,2261432.5194,3875727.35,null,10,Charybdis hawaiensis,387572.735,226143.25194000002,FALSE
SLB-12207,9920184.5017,13758442.94,null,55,Charybdis hellerii,250153.508,180366.99094000002,FALSE
SLB-12210,83072.0392,211632.3,null,3,Charybdis paucidentata,70544.09999999999,27690.679733333334,FALSE
SLB-12249,1773132.6719,2397110.03,null,46,Portunus hastatus,52111.08760869565,38546.362432608694,FALSE
SLB-12251,4816590.1895,8035810.83,null,51,Portunus longispinosus,157564.9182352941,94442.94489215687,FALSE
SLB-12252,3629737.5967,5382048.59,null,24,Portunus macrophthalmus,224252.02458333332,151239.06652916668,FALSE
SLB-12255,10884054.5086,14995236.8,null,271,Portunus pelagicus,55332.97712177122,40162.562762361624,FALSE
SLB-12257,11256174.417,15097044.54,null,146,Portunus sanguinolentus,103404.41465753425,77097.0850479452,FALSE
SLB-12265,829038.053,1801538.84,null,21,Portunus xantusii,85787.56380952381,39478.00252380952,FALSE
SLB-12272,9170754.6039,14267225.06,null,49,Thalamita coeruleipes,291167.8583673469,187158.257222449,FALSE
SLB-12273,9043659.82,10587386.57,null,103,Thalamita crenata,102790.16087378642,87802.52252427184,FALSE
SLB-12274,5402685.3462,8151762.16,null,12,Thalamita dakini,679313.5133333333,450223.77884999994,FALSE
SLB-12277,6378734.5508,7946500.51,null,30,Thalamita integra,264883.3503333333,212624.4850266667,FALSE
SLB-12286,5774213.4202,9644893.67,null,26,Thalamita spinifera,370957.44884615386,222085.13154615383,FALSE
SLB-12338,2520133.1294,4670362.51,null,13,Parapylocheles scorpio,359258.6546153846,193856.39456923076,FALSE
SLB-128396,4498672.8065,7627980.34,null,16,Uroptychodes albatrossae,476748.77125,281167.05040625,FALSE
SLB-12841,2905723.3253,3646118.44,null,22,Phymodius monticulosus,165732.65636363637,132078.3329681818,FALSE
SLB-12843,4709224.1831,6147570.9,null,36,Phymodius ungulatus,170765.85833333334,130811.78286388889,FALSE
SLB-12845,4115058.8224,4952401.6,null,23,Pilodius flavus,215321.80869565214,178915.60097391304,FALSE
SLB-12847,3333259.8201,5500372.07,null,6,Pilodius nigrocrinitus,916728.6783333333,555543.3033500001,TRUE
SLB-128515,317778.1003,1830597.01,null,4,Musculista japonica,457649.2525,79444.525075,FALSE
SLB-128546,1116709.1914,1601278.9,null,5,Paphia exarata,320255.77999999997,223341.83827999997,FALSE
SLB-128649,306569.1861,829568.11,null,4,Xenostrobus atratus,207392.0275,76642.296525,FALSE
SLB-128677,2572673.8726,5225515.02,null,6,Pinctada chemnitzii,870919.1699999999,428778.97876666667,FALSE
SLB-128708,1605950.977,6322530.84,null,3,Alectryonella haliotidaea,2107510.28,535316.9923333334,FALSE
SLB-128717,3941127.8566,5592954.53,null,4,Striostrea parasitica,1398238.6325,985281.96415,TRUE
SLB-128718,335180.2931,647548.33,null,5,Crassostrea ariakensis,129509.666,67036.05862,FALSE
SLB-128858,3459438.0379,5775304.42,null,4,Enigmonia aenigmatica,1443826.105,864859.509475,TRUE
SLB-12888,2780297.5447,5233210.46,null,66,Euphausia hemigibba,79291.06757575758,42125.720374242424,FALSE
SLB-128881,173025.2198,448312.27999999997,null,3,Scintilla opalinus,149437.42666666667,57675.073266666666,FALSE
SLB-128888,317778.1003,1830597.01,null,4,Lasaea nipponica,457649.2525,79444.525075,FALSE
SLB-128899,173025.2198,448312.27999999997,null,3,Pseudopythina subsinuata,149437.42666666667,57675.073266666666,FALSE
SLB-128907,1425995.9436,5489913.88,null,4,Mysella mutsuwanensis,1372478.47,356498.9859,FALSE
SLB-128922,193688.3287,450533.47,null,4,Cardita leana,112633.3675,48422.082175,FALSE
SLB-12895,714024.5437,1239378.9,null,4,Euphausia nana,309844.725,178506.135925,FALSE
SLB-128958,169836.8775,472396.82,null,3,Trachycardium nigropunctatum,157465.60666666666,56612.2925,FALSE
SLB-129038,638254.969,1107957.22,null,3,Phacosoma eudeli,369319.0733333333,212751.65633333335,FALSE
SLB-129062,3496679.0055,5784093.64,null,4,Gomphina undulosa,1446023.41,874169.751375,TRUE
SLB-129120,677111.4006,1185575.78,null,4,Moerella philippinarum,296393.945,169277.85015,FALSE
SLB-129137,2282907.949,2968489.58,null,4,Psammotreta maluccensis,742122.395,570726.98725,FALSE
SLB-129157,252429.7141,652380.98,null,3,Gobraeus kazusensis,217460.32666666666,84143.23803333334,FALSE
SLB-129164,166479.7755,469686.8,null,3,Sanguinolaria virescens,156562.26666666666,55493.258499999996,FALSE
SLB-129169,2244247.9286,4103753.13,null,4,Psammotellina ambigua,1025938.2825,561061.98215,FALSE
SLB-129170,1940795.1824999999,2670569.33,null,3,Psammotellina pallens,890189.7766666667,646931.7274999999,FALSE
SLB-129173,317778.1003,1830597.01,null,4,Donax dysoni,457649.2525,79444.525075,FALSE
SLB-129176,638254.969,1107957.22,null,3,Donax ticaonicus,369319.0733333333,212751.65633333335,FALSE
SLB-129182,166479.7755,469686.8,null,3,Solen gordonis,156562.26666666666,55493.258499999996,FALSE
SLB-129221,166479.7755,469686.8,null,3,Raeta pellicula,156562.26666666666,55493.258499999996,FALSE
SLB-129224,252429.7141,652380.98,null,3,Coecella chinensis,217460.32666666666,84143.23803333334,FALSE
SLB-129226,2800021.4983,5373743.11,null,5,Coecella horsfieldi,1074748.622,560004.29966,FALSE
SLB-129251,250090.6146,638800.1,null,3,Panopea japonica,212933.36666666667,83363.5382,FALSE
SLB-129255,317600.0788,1829467.77,null,4,Eufistulana grandis,457366.9425,79400.0197,FALSE
SLB-129262,578561.6088,1128842.52,null,5,Aspidopholas obtecta,225768.50400000002,115712.32176,FALSE
SLB-129268,638254.969,1107957.22,null,3,Neoxylophaga lobata,369319.0733333333,212751.65633333335,FALSE
SLB-129270,166479.7755,469686.8,null,3,Neoxylophaga supplicata,156562.26666666666,55493.258499999996,FALSE
SLB-129273,632137.4283,1052519.4,null,3,Teredo matacotana,350839.8,210712.4761,FALSE
SLB-129274,5656330.2106,7815444.21,null,4,Lyrodus furciferus,1953861.0525,1414082.55265,FALSE
SLB-129275,1899817.1539,2567263.15,null,3,Lyrodus massus,855754.3833333333,633272.3846333333,FALSE
