iucn_sid,habitat,shallow
133227,This species is found in shallow reef environments. This species is found from 5-15 m.,T
133230,This species is found in soft substrata on lower reef slope and reef bases. The depth range is from 20-36 m (Hoeksema 1990).This is a single free-living polyp. It reproduces asexually by fragmentation. It has a maximum size of 8 cm diameter.,T
133231,"This species occurs in shallow, tropical reef environments. It is found on both exposed and protected reef environments. This species is found occasionally on most reefs, especially on upper reef slopes or in areas exposed to swell or currents. Colonies generally grow to a large size, and it is common to find some several meters in diameter. <br/><br/>Small gobies are often associated with this coral and can be seen lying on the surface or moving around in search of food (Wood 1983). This species is found in the outer reef channel and in lagoons. This species is found to at least 30 m.",T
133233,"This species occurs in shallow, tropical reef environments. It is found on upper reef slopes and in lagoons, also on patch reefs, typically seen between 3 and 12 m depth (Wallace 1999). It is also found on submerged reef flats (Richards pers. comm.). This species may be found to 15 m depth.<br/><br/>General genus information: throughout its range, <em>Acropora</em> can be found on any stretch of reef and is often the dominant coral, especially along the reef front. Staghorn and plate forms flourish in sheltered areas, whereas clusters and semi-massive types can withstand more exposed conditions. Species that occur from the reef top to the reef slope become gradually more flattened with depth (Wood 1983).",T
133236,This species is found on lower reef slopes and on vertical walls.,
133237,"This species is widely distributed through most reef environments from 0.5-95 m depth (Goreau and Wells 1967), with peak abundance from 10-30 m depth (Szmant <em>et al</em>. 1997). Colonies have been observed to 113 m depth (Reed 1985). Although this coral has a high tolerance for turbid and silty environments, this species is not adapted to eutrophic conditions (Tomascik and Sander 1987).",T
133238,"This species occurs in shallow, tropical reef environments. It is found in most turbid water habitats, and also in clear waters. It is commonly found from 3-11 m, rarely at 12-5 m, in the South China Sea and Gulf of Siam (Titlyanov and Titlyanova 2002). This species is found to at least 40 m.",T
133239,"This species occurs in shallow, tropical reef environments. It is found in all Acropora assemblages, but especially those of upper reef slopes. It is found subtidally on reef edge, slope, and submerged reefs (Wallace 1999). This species is found from 3-15 m.",T
133240,"It occurs on reef slopes. It commonly occurs in habitats exposed to currents from 2-15 m. It may form large fields.<br/><br/>In the Eastern Tropical Pacific region, <em>Pavona clavus</em> occurs broadly on coral reefs and coral communities on rocks, except from shallow platforms with high energy (CortÃ©s and GuzmÃ¡n 1998; GuzmÃ¡n pers. comm.); in some locations the species can also occur in cryptic habitats (Chiriboga pers. comm.), on soft bottoms (GuzmÃ¡n pers. comm.), and in habitats exposed to currents Veron (2000). <em>P. clavus</em> occurs as isolated colonies or can develop large patches (GuzmÃ¡n pers. comm.). <em>P. clavus</em>, along with <em>Pavona gigantea</em> and <em>Porites lobata</em>, can sometimes build reef frameworks or assist pocilloporid corals in reef building (Glynn 2001). According to CortÃ©s and GuzmÃ¡n (1993), the growth rates of <em>P. clavus</em> vary between 0.9 and 1.3 cm/yr. <em>Pavona clavus</em> colonies are preferred prey for <em>Acanthaster planci</em>, which can limit the coralâ€™s abundance (CortÃ©s and GuzmÃ¡n 1998).",T
133242,"This species occurs in shallow reef environments. <em>P. frondifera</em> has a compact foliose morphology and is an inhabitant of shallow sheltered reefs (MatÃ© 2003 a,b). In Costa Rica and PanamÃ¡, it commonly occurs in reef rubble areas where it can be found as attached colonies (MatÃ© 2003). Generally found in shallow depths, between three and 13 m (MatÃ© 2003b), this coral can also occur amongst coral reef and coral communities on rocks in depths to 20 m (GuzmÃ¡n pers. comm.). This species can be found from 3-15 m. <br/><br/>The maximum size is approximately 50 cm. However, size can vary from small colonies of a few centimetres, which usually occur free or lightly attached to substrata, to hemispheric attached colonies larger than 1 m in diameter (GuzmÃ¡n and CortÃ©s 1998, MatÃ© 2003b, Guzman pers. comm.).<br/><br/>General genus information: <em>Pavona</em> is a fairly common coral that is found in most reef habitats. Some of the massive colonies are large, and the foliaceous ones may form extensive tracts (Wood 1983). This genus is not particularly susceptible to bleaching compared to other genera (Gleason 1993).",T
133244,"This species occurs in shallow, tropical reef environments. It is found in a wide range of reef environments and rocky foreshores. This species is found on subtidal rock and rocky reefs, in the outer reef channel, on the back and foreslope, and in lagoons. This species is found to 20 m.",T
133246,"This species is found in most reef environments. This species has a large tolerance range for all reef environments, e.g. differing depths and light, including deep water and reef flats. This species is found to 50 m.",T
133248,"This species occurs in shallow, tropical reef environments, especially reef margins exposed to strong wave action, intertidal or just subtidal reef tops and edges (Wallace 1999). This species is found from 1-8 m.",T
133250,"This species occurs in shallow, tropical, wave washed back margins of reefs, and found intertidally on reef flats (Wallace 1999). This species is found from 0-12 m.",T
133251,It is found only in shallow water exposed to wave action. The maximum size is approximately 20 cm across. This species is found to 10 m.,T
133252,"This species occurs in shallow, tropical reef environments. It is found in lagoons and other protected subtidal habitats (Wallace 1999), subtidal, and protected sandy lagoons (Richards pers. comm.). This species is found from 1-30 m.",T
133253,This species is found on reef slopes protected from wave action and turbid environments. This species is found to 40 m.,T
133255,"This species is found in fore reef environments, channels, and deep lagoons, from 5-20 m.",T
133256,"This species is found in a wide range of reef environments. <em>E. glabrescens</em> is commonly found from 12-15 m, rarely from 9-11 m, in the South China Sea and Gulf of Siam (Titlyanov and Titlyanova 2002). This species may be found from 1-35 m. <br/><br/>All members of the genus <em>Euphyllia</em> have commensal shrimp species associated with them.",T
133258,It is found in protected reef environments except in high energy environments. <em>P. sinuosa</em> is commonly found from 9-15 m in the South China Sea and Gulf of Siam (Titlyanov and Titlyanova 2002). This species is found from 3-35 m.,T
133260,"This species is found in tropical, inter-reef environments and on soft substrates around continental islands, generally to depths of 40 m. It is frequently it is found with other free-living corals: <em>Heteropsammia</em> (Dendrophylliidae), <em>Heterocyathus</em> (Caryophylliidae) and the fungiids, <em>Cycloseris</em> and <em>Diaseris</em>. Large colonies are found only in certain protected, shallow island embayments. This is a small coral seldom over 20cm in diameter. <br/><br/>It is rarely found among dense coral, but prefers soft sandy or muddy substrates on sheltered reef slopes or in lagoons (Wood 1983). It has a depth range of 16-30 m on the Great Barrier Reef and has been found at 17 m of New Caledonia (Fisk 1983). It is commonly found from 12-15 m, rarely from 18-20 m, in the South China Sea and Gulf of Siam (Titlyanov and Titlyanova 2002). This species is typically found as solitary unattached colonies but occasionally forms massive colonies.",T
133261,This species occurs in shallow reef environments exposed to wave action. It may form smaller crusts up to 40 cm. This species is found from 0.5-15 m.,T
133267,"This species is found in shallow, tropical reef environments in turbid waters in wide ranging habitats. This species is found from 5-20 m.",T
133268,This species is found in shallow reef environments. This species is found from 3-15 m.,T
133269,This species is usually found on reef flats and reef slopes as a free-living single polyp. The depth range is from 1-25 m (Hoeksema 1990). It may reproduce asexually by budding. Maximum size is 21 cm.,T
133271,"This species occurs in shallow, tropical reef environments. It is found on upper reef slopes and in lagoons as well as subtidally on reef tops (Wallace 1999). This species is found from 3-20 m. <br/><br/>General genus information: throughout its range, <em>Acropora</em> can be found on any stretch of reef and is often the dominant coral, especially along the reef front. Staghorn and plate forms flourish in sheltered areas, whereas clusters and semi-massive types can withstand more exposed conditions. Species that occur from the reef top to the reef slope become gradually more flattened with depth (Wood 1983).",T
133272,"It is found in turbid water habitats, especially on fringing reefs and in crevices on reef slopes. <em>P. paeonia</em> is commonly found from 12-15 m in the South China Sea and Gulf of Siam (Titlyanov and Titlyanova 2002). <em>Pectinia</em> colonies occasionally reach 1 m or more in diameter (Wood 1983). <em>P. paeonia</em> can grow to around 50cm (Fenner pers. comm.). This species is found from 3-25 m.<br/><br/><em>Pectinia</em> occurs in most reef habitats, both in shallow and deep areas (Wood 1983). This genus is typically conspicuous (Veron 1995).",T
133277,"This species occurs with <em>P. lutea</em> and <em>P. lobata</em> on back reef margins, lagoons and fringing reefs, generally to depths of 20 m. This species is commonly found from 1-15 m in the South China Sea and Gulf of Siam (Titlyanov and Titlyanova 2002).",T
133281,"This species is found in deep water fore reef habitats, and also on deep consolidated substrates and patch reefs, from 15-30 m, although more common at depths below 20 m (E. Weil pers. comm.).",T
133283,"This species is found in shallow, protected reef environments. This species occurs subtidally to at least 44 m deep on slopes and ledges on walls (Wallace 1999). This species is found on submerged reefs and slopes, 10-40 m deep (Richards pers. comm.). This species may be found as shallow as 1 m deep.",T
133284,"It occurs in most reef environments, including shaded places such as under overhangs. Also it occurs on rocky foreshores of temperate locations protected from strong wave action. It is commonly found from 12-15 m, rarely from 9-11 m and 18-20 m, in the South China Sea and Gulf of Siam (Titlyanov and Titlyanova 2002). This species may form large colonies several metres in diameter and occurs in a wide variety of reef habitats. It usually forms rounded colonies in exposed shallow areas and plate-like growths on reef slopes where light intensity is low (Wood 1983). This species is found on subtidal rock and rocky reefs, on the back and foreslope of the reef, and in lagoons. It may be found in the outer reef channel. This species is found to 40 m.",T
133289,This species occurs in shallow to deep reef environments in most areas of the reef. This species is found from 3-30 m. <br/><br/>All members of the genus <em>Euphyllia</em> have commensal shrimp species associated with them.,T
133290,"This species occurs in most reef environments. It is commonly found from 1-15 m, rarely from 18-20 m, in the South China Sea and Gulf of Siam (Titlyanov and Titlyanova 2002). This species is found on subtidal rock and rocky reefs, in the outer reef channel, on the back and foreslope, and in lagoons. It can be found on inter-reef rubble substrate to 40 m.",T
133291,"This species occurs in shallow, tropical reef environments. It is found on shallow, rocky foreshores or shallow reef flats. <em>Acropora striata</em> likely spawns annually in October in French Polynesia (Carroll <em>et al</em>. 2006). This species is found from 10-25 m.",T
133292,"This species is found in most shallow, tropical reef environments except very turbid water. This species is found from 3-20 m.",T
133298,This species occurs in most reef environments. It prefers tropical reef environments. This species is found to at least 30 m.,T
133299,"This species is found on soft substrata, especially on reef bases. The depth range is from 9-40 m (Hoeksema 1990). It is a free-living single polyp with a maximum size of 8.5 cm. This species reproduces asexually by fragmentation.",T
133302,"This species is found in a wide range of shallow tropical reef environments, especially in shallow turbid waters. This species is found from 5-15 m.",T
133304,"This species is found in most reef environments from 2-40 m except high energy areas. It is commonly found from 9-15 m, rarely from 3-5 m, in the South China Sea and Gulf of Siam (Titlyanov and Titlyanova 2002).",T
133305,"This species occurs in shallow, tropical reef environments. It is found on reef flats. It is a very poorly known species. This species is found to at least 5 m.",T
133307,"This species occurs in shallow, tropical reef environments. It is found on reef slopes and in lagoons. This species is also found on subtidal rock and rocky reefs. This species is found to 20 m.",T
133309,"<em>Pocillopora inflata</em> occurs in coral reef and coral communities on shallow rocky substrata (GuzmÃ¡n pers. comm.), in depths of less than 10 m (Glynn 1999, GuzmÃ¡n <em>et al</em>. in prep.). The species is usually found intermixed with other pocilloporid corals in Costa Rica and Panama (JimÃ©nez and CortÃ©s 2003, GuzmÃ¡n <em>et al</em>. in prep.). <br/><br/>According to Glynn (1999), <em>Pocillopora inflata</em> may have evolved within the eastern Pacific and is presently distributed widely over much of the region. Furthermore, the presence of a large dead colony of <em>P. inflata</em> in the GalÃ¡pagos Urvina Bay uplift, where a coral community was elevated during a volcano eruption in 1954, indicates that <em>P. inflata</em> is not a recent ENSO-associated immigrant from the Indo-West Pacific; this species has been present in the GalÃ¡pagos Islands for more than four decades (Glynn 1999).<br/><br/>Amongst the reef building corals in the Eastern Tropical Pacific region, pocilloporid species have the fastest growth rates (GuzmÃ¡n and Cortes 1993). The growth rates of Pocillopora inflata range between 2.0 and 4.4 cm per year, with a mean growth rate of 3.15 cm per year at Bahia Culebra Costa Rica (JimÃ©nez and CortÃ©s 2003, CortÃ©s and JimÃ©nez 2003b). <br/><br/><em>Pocillopora inflata</em> is the only pocilloporid coral observed to spawn (Glynn 1999). The spawning event occurred on the morning (07:30 and 10:30 hours) of 22 March 1998 in Saboga Island, Panama (Glynn 1999). Among the six observed colonies, one spawned eggs and five produced sperm (Glynn 1999). <br/><br/>Pocilloporid corals, presumably including <em>P. inflata</em>, are generally amongst the strongest coral competitors with relatively high rates of calcification (Glynn 2001). However, coral species exhibiting high rates of calcification usually have relatively high mortality rates (Glynn 2000). Pocilloporid corals also usually predominate at shallow depths (1-15 m). <br/><br/><em>Pocillopora</em> species are preyed on by at least nine groups of consumers. These vary in their consumption patterns, but include:<br/><br/>a) Species that bite off colony branch-tips: pufferfishes (<em>Arothron</em>), parrotfishes (<em>Scaridae</em>), filefishes (Monacanthidae) (Glynn 2002).<br/><br/>b) Species that scrape skeletal surface: hermit crabs (<em>Trizopagurus</em>, <em>Aniculus</em>, and <em>Calcinus</em>) (Glynn 2002).<br/><br/>c) Species that remove tissues but leave the skeleton intact: gastropods (<em>Jenneria pustulata</em> and <em>Quoyula</em> sp. (Glynn 2002)), buterflyfishes, angelfishes, damselfish (<em>Stegastes acapulcoensis</em>), and <em>Acanthaster planci</em> (Glynn 2002).<br/><br/>d) Species that abrade tissues and skeleton: <em>Eucidaris galapagensis</em> (Glynn 2001).<br/><br/><em>Jenneria</em> and <em>Acanthaster can kill whole, relatively large (approx. 30 cm in diameter) colonies of <em>Pocillopora</em> (Glynn 2002). Pocilloporid species can have crab (<em>Trapezia</em> sp.) and alpheid shrimp as mutualistic symbionts that protect the coral from the attack of the crown-of-thorns sea star <em>A. planci</em> (Glynn 2001).",T
133311,"Found in sandy, inter-reef habitat and forming small clumps in thickets (Aeby, Lovell, Richards, Delbeek, Reboton, and Bass pers. comm.). This species is found from 10-20 m.",T
133313,"This species occurs in shallow, tropical reef environments. It is found on upper reef slopes and lagoons. It is found subtidally on reef slopes and submerged reefs, not usually intertidally (Wallace 1999). <br/><br/>Populations in the Hawaiian Archipelago become sexually mature during the early summer (Kenyon <em>et al</em>. 2007). <em>Acropora cytherea</em> likely spawns annually in October in French Polynesia (Carroll <em>et al</em>. 2006). This species is found from 3-25 m.<br/><br/><em>A. cytherea</em>, along with <em>M. aequituberculata</em>, is the dominant coral species on the reef slope of central Vietnam reefs at a depth of 2-6 m (Latypov 2001).",T
133315,"This species occurs in shallow, tropical reef environments. This species is found on upper reef slopes. This species occurs around the low tide mark and just subtidally on rocky, wave-swept, shallow reefs, as well as reef habitats subject to strong tidal currents (Wallace 1999). This species is found from 1-12 m.",T
133319,"This species occurs in shallow, tropical reef environments. It is found in turbid water around fringing reefs, and subtidally on protected deepwater flats, lagoons, and sandy slopes (Wallace 1999). This species is found from 5-20 m.",T
133320,"This species occurs in shallow, tropical reef environments. It is found in shallow reef environments and on rocky foreshores in subtropical locations. It occurs subtidally on reef slopes and walls and submerged reefs (Wallace 1999). This species is found from 5-25 m.",T
133324,"This species occurs in shallow, tropical reef environments. It is found on exposed upper reef slopes and flats, intertidally and subtidally on reef tops, upper slopes, and submerged reefs (Wallace 1999) and is found from 1-15 m. <em>A. gemmifera</em> is commonly found from 1-5 m, rarely from 9-15 m, in the South China Sea and Gulf of Siam (Titlyanov and Titlyanova 2002).",T
133325,"This species occurs in shallow, tropical reef environments. It is found in a wide range of reefs, also rocky foreshores of subtropical locations. This species is found in the outer reef channel, on the back and foreslopes of the reef, in lagoons, and in inter-reef soft and rubble substrate. It is found on subtidal rock and rocky reefs. This species is found to at least 50 m.",T
133327,"This species occurs in shallow, tropical reef environments. It is found in shallow, protected lagoons, and lagoon entrances, found subtidally in lagoons and calm-water reef shoals (Wallace 1999). This species is found from 1-10 m.",T
133329,"This species is found in reef flats, generally to depths of 5 m.",T
133333,This species occurs in shallow and deeper tropical reef environments. It is found on upper reef slopes.<br/>This is a fairly uncommon coral that appears to prefer reef slopes. Colonies may reach several metres in diameter (Wood 1983). This species may be found on subtidal rock and rocky reefs. This species is found to 30 m.,T
133334,"This species occurs on shallow reefs. It occurs on the upper reef slopes and tidal pools.<br/><br/>General genus information: throughout its range, <em>Acropora</em> can be found on any stretch of reef and is often the dominant coral, especially along the reef front. Staghorn and plate forms flourish in sheltered areas, whereas clusters and semi-massive types can withstand more exposed conditions. Species that occur from the reef top to the reef slope become gradually more flattened with depth (Wood 1983).",T
133337,"This species is found in all reef environments. It is commonly found from 12-15 m, rarely from 9-11 m, in the South China Sea and Gulf of Siam (Titlyanov and Titlyanova 2002). This species is found to 50 m.",T
133340,This species is found on subtidal rocky foreshores of temperate localities and a probable record from northern Australia. This species is found from 3-15 m.,T
133343,"This species occurs in most reef environments. This species is found on subtidal rock and rocky reefs, on the back and foreslope, and in lagoons. It can be found in the outer reef channel and on inter-reef rubble substrate. This species is found to 25 m.",T
133344,This species is found on a single reef slope in the Red Sea. This species is known from 10-20 m.,T
133345,This species occurs in most reef environments. It prefers tropical and subtropical reef environments. <em>M. tuberculosa</em> is commonly found from 3-15 m in the South China Sea and Gulf of Siam (Titlyanov and Titlyanova 2002). This species is found to at least 40 m.,T
133348,This species occurs in shallow reef environments. This species is found from 3-15 m.,T
133349,"This species is found in shallow, protected reef and lagoon environments, generally to depths of 30 m. This species forms monospecific stands in protected areas at medium depths (Fenner pers. comm.).",T
133351,It is found on lower reef slopes and vertical walls. Maximum size is 20 cm. This species is found from 10-30 m.,T
133352,"This species occurs in shallow, tropical reef environments on upper reef slopes. This species is found from 5-15 m.<br/><br/>General genus information: throughout its range, <em>Acropora</em> can be found on any stretch of reef and is often the dominant coral, especially along the reef front. Staghorn and plate forms flourish in sheltered areas, whereas clusters and semi-massive types can withstand more exposed conditions. Species that occur from the reef top to the reef slope become gradually more flattened with depth (Wood 1983).",T
133359,"This species occurs in shallow, tropical reef environments. This species is found on upper reef slopes. It occurs just subtidally at reef edges (Wallace 1999). This species is found from 5-20 m.",T
133360,This species occur on reef slopes and vertical walls. It may form large crusts over 1 m in diameter. This species may be found from 3-20 m.,T
133365,"This species occurs in shallow, tropical reef environments in mostly shallow and deeper subtidal communities. This species is found on subtidal rock and rocky reefs, in the outer reef channel, on the back and foreslope and in lagoons. It may be found on inter-reef rubble substrate. This species is found to 30 m. <br/><br/><em>Goniastrea</em> species are usually hardy corals often found on back reef areas. Many of the colonies are small or medium in size, but others grow to a meter or more in diameter (Wood 1983).",T
133366,"This species is found in shallow reef environments, especially in subtropical  localities. This species is found to 30 m.",T
133370,"This species is found in shallow reef environments, generally to depths of 15 m.",T
133371,"<em>Fungia distorta</em> is a free-living coral that occurs on soft substrata, sediments and coral rubble, especially where exposed to currents; and sometimes found in seagrass beds (Feingold 1996). It is found to 85 m, but the most common depth range is from 1-25 m (Hoeksema 1990)  Maximum size is 7.5cm in diameter. It also reproduce asexually by fragmentation.<br/><br/>According to Colley <em>et al</em>. (2000), <em>F. distorta</em> individuals are gonochoric and probably broadcast spawners. Reproduction activity occurs during the warm, wet season from at least February to June, peaking in April (Colley <em>et al</em>. 2000). Fecundity is high for <em>F. distorta</em>, with up to 13,000 mature eggs per cmÂ_ of live coral tissue (Colley <em>et al</em>. 2000). Individuals can have from four to eight reproductive cycles per year; additionally, the minimum size for sexual activity is 1.75 cm diameter (Colley <em>et al</em>. 2000). Asexual reproduction is locally important. In addition, parental fragments as well as secondary fragments can produce gonads (Colley <em>et al</em>. 2000). At Davil's Crown, Galapagos Islands, the sex ratio is skewed towards males (5:1), which can be a result of fragmentation (Colley <em>et al</em>. 2000).",T
133372,This species is found in reef slopes as a free-living polyp with multiple mouths. The maximum size is 38 cm in diameter. The specimens may reproduce asexually by fragmentation. This species is found to 15 m.,T
133375,"This species occurs in shallow reef environments, especially shallow to mid reef slopes. This species is found from 2 m to at least 20 m.",T
133376,This species is found in depths of 1-20 m in all sheltered reef areas away from high wave action. This species is found to 15 m.,T
133377,"This species occurs up to 15 m depth, but is most abundant from 0.5-3 m depth in back-reef and exposed fore-reef environments (Goreau and Wells 1967, A. Bruckner pers. comm.).",T
133379,"This species occurs in shallow, tropical reef environments. This species occurs on turbid reef slopes and lagoons. This species is found from 1-20 m.<br/><br/>General genus information: throughout its range, <em>Acropora</em> can be found on any stretch of reef and is often the dominant coral, especially along the reef front. Staghorn and plate forms flourish in sheltered areas, whereas clusters and semi-massive types can withstand more exposed conditions. Species that occur from the reef top to the reef slope become gradually more flattened with depth (Wood 1983).",T
133381,"This species is found in shallow tropical reef ecosystems, favouring upper to mid-reef slopes and lagoons in areas with moderate to low wave exposure. It is usually recorded from 1 m to around 25 m (Aronson and Precht 2001a,b), with occasional records to 60 m (Goreau and Goreau 1973).<br/><br/>Recruitment by sexual reproduction is limited.",T
133386,This species is found in most reef habitats from 2-30 m.,T
133387,"This species occurs in shallow, tropical reef environments. It is found intertidally (Wallace 1999) on upper reef slopes and reef flats. <em>Acropora globiceps</em> likely spawns annually in October in French Polynesia (Carroll <em>et al</em>. 2006). This species is found to 8 m depth.",T
133392,This species occurs in shallow reef environments. This species is found on the back and foreslope of the reef and in lagoons. This species is found to 25 m.,T
133393,"This species occurs in shallow, tropical reef environments. It is found on shallow reef slopes and in lagoons. This species is found from 2-20 m.<br/><br/>General genus information: throughout its range, <em>Acropora</em> can be found on any stretch of reef and is often the dominant coral, especially along the reef front. Staghorn and plate forms flourish in sheltered areas, whereas clusters and semi-massive types can withstand more exposed conditions. Species that occur from the reef top to the reef slope become gradually more flattened with depth (Wood 1983).",T
133395,"<em>P. porites</em> is found on most reef environments, from 0.5 to 35 m depth, and also exists in back reef shallow platforms with <em>Thalassia</em> turtle grass beds and attached to mangrove prop roots; this species is most common from 1-15 m (Weil 1992b).",T
133396,"This species occurs in shallow, tropical protected reef environments, subtidally on slopes or submerged reefs, mostly below 15 m (Wallace 1999). This species is found from 10-30 m.",T
133398,"This species occurs in most reef environments. It occurs on shallow and deeper reefer slopes and on vertical walls. Generally, <em>Pavona varians</em> occurs broadly amongst coral reefs and coral communities on rocks and rubble substrata, but is absent from shallow platforms with high energy (CortÃ©s and GuzmÃ¡n 1998, Glynn <em>et al</em>. 2000); in some locations this coral is found in cryptic habitats (Glynn <em>et al</em>. 2000). The maximum size is over 1 m. This species is typically found from 2-40 m but has been reported from 80 m. <br/><br/><em>P. varians</em> is a broadcast-spawner, releasing masses of minute eggs and sperm (Glynn <em>et al</em>. 2000). Most colonies utilize an alternating periodic sequential hermaphrodite mode of reproduction (Glynn <em>et al</em>. 2000). Glynn <em>et al</em>. (2000) suggest year-round reproductive activity. In addition, spawning appears to increase during high temperature conditions (Glynn <em>et al</em>. 2000). According to Glynn <em>et al</em>. (2000), <em>P. varians</em> may reach reproductive maturity at seven years; while the minimum colony size at first reproduction was found to be 5 cm (about five years old). The growth rate of <em>P. varians</em> has been estimated as 0.35 cm/yr in Costa Rica (Guzman and Cortes 1993). Recruitment of <em>P. varians</em> has been described as nil to low and patchy (Glynn <em>et al</em>. 2000).",T
133400,"This species is found in shallow, intermediate and deep fore reef environments, from 1-65 m, but is most common from 10-25 m (Goreau and Wells, 1967; A. Bruckner and B. Precht pers. comm.). It occasionally occurs in patch reefs in lagoon environments. It can form large monoclonal colonies at intermediate depths.",T
133401,"This species occurs in shallow reef environments. It occurs subtidally on outer reefs, reef slopes, or ledges on walls and submerged reefs (Wallace 1999). This species is found from 8-20 m.",T
133402,"This species occurs in shallow, tropical reef environments. It is found on upper reef slopes. It occurs on submerged patch reefs and reef shoals (Wallace 1999). This species is found from 1-18 m.",T
133403,"It may form conspicuous dome-shaped colonies on upper reef slopes. Unlike other <em>Turbinaria</em>, this species is seldom found in turbid waters. The maximum size is 50 cm. This species is found from 2-15 m.",T
133405,"This species occurs on tropical, shallow reefs, on hard and mixed substrates, as well as on rocky foreshores of subtropical locations. This species is found on the back slope and foreslope of reefs as well as in lagoons. This species is found to at least 20 m.",T
133406,This species occurs in most reef environments to 40 m.,T
133408,"This species is usually found encrusting vertical or overhung faces, generally to depths of 50 m.",T
133409,"This species occurs in shallow, tropical reef environments. It is found on upper reef slopes and in lagoons that are protected from wave action. This species is found to at least 20 m.",T
133410,It is found is most commonly on lower reef slopes. It forms large fields. This species is found from 4-25 m.,T
133412,"This widespread species occurs in shallow, tropical reef environments protected from strong wave action. It occurs in shallow and deep fore reef areas, but does not form large colonies (Wood 1983). This species is found to 30 m.",T
133414,"This species occurs in shallow and deeper, tropical reef environments. It is found in most shallow water environments. <em>G. pectinata</em> is commonly found from 1-15 m, with mass colonies at 1-2 m, in the South China Sea and Gulf of Siam (Titlyanov and Titlyanova 2002). This species is found on subtidal rock and rocky reefs, in the outer reef channel, on the back and foreslope, and in lagoons. It may also be found on inter-reef rubble substrate. This species is found to 40 m. <br/><br/><em>Goniastrea</em> species are usually hardy corals often found on back reef areas. Many of the colonies are small or medium in size, but others grow to a meter or more in diameter (Wood 1983).",T
133415,This species occurs in shallow reef environments. This species is found from 5-20 m.,T
133416,"This species occurs in a wide range of shallow reef environments, and often occurs in lagoons. This species is found from 2 m to at least 20 m.",T
133417,"It is found on tropical, protected shallow reef slopes where the substrate is partly sandy. It forms extensive single species stands, sometimes over 5 m across.. It can also found in lagoons. This species is found to at least 30 m.",T
133419,"This species is found in most reef environments to 50 m. It is commonly found from 9-15 m, rarely at 3-5 m, in the South China Sea and Gulf of Siam (Titlyanov and Titlyanova 2002).",T
133420,"This species occurs in shallow, tropical reef environments on upper reef slopes. This species is found to at least 20 m.",T
133422,"This species occurs in shallow, tropical reef environments. It is found mostly in lagoons. This species is found to at least 20 m.",T
133423,This species is found on reef slopes as a free-living polyp. The depth range is from 1-25 m (Hoeksema 1990). Maximum size 21.5 cm in diameter.,T
133423,This species is found on reef slopes as a free-living polyp. The depth range is from 1-25 m (Hoeksema 1990). Maximum size 21.5 cm in diameter.,T
133423,This species is found on reef slopes as a free-living polyp. The depth range is from 1-25 m (Hoeksema 1990). Maximum size 21.5 cm in diameter.,T
133428,"This species occurs on a wide variety of reef slopes from five to 30 m, generally to depths of 30 m.",T
133429,"This species occurs in shallow, tropical reef environments. It forms large stands on protected horizontal substrates including shallow reefs and lagoons. This species is found on the back and foreslopes and can be found in inter-reef soft substrates. This species is found to at least 25 m.",T
133432,"This species occurs in shallow, tropical reef environments. It is found on reef slopes. It occurs mostly intertidally on reef flats (Wallace 1999). This species is found from 2-10 m.",T
133433,"This species occurs in shallow, tropical reef environments. It is found on upper and lower reef slopes. This species is found to at least 20 m.",T
133437,This species is found on reef slopes as a free-living polyp. The depth range is from 3-30 m (Hoeksema 1990). Maximum size is 18.5 cm in diameter.,T
133439,"This species is found in shallow fore reef spur and groove zones and on low-energy lagoon reef complexes, from 1-15 m. In high-energy reef environments, it forms box-like networks that are wave resistant (Chornesky 1991, Aronson and Precht 1995) and in low-energy lagoon environments it forms delicate open framework bouquets (Aronson and Precht 1997). <br/><br/>This species has high rates of recruitment, and rapid growth rates, so it has the potential to recover quickly from disturbance.",T
133440,"This species occurs in shallow reef environments. This species is found on subtidal rock and rocky reefs, on the back and foreslope of the reef, and in lagoons. It may be found in the outer reef channel. This species is found to 30 m. <br/><br/><em>Platygyra</em> species occupy a variety of reef habitats. They may form colonies a meter or more in diameter (Wood 1983).",T
133442,"This species is found on shallow, protected reef slopes. In Chagos, the species is commonly found in deeper waters (20-30m) on seaward reef slopes (Sheppard pers. comm.). Red Sea range information from Sheppard and Sheppard (1991): This is a mid to deep-water species, preferring sheltered sites without strong water movement, but without much sedimentation either. It is not usually conspicuous, partly because of its neutral grey or pale brown colour, but is not uncommon below 25 m. This species is distinctive (Sheppard pers. comm.). Colonies of <em>Oxypora</em> seldom exceed 1 m in diameter (Wood 1983).",T
133443,"This species occurs in shallow, tropical reef environments. It is found in shallow reef environments exposed to strong wave action. This species is found from 2 m to at least 30 m.",T
133444,"This species is likely to occur on shallow to intermediate rocky reefs based on closely related species in the genus (Aronson, R., Precht, W.,  Moore, J., Weil, E., and Bruckner, A. pers. comm.) This species is found from 5-30 m.",T
133447,It is found in shallow reef environments.,T
133450,"This species occurs in shallow, tropical reef environments. It is found in turbid environments and also in clear water habitats. This species is found to at least 20 m.",T
133451,"This species occurs in shallow, tropical reef environments on upper to lower reef slopes and in lagoons. This species is found to at least 40 m.",T
133457,"This species is found in most fore reef environments and deeper lagoon reef complexes, from 5-30 m, but most commonly between 10-20 m.",T
133458,This species is found in all reef environments. This species is found to 35 m.,T
133460,This species occurs in shallow reef environments and lagoons. This species is found to at least 15 m.,T
